n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
3.0,5.0,0.0,0.0,0.0,8.0,3.0,0.6,4.0,2.0,1.0,0.33,11.0,1.0,0.0,5.0,3.0,14.2,12.38,2175.04,0.06,43.0,0.08,120.84,175.76,0.33,2.0,4.0,10.0,0.33,22.0,21.0,8.0,9.0,9.0,0.0,5.0,-1.0
4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,1.0,11.53,11.25,1458.65,0.04,30.0,0.09,81.04,129.66,0.5,1.0,2.0,7.0,0.18,15.0,15.0,8.0,12.0,11.0,0.0,6.0,-1.0
1.0,13.0,5.0,0.0,0.0,22.0,7.0,0.37,10.0,2.2,4.0,0.57,28.0,7.0,1.0,19.0,1.0,25.13,19.0,9073.67,0.16,91.0,0.05,504.09,477.56,1.0,6.0,11.0,23.0,0.33,38.0,53.0,19.0,19.0,21.0,0.0,19.0,-1.0
15.0,15.0,2.0,2.0,12.0,22.0,8.0,0.31,8.0,2.75,3.0,0.38,24.0,5.0,0.57,24.0,1.0,29.28,26.67,20818.63,0.26,143.0,0.04,1156.59,780.7,0.63,7.0,11.0,18.0,0.15,64.0,79.0,24.0,20.0,54.0,36.84,26.0,-1.0
9.0,25.0,10.0,0.0,1.0,48.0,13.0,0.28,24.0,2.0,9.0,0.69,62.0,8.0,0.58,47.0,2.0,57.88,31.53,57542.56,0.61,293.0,0.03,3196.81,1825.04,0.62,12.0,24.0,51.0,0.19,134.0,159.0,51.0,24.0,70.0,2.08,47.0,-1.0
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,9.0,1.0,0.0,8.0,1.0,12.1,13.93,2347.73,0.06,39.0,0.07,130.43,168.56,0.33,2.0,4.0,8.0,0.27,15.0,24.0,7.0,13.0,11.0,0.0,8.0,-1.0
13.0,5.0,1.0,0.0,12.0,8.0,3.0,0.08,4.0,2.0,1.0,0.33,19.0,1.0,0.0,36.0,0.0,49.13,19.76,19184.32,0.32,185.0,0.05,1065.8,970.87,0.33,2.0,4.0,18.0,0.05,76.0,109.0,25.0,13.0,62.0,25.0,36.0,-1.0
0.0,11.0,3.0,0.0,0.0,20.0,6.0,0.27,10.0,2.0,4.0,0.67,26.0,1.0,0.0,22.0,0.0,33.56,12.02,4852.71,0.13,80.0,0.08,269.59,403.55,0.17,5.0,10.0,22.0,0.26,37.0,43.0,20.0,13.0,23.0,0.0,22.0,-1.0
6.0,9.0,2.0,1.0,0.0,16.0,5.0,0.56,8.0,2.0,3.0,0.6,16.0,1.0,0.0,8.0,2.0,19.89,13.0,3360.81,0.09,55.0,0.08,186.71,258.51,0.2,4.0,8.0,13.0,0.31,26.0,29.0,13.0,13.0,16.0,11.11,9.0,-1.0
2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,0.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,0.5,1.0,2.0,5.0,0.22,2.0,5.0,2.0,4.0,9.0,0.0,6.0,-1.0
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,15.57,7.5,875.68,0.04,28.0,0.13,48.65,116.76,0.5,1.0,2.0,7.0,0.17,12.0,16.0,8.0,10.0,12.0,0.0,9.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,5.0,1.0,0.0,5.0,1.0,19.1,5.78,637.64,0.04,27.0,0.17,35.42,110.36,0.5,1.0,2.0,5.0,0.29,13.0,14.0,9.0,8.0,7.0,0.0,5.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,3.0,1.0,13.0,1.0,0.0,7.0,2.0,24.15,8.59,1782.21,0.07,48.0,0.12,99.01,207.45,0.33,2.0,4.0,12.0,0.33,21.0,27.0,11.0,9.0,9.0,0.0,7.0,-1.0
2.0,43.0,0.0,25.0,0.0,84.0,22.0,0.81,42.0,2.0,1.0,0.05,85.0,1.0,0.0,2.0,1.0,112.1,18.1,36742.62,0.68,345.0,0.06,2041.26,2029.51,0.05,21.0,42.0,65.0,0.73,158.0,187.0,48.0,11.0,30.0,92.59,27.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,10.75,6.0,387.18,0.02,18.0,0.17,21.51,64.53,0.5,1.0,2.0,6.0,0.29,6.0,12.0,4.0,8.0,7.0,0.0,5.0,-1.0
0.0,17.0,2.0,0.0,0.0,26.0,9.0,0.29,10.0,2.6,2.0,0.22,30.0,3.0,0.25,31.0,6.0,27.36,29.33,23526.15,0.27,154.0,0.03,1307.01,802.26,0.33,8.0,13.0,23.0,0.28,69.0,85.0,20.0,17.0,32.0,0.0,31.0,-1.0
1.0,11.0,1.0,0.0,0.0,18.0,6.0,0.67,8.0,2.25,2.0,0.33,21.0,5.0,0.8,9.0,2.0,10.31,18.2,3415.17,0.06,45.0,0.05,189.73,187.65,0.83,5.0,9.0,17.0,0.55,14.0,31.0,5.0,13.0,11.0,0.0,9.0,-1.0
9.0,11.0,4.0,2.0,3.0,20.0,6.0,0.13,10.0,2.0,6.0,1.0,23.0,1.0,0.0,44.0,1.0,80.39,9.26,6897.13,0.25,130.0,0.11,383.17,744.63,0.17,5.0,10.0,19.0,0.1,57.0,73.0,40.0,13.0,59.0,10.2,46.0,-1.0
14.0,19.0,6.0,5.0,12.0,24.0,11.0,0.28,10.0,2.4,9.0,0.82,37.0,3.0,0.2,34.0,2.0,37.31,23.86,21248.49,0.3,152.0,0.04,1180.47,890.41,0.27,7.0,12.0,28.0,0.17,63.0,89.0,33.0,25.0,66.0,33.33,39.0,-1.0
0.0,5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,3.0,1.0,10.0,1.0,0.0,8.0,2.0,9.42,17.0,2723.1,0.05,41.0,0.06,151.28,160.18,0.33,2.0,4.0,9.0,0.33,17.0,24.0,5.0,10.0,9.0,0.0,8.0,-1.0
2.0,9.0,3.0,0.0,1.0,16.0,5.0,0.5,6.0,2.67,3.0,0.6,17.0,4.0,0.75,10.0,0.0,15.12,11.67,2058.21,0.06,39.0,0.09,114.35,176.42,0.8,5.0,8.0,14.0,0.36,15.0,24.0,9.0,14.0,14.0,9.09,10.0,-1.0
1.0,35.0,6.0,0.0,0.0,52.0,18.0,0.69,18.0,2.89,6.0,0.33,58.0,13.0,0.71,26.0,0.0,37.58,34.62,45032.28,0.43,224.0,0.03,2501.79,1300.85,0.72,17.0,26.0,42.0,0.64,107.0,117.0,34.0,22.0,28.0,0.0,26.0,-1.0
5.0,11.0,0.0,4.0,2.0,18.0,6.0,0.24,8.0,2.25,1.0,0.17,20.0,3.0,0.4,21.0,3.0,35.4,12.07,5158.69,0.14,84.0,0.08,286.59,427.35,0.5,5.0,9.0,16.0,0.18,39.0,45.0,21.0,13.0,33.0,22.22,25.0,-1.0
0.0,11.0,1.0,0.0,0.0,8.0,8.0,0.47,4.0,2.0,1.0,0.13,22.0,1.0,0.0,17.0,2.0,16.16,19.2,5956.4,0.1,66.0,0.05,330.91,310.23,0.13,2.0,4.0,16.0,0.44,24.0,42.0,10.0,16.0,18.0,0.0,17.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,7.0,1.0,0.0,8.0,2.0,13.56,5.33,385.81,0.02,19.0,0.19,21.43,72.34,0.5,1.0,2.0,7.0,0.2,8.0,11.0,6.0,8.0,10.0,0.0,8.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,10.0,3.0,1.0,13.0,2.0,18.24,12.73,2955.18,0.08,50.0,0.08,164.18,232.19,1.0,2.0,4.0,9.0,0.2,20.0,30.0,11.0,14.0,15.0,0.0,13.0,-1.0
1.0,9.0,3.0,0.0,0.0,14.0,5.0,0.24,6.0,2.33,3.0,0.6,23.0,5.0,1.0,21.0,2.0,24.76,24.5,14864.15,0.2,114.0,0.04,825.79,606.7,1.0,4.0,7.0,20.0,0.22,49.0,65.0,20.0,20.0,23.0,0.0,21.0,-1.0
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,12.24,9.33,1066.06,0.04,30.0,0.11,59.23,114.22,0.5,1.0,2.0,5.0,0.22,14.0,16.0,6.0,8.0,9.0,0.0,5.0,-1.0
2.0,5.0,3.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,10.0,1.0,0.0,11.0,3.0,18.35,8.33,1274.38,0.05,36.0,0.12,70.8,152.93,0.33,2.0,4.0,9.0,0.21,15.0,21.0,9.0,10.0,14.0,0.0,11.0,-1.0
3.0,37.0,7.0,4.0,0.0,72.0,19.0,0.38,36.0,2.0,12.0,0.63,88.0,11.0,0.56,46.0,2.0,48.52,36.22,63649.28,0.59,294.0,0.03,3536.07,1757.32,0.58,18.0,36.0,71.0,0.35,135.0,159.0,41.0,22.0,54.0,8.0,50.0,-1.0
12.0,7.0,0.0,0.0,19.0,10.0,4.0,0.07,4.0,2.5,1.0,0.25,11.0,1.0,0.0,59.0,4.0,98.29,21.87,47030.93,0.72,357.0,0.05,2612.83,2149.99,0.25,3.0,5.0,9.0,0.04,175.0,182.0,52.0,13.0,91.0,24.36,59.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,0.03,27.0,0.12,49.5,102.8,0.5,1.0,2.0,6.0,0.29,13.0,14.0,6.0,8.0,7.0,0.0,6.0,-1.0
5.0,3.0,2.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,9.0,1.0,0.0,14.0,2.0,25.22,9.21,2138.11,0.08,50.0,0.11,118.78,232.19,0.5,1.0,2.0,9.0,0.1,17.0,33.0,12.0,13.0,20.0,0.0,14.0,-1.0
2.0,5.0,2.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,2.0,0.67,11.0,1.0,0.0,10.0,2.0,12.06,16.88,3435.08,0.07,45.0,0.06,190.84,203.56,0.33,2.0,4.0,10.0,0.23,18.0,27.0,8.0,15.0,13.0,0.0,10.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.19,4.0,2.0,1.0,0.33,10.0,3.0,1.0,16.0,2.0,15.53,18.9,5545.97,0.1,64.0,0.05,308.11,293.44,1.0,2.0,4.0,9.0,0.17,27.0,37.0,10.0,14.0,18.0,0.0,16.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,12.0,1.0,0.0,12.0,0.0,19.74,9.9,1934.51,0.07,46.0,0.1,107.47,195.4,0.33,2.0,4.0,11.0,0.21,22.0,24.0,10.0,9.0,14.0,0.0,12.0,-1.0
2.0,15.0,0.0,0.0,0.0,24.0,8.0,0.73,10.0,2.4,1.0,0.13,25.0,7.0,0.86,11.0,3.0,11.15,24.0,6421.58,0.09,60.0,0.04,356.75,267.57,0.88,7.0,12.0,19.0,0.57,18.0,42.0,6.0,16.0,14.0,0.0,11.0,-1.0
18.0,235.0,7.0,0.0,32.0,388.0,118.0,0.19,154.0,2.52,43.0,0.36,507.0,27.0,0.22,627.0,4.0,362.37,83.27,2512696.67,10.06,3680.0,0.01,139594.26,30174.79,0.23,117.0,194.0,391.0,0.17,1792.0,1888.0,269.0,25.0,678.0,4.86,627.0,-1.0
13.0,7.0,0.0,0.0,2.0,12.0,4.0,0.01,6.0,2.0,1.0,0.25,19.0,1.0,0.0,397.0,0.0,1535.48,11.07,188118.17,5.67,1916.0,0.09,10451.01,16995.62,0.25,3.0,6.0,17.0,0.01,1129.0,787.0,459.0,9.0,413.0,0.5,397.0,-1.0
1.0,19.0,3.0,0.0,0.0,30.0,10.0,0.77,12.0,2.5,5.0,0.5,35.0,6.0,0.56,13.0,3.0,19.75,20.46,8269.85,0.13,85.0,0.05,459.44,404.17,0.6,9.0,15.0,27.0,0.67,38.0,47.0,13.0,14.0,15.0,0.0,13.0,-1.0
2.0,7.0,3.0,1.0,0.0,12.0,4.0,0.31,6.0,2.0,4.0,1.0,16.0,1.0,0.0,12.0,2.0,26.73,8.46,1913.81,0.08,50.0,0.12,106.32,226.18,0.25,3.0,6.0,14.0,0.25,22.0,28.0,13.0,10.0,16.0,7.69,13.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,8.0,1.0,0.0,5.0,0.0,13.67,5.71,446.5,0.03,20.0,0.18,24.81,78.14,0.5,1.0,2.0,8.0,0.29,10.0,10.0,7.0,8.0,7.0,0.0,5.0,-1.0
7.0,7.0,4.0,2.0,2.0,16.0,4.0,0.21,8.0,2.0,4.0,1.0,17.0,1.0,0.0,17.0,1.0,20.9,18.5,7152.97,0.13,76.0,0.05,397.39,386.65,0.25,4.0,8.0,15.0,0.11,37.0,39.0,17.0,17.0,38.0,19.05,19.0,-1.0
3.0,5.0,3.0,0.0,3.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,14.0,1.0,0.0,21.0,1.0,26.21,11.72,3599.53,0.1,62.0,0.09,199.97,307.16,0.33,2.0,4.0,13.0,0.11,25.0,37.0,16.0,15.0,27.0,12.5,21.0,-1.0
14.0,13.0,3.0,1.0,47.0,22.0,7.0,0.18,10.0,2.2,3.0,0.43,27.0,3.0,0.33,38.0,4.0,39.49,24.85,24386.04,0.33,173.0,0.04,1354.78,981.33,0.43,6.0,11.0,22.0,0.07,71.0,102.0,30.0,21.0,101.0,55.81,39.0,-1.0
0.0,13.0,1.0,0.0,1.0,28.0,7.0,0.64,12.0,2.33,3.0,0.43,25.0,1.0,0.0,11.0,1.0,11.3,26.81,8126.06,0.1,69.0,0.04,451.45,303.07,0.14,8.0,14.0,20.0,0.54,33.0,36.0,8.0,13.0,13.0,8.33,11.0,-1.0
4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,6.0,1.0,0.0,7.0,2.0,10.34,8.1,678.47,0.03,22.0,0.12,37.69,83.76,0.5,1.0,2.0,6.0,0.17,9.0,13.0,5.0,9.0,12.0,0.0,7.0,-1.0
4.0,24.0,3.0,10.0,1.0,28.0,16.0,0.22,14.0,2.0,5.0,0.31,49.0,1.0,0.0,64.0,1.0,36.82,82.8,252471.13,1.02,488.0,0.01,14026.17,3048.99,0.06,7.0,14.0,35.0,0.2,194.0,294.0,41.0,35.0,80.0,14.67,74.0,-1.0
17.0,3.0,3.0,3.0,12.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,11.0,1.0,30.66,7.76,1848.32,0.08,49.0,0.13,102.68,238.04,0.5,1.0,2.0,8.0,0.05,22.0,27.0,17.0,12.0,44.0,57.69,14.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,9.0,3.0,1.0,10.0,1.0,9.26,12.1,1355.2,0.04,28.0,0.08,75.29,112.0,1.0,2.0,4.0,8.0,0.25,11.0,17.0,5.0,11.0,12.0,0.0,10.0,-1.0
14.0,11.0,7.0,0.0,14.0,20.0,6.0,0.21,10.0,2.0,1.0,0.17,29.0,1.0,0.0,29.0,0.0,42.97,21.15,19213.78,0.3,161.0,0.05,1067.43,908.66,0.17,5.0,10.0,25.0,0.1,69.0,92.0,31.0,19.0,58.0,32.56,29.0,-1.0
8.0,3.0,3.0,1.0,1.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,2.0,24.89,7.0,1219.6,0.06,38.0,0.14,67.76,174.23,0.5,1.0,2.0,7.0,0.1,14.0,24.0,12.0,12.0,20.0,18.18,10.0,-1.0
12.0,110.0,19.0,6.0,6.0,196.0,57.0,0.4,92.0,2.13,43.0,0.75,247.0,42.0,0.73,136.0,2.0,111.38,61.95,427450.82,2.3,952.0,0.02,23747.27,6900.03,0.74,52.0,98.0,192.0,0.35,430.0,522.0,118.0,34.0,161.0,8.1,142.0,-1.0
9.0,7.0,3.0,2.0,8.0,10.0,4.0,0.25,4.0,2.5,2.0,0.5,15.0,1.0,0.0,14.0,1.0,31.34,10.33,3346.5,0.11,66.0,0.1,185.92,323.85,0.25,3.0,5.0,13.0,0.12,31.0,35.0,18.0,12.0,34.0,41.67,16.0,-1.0
12.0,11.0,4.0,2.0,3.0,12.0,6.0,0.29,4.0,3.0,4.0,0.67,20.0,5.0,0.8,19.0,0.0,28.9,10.82,3385.09,0.1,62.0,0.09,188.06,312.75,0.83,4.0,6.0,16.0,0.09,23.0,39.0,17.0,16.0,64.0,20.83,21.0,-1.0
22.0,9.0,4.0,5.0,15.0,16.0,5.0,0.2,8.0,2.0,5.0,1.0,22.0,1.0,0.0,20.0,1.0,25.18,20.0,10073.18,0.17,99.0,0.05,559.62,503.66,0.2,4.0,8.0,19.0,0.08,45.0,54.0,18.0,16.0,63.0,50.0,25.0,-1.0
6.0,13.0,4.0,3.0,0.0,24.0,7.0,0.21,12.0,2.0,4.0,0.57,31.0,1.0,0.0,30.0,3.0,34.65,30.14,31475.69,0.35,187.0,0.03,1748.65,1044.39,0.14,6.0,12.0,26.0,0.18,92.0,95.0,29.0,19.0,40.0,9.09,33.0,-1.0
22.0,9.0,5.0,8.0,18.0,8.0,5.0,0.14,4.0,2.0,5.0,1.0,22.0,1.0,0.0,28.0,3.0,36.37,18.27,12140.16,0.22,121.0,0.05,674.45,664.51,0.2,2.0,4.0,19.0,0.06,50.0,71.0,26.0,19.0,77.0,48.15,36.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,14.51,4.2,255.97,0.02,17.0,0.24,14.22,60.94,0.5,1.0,2.0,5.0,0.22,6.0,11.0,5.0,7.0,9.0,0.0,7.0,-1.0
6.0,7.0,3.0,3.0,5.0,12.0,4.0,0.5,6.0,2.0,4.0,1.0,13.0,1.0,0.0,5.0,0.0,23.69,4.5,479.73,0.04,28.0,0.22,26.65,106.61,0.25,3.0,6.0,11.0,0.2,12.0,16.0,8.0,6.0,20.0,61.54,8.0,-1.0
4.0,7.0,4.0,1.0,4.0,12.0,4.0,0.31,6.0,2.0,3.0,0.75,16.0,1.0,0.0,12.0,1.0,40.37,13.0,6822.31,0.17,100.0,0.08,379.02,524.79,0.25,3.0,6.0,14.0,0.18,50.0,50.0,25.0,13.0,22.0,29.41,13.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,8.0,1.0,0.0,15.0,0.0,25.27,11.39,3280.22,0.1,62.0,0.09,182.23,287.92,0.5,1.0,2.0,8.0,0.11,29.0,33.0,14.0,11.0,18.0,0.0,15.0,-1.0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.19,6.0,2.0,1.0,0.25,14.0,1.0,0.0,21.0,2.0,16.21,11.0,1962.54,0.06,42.0,0.09,109.03,178.41,0.25,3.0,6.0,12.0,0.17,16.0,26.0,8.0,11.0,23.0,0.0,21.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,6.0,0.0,19.76,10.5,2178.25,0.07,48.0,0.1,121.01,207.45,0.5,1.0,2.0,6.0,0.25,14.0,34.0,8.0,12.0,8.0,0.0,6.0,-1.0
8.0,17.0,3.0,1.0,12.0,32.0,9.0,0.16,16.0,2.0,4.0,0.44,32.0,6.0,0.63,54.0,4.0,68.85,10.07,6976.38,0.23,121.0,0.1,387.58,693.08,0.67,8.0,16.0,25.0,0.12,51.0,70.0,38.0,15.0,76.0,19.4,55.0,-1.0
3.0,5.0,1.0,1.0,0.0,6.0,3.0,0.21,2.0,3.0,2.0,0.67,8.0,3.0,1.0,13.0,4.0,23.84,7.5,1341.1,0.06,39.0,0.13,74.51,178.81,1.0,2.0,3.0,7.0,0.17,15.0,24.0,12.0,12.0,18.0,7.14,14.0,-1.0
2.0,7.0,1.0,0.0,0.0,12.0,4.0,0.36,6.0,2.0,2.0,0.5,14.0,3.0,0.67,11.0,3.0,13.39,14.22,2707.88,0.06,41.0,0.07,150.44,190.4,0.75,3.0,6.0,12.0,0.29,16.0,25.0,9.0,16.0,14.0,0.0,11.0,-1.0
5.0,1.0,3.0,0.0,9.0,16.0,1.0,0.05,8.0,2.0,1.0,1.0,8.0,1.0,0.0,19.0,1.0,69.53,16.72,19441.83,0.39,206.0,0.06,1080.1,1162.63,1.0,4.0,8.0,9.0,0.03,86.0,120.0,36.0,14.0,34.0,32.14,19.0,-1.0
33.0,15.0,6.0,9.0,52.0,20.0,8.0,0.15,6.0,3.33,4.0,0.5,35.0,1.0,0.0,43.0,0.0,77.75,20.89,33939.63,0.54,260.0,0.05,1885.54,1624.46,0.13,7.0,10.0,29.0,0.06,117.0,143.0,56.0,20.0,138.0,58.65,52.0,-1.0
13.0,11.0,2.0,2.0,30.0,20.0,6.0,0.12,10.0,2.0,4.0,0.67,23.0,1.0,0.0,49.0,1.0,65.63,21.2,29496.56,0.46,227.0,0.05,1638.7,1391.35,0.17,5.0,10.0,19.0,0.06,106.0,121.0,50.0,20.0,95.0,39.51,51.0,-1.0
3.0,5.0,5.0,1.0,1.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,12.0,3.0,1.0,22.0,4.0,35.61,11.67,4847.17,0.14,81.0,0.09,269.29,415.47,1.0,2.0,4.0,11.0,0.11,35.0,46.0,21.0,14.0,28.0,8.33,23.0,-1.0
0.0,5.0,3.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,3.0,1.0,15.0,1.0,0.0,8.0,0.0,17.66,11.5,2336.0,0.07,47.0,0.09,129.78,203.13,0.33,2.0,4.0,14.0,0.33,23.0,24.0,10.0,10.0,9.0,0.0,8.0,-1.0
1.0,15.0,1.0,0.0,0.0,24.0,8.0,0.73,10.0,2.4,2.0,0.25,26.0,7.0,0.86,11.0,1.0,15.48,21.0,6826.47,0.11,70.0,0.05,379.25,325.07,0.88,7.0,12.0,20.0,0.62,28.0,42.0,10.0,15.0,13.0,0.0,11.0,-1.0
13.0,11.0,3.0,3.0,5.0,20.0,6.0,0.21,10.0,2.0,3.0,0.5,25.0,1.0,0.0,26.0,0.0,43.02,15.81,10760.54,0.23,127.0,0.06,597.81,680.41,0.17,5.0,10.0,21.0,0.13,61.0,66.0,27.0,14.0,48.0,23.53,29.0,-1.0
16.0,19.0,6.0,5.0,12.0,24.0,11.0,0.28,10.0,2.4,9.0,0.82,37.0,3.0,0.2,34.0,2.0,38.45,22.91,20177.56,0.29,151.0,0.04,1120.98,880.77,0.27,7.0,12.0,28.0,0.16,63.0,88.0,33.0,24.0,68.0,33.33,39.0,-1.0
6.0,7.0,1.0,2.0,0.0,10.0,4.0,0.25,4.0,2.5,2.0,0.5,11.0,1.0,0.0,14.0,0.0,20.83,12.0,2999.79,0.08,52.0,0.08,166.65,249.98,0.25,3.0,5.0,9.0,0.17,24.0,28.0,14.0,14.0,23.0,12.5,16.0,-1.0
1.0,11.0,2.0,0.0,0.0,18.0,6.0,0.5,8.0,2.25,2.0,0.33,22.0,6.0,1.0,12.0,2.0,11.97,25.0,7483.01,0.1,61.0,0.04,415.72,299.32,1.0,5.0,9.0,18.0,0.43,25.0,36.0,10.0,20.0,14.0,0.0,12.0,-1.0
6.0,5.0,1.0,0.0,0.0,8.0,3.0,0.21,4.0,2.0,1.0,0.33,10.0,1.0,0.0,14.0,2.0,19.1,11.92,2711.63,0.08,49.0,0.08,150.65,227.55,0.33,2.0,4.0,9.0,0.14,22.0,27.0,12.0,13.0,21.0,0.0,14.0,-1.0
