n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,l
1.0,3.0,0.0,0.0,1.0,4.0,2.0,0.67,2.0,2.0,1.0,0.5,6.0,1.0,0.0,3.0,2.0,2.0,1.0,8.3,6.0,298.97,0.02,15.0,0.17,16.61,49.83,0.5,1.0,2.0,6.0,0.29,8.0,7.0,4.0,6.0,7.0,25.0,3.0,-1.0
8.0,3.0,1.0,5.0,8.0,4.0,2.0,0.04,2.0,2.0,1.0,0.5,21.0,1.0,0.0,43.0,0.0,2.0,1.0,69.69,27.79,53839.29,0.65,345.0,0.04,2991.07,1937.07,0.5,1.0,2.0,21.0,0.03,126.0,219.0,34.0,15.0,66.0,23.21,48.0,-1.0
1.0,21.0,4.0,0.0,0.0,36.0,11.0,0.39,16.0,2.25,7.0,0.64,40.0,9.0,0.8,28.0,1.0,11.0,1.0,22.35,34.53,26650.95,0.26,153.0,0.03,1480.61,771.79,0.82,10.0,18.0,31.0,0.35,65.0,88.0,16.0,17.0,31.0,0.0,28.0,-1.0
6.0,13.0,4.0,4.0,4.0,24.0,7.0,0.15,12.0,2.0,3.0,0.43,37.0,1.0,0.0,43.0,1.0,1.0,0.14,43.96,48.0,101286.83,0.7,372.0,0.02,5627.05,2110.14,0.14,6.0,12.0,32.0,0.12,176.0,196.0,33.0,18.0,59.0,15.69,47.0,-1.0
6.0,15.0,0.0,0.0,7.0,28.0,8.0,0.33,14.0,2.0,1.0,0.13,31.0,3.0,0.29,24.0,1.0,8.0,1.0,20.68,26.5,14523.02,0.18,114.0,0.04,806.83,548.04,0.38,7.0,14.0,25.0,0.21,53.0,61.0,14.0,14.0,39.0,22.58,24.0,-1.0
0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,2.0,1.0,16.94,8.13,1118.06,0.05,33.0,0.12,62.11,137.61,0.5,1.0,2.0,6.0,0.14,13.0,20.0,8.0,10.0,14.0,8.33,11.0,-1.0
4.0,13.0,3.0,0.0,3.0,24.0,7.0,0.2,12.0,2.0,7.0,1.0,33.0,6.0,0.83,35.0,2.0,7.0,1.0,34.45,12.83,5673.31,0.15,91.0,0.08,315.18,442.08,0.86,6.0,12.0,28.0,0.16,42.0,49.0,18.0,11.0,44.0,7.89,35.0,-1.0
6.0,7.0,7.0,2.0,6.0,12.0,4.0,0.07,6.0,2.0,4.0,1.0,31.0,1.0,0.0,55.0,2.0,4.0,1.0,59.86,19.78,23415.51,0.39,224.0,0.05,1300.86,1183.93,0.25,3.0,6.0,29.0,0.06,89.0,135.0,27.0,12.0,71.0,12.7,57.0,-1.0
5.0,3.0,0.0,0.0,3.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,2.0,1.0,26.67,4.5,540.0,0.04,30.0,0.22,30.0,120.0,0.5,1.0,2.0,6.0,0.12,15.0,15.0,10.0,6.0,17.0,30.0,7.0,-1.0
15.0,21.0,5.0,0.0,16.0,40.0,11.0,0.15,20.0,2.0,9.0,0.82,50.0,4.0,0.3,74.0,0.0,9.0,0.82,52.32,34.5,62277.28,0.6,302.0,0.03,3459.85,1805.14,0.36,10.0,20.0,41.0,0.1,120.0,182.0,40.0,23.0,107.0,17.78,74.0,-1.0
1.0,19.0,1.0,0.0,0.0,36.0,10.0,0.36,18.0,2.0,4.0,0.4,41.0,1.0,0.0,28.0,2.0,4.0,0.4,14.36,37.09,19752.67,0.18,112.0,0.03,1097.37,532.55,0.1,9.0,18.0,33.0,0.32,51.0,61.0,11.0,16.0,31.0,0.0,28.0,-1.0
5.0,5.0,1.0,0.0,5.0,8.0,3.0,0.17,4.0,2.0,1.0,0.33,12.0,1.0,0.0,18.0,0.0,3.0,1.0,28.04,18.38,9467.23,0.17,105.0,0.05,525.96,515.22,0.33,2.0,4.0,11.0,0.1,42.0,63.0,16.0,14.0,30.0,21.74,18.0,-1.0
1.0,13.0,0.0,6.0,0.0,24.0,7.0,0.3,12.0,2.0,1.0,0.14,28.0,1.0,0.0,17.0,2.0,4.0,0.57,14.31,38.64,21359.95,0.18,115.0,0.03,1186.66,552.85,0.14,6.0,12.0,23.0,0.27,50.0,65.0,11.0,17.0,26.0,26.09,23.0,-1.0
8.0,7.0,1.0,0.0,6.0,12.0,4.0,0.21,6.0,2.0,2.0,0.5,16.0,1.0,0.0,19.0,0.0,4.0,1.0,33.72,13.7,6324.89,0.15,88.0,0.07,351.38,461.82,0.25,3.0,6.0,14.0,0.11,42.0,46.0,23.0,15.0,35.0,24.0,19.0,-1.0
67.0,59.0,3.0,3.0,85.0,104.0,30.0,0.24,46.0,2.26,8.0,0.27,112.0,23.0,0.76,121.0,0.0,29.0,0.97,37.4,107.21,429807.51,1.34,676.0,0.01,23878.2,4009.18,0.77,29.0,52.0,84.0,0.11,270.0,406.0,34.0,27.0,278.0,42.11,124.0,1.0
5.0,5.0,1.0,0.0,6.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,11.0,3.0,1.0,12.0,1.0,3.0,1.0,28.47,8.75,2179.83,0.08,53.0,0.11,121.1,249.12,1.0,2.0,4.0,10.0,0.09,15.0,38.0,12.0,14.0,32.0,33.33,12.0,1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.67,2.0,2.0,1.0,0.5,5.0,1.0,0.0,3.0,1.0,2.0,1.0,8.36,9.0,677.56,0.03,21.0,0.11,37.64,75.28,0.5,1.0,2.0,5.0,0.4,6.0,15.0,3.0,9.0,5.0,0.0,3.0,1.0
71.0,19.0,9.0,19.0,63.0,34.0,10.0,0.1,16.0,2.13,6.0,0.6,42.0,3.0,0.22,78.0,0.0,9.0,0.9,66.83,32.56,70837.72,0.73,364.0,0.03,3935.43,2175.73,0.3,9.0,17.0,34.0,0.04,140.0,224.0,43.0,20.0,233.0,51.25,97.0,1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,2.0,2.0,1.0,10.82,9.75,1028.49,0.04,27.0,0.1,57.14,105.49,0.5,1.0,2.0,6.0,0.17,13.0,14.0,6.0,9.0,12.0,0.0,9.0,1.0
18.0,46.0,2.0,6.0,24.0,64.0,26.0,0.22,26.0,2.46,15.0,0.58,79.0,23.0,0.88,114.0,0.0,24.0,0.92,43.0,57.74,143350.9,0.83,395.0,0.02,7963.94,2482.73,0.88,19.0,33.0,55.0,0.16,166.0,229.0,46.0,32.0,164.0,20.83,120.0,1.0
3.0,9.0,0.0,0.0,2.0,16.0,5.0,0.5,8.0,2.0,1.0,0.2,21.0,1.0,0.0,10.0,3.0,4.0,0.8,19.92,14.32,4084.22,0.1,66.0,0.07,226.9,285.25,0.2,4.0,8.0,18.0,0.29,35.0,31.0,11.0,9.0,17.0,16.67,10.0,1.0
13.0,58.0,8.0,15.0,12.0,80.0,32.0,0.24,30.0,2.67,21.0,0.66,105.0,20.0,0.61,120.0,0.0,27.0,0.84,49.52,51.79,132801.57,0.85,408.0,0.02,7377.86,2564.44,0.63,25.0,40.0,75.0,0.2,175.0,233.0,49.0,29.0,162.0,18.37,135.0,1.0
4.0,7.0,0.0,0.0,2.0,12.0,4.0,0.33,6.0,2.0,1.0,0.25,14.0,3.0,0.67,12.0,1.0,2.0,0.5,17.23,21.0,7600.61,0.12,77.0,0.05,422.26,361.93,0.75,3.0,6.0,12.0,0.2,36.0,41.0,12.0,14.0,20.0,14.29,12.0,1.0
8.0,27.0,1.0,0.0,20.0,52.0,14.0,0.36,26.0,2.0,4.0,0.29,68.0,1.0,0.0,39.0,5.0,11.0,0.79,32.18,40.48,52735.32,0.43,254.0,0.02,2929.74,1302.84,0.07,13.0,26.0,56.0,0.2,137.0,117.0,22.0,13.0,69.0,33.9,39.0,1.0
9.0,23.0,2.0,5.0,9.0,38.0,12.0,0.26,16.0,2.38,4.0,0.33,42.0,8.0,0.64,41.0,3.0,5.0,0.42,42.25,28.27,33760.15,0.4,215.0,0.04,1875.56,1194.24,0.67,11.0,19.0,32.0,0.18,70.0,145.0,26.0,21.0,68.0,25.45,46.0,1.0
45.0,61.0,3.0,2.0,68.0,106.0,31.0,0.19,46.0,2.3,3.0,0.1,127.0,20.0,0.63,160.0,0.0,28.0,0.9,61.68,64.5,256623.54,1.33,633.0,0.02,14256.86,3978.66,0.65,30.0,53.0,98.0,0.11,258.0,375.0,52.0,26.0,277.0,30.43,162.0,1.0
24.0,19.0,3.0,0.0,27.0,34.0,10.0,0.1,16.0,2.13,3.0,0.3,49.0,1.0,0.0,104.0,0.0,8.0,0.8,45.63,55.2,139045.04,0.84,430.0,0.02,7724.72,2518.93,0.1,9.0,17.0,41.0,0.06,168.0,262.0,35.0,23.0,157.0,20.61,104.0,1.0
