n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0,15.86,3.5,194.27,0.02,15.0,0.29,10.79,55.51,1.0,0.0,0.0,3.0,0.14,6.0,9.0,6.0,7.0,7.0,0.0,5.0,-1.0
45.0,30.0,5.0,3.0,36.0,52.0,16.0,0.27,26.0,2.0,13.0,0.81,69.0,16.0,1.0,57.0,0.0,24.44,62.25,94697.4,0.51,277.0,0.02,5260.97,1521.24,1.0,13.0,26.0,55.0,0.11,83.0,194.0,18.0,27.0,150.0,40.63,60.0,-1.0
5.0,1.0,1.0,0.0,3.0,0.0,1.0,0.06,0.0,0.0,1.0,1.0,3.0,1.0,0.0,18.0,1.0,28.84,13.33,5127.24,0.13,101.0,0.08,284.85,384.54,1.0,0.0,0.0,4.0,0.04,20.0,81.0,6.0,8.0,28.0,14.29,18.0,-1.0
5.0,3.0,1.0,1.0,2.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,7.0,1.0,0.0,18.0,1.0,27.2,10.0,2720.25,0.09,61.0,0.1,151.13,272.03,0.5,1.0,2.0,7.0,0.07,20.0,41.0,11.0,11.0,28.0,14.29,19.0,-1.0
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,7.61,5.0,190.2,0.01,12.0,0.2,10.57,38.04,1.0,0.0,0.0,3.0,0.14,5.0,7.0,3.0,6.0,7.0,16.67,5.0,-1.0
7.0,1.0,2.0,0.0,2.0,0.0,1.0,0.14,0.0,0.0,1.0,1.0,3.0,1.0,0.0,7.0,0.0,14.47,10.0,1446.79,0.05,38.0,0.1,80.38,144.68,1.0,0.0,0.0,4.0,0.06,8.0,30.0,4.0,10.0,18.0,22.22,7.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,5.0,1.0,0.0,4.0,1.0,8.65,8.0,553.51,0.02,20.0,0.13,30.75,69.19,0.5,1.0,2.0,5.0,0.29,6.0,14.0,3.0,8.0,7.0,0.0,4.0,-1.0
4.0,5.0,3.0,0.0,0.0,6.0,3.0,0.21,2.0,3.0,2.0,0.67,12.0,1.0,0.0,14.0,0.0,29.04,10.58,3249.15,0.1,67.0,0.09,180.51,307.19,0.33,2.0,3.0,11.0,0.15,25.0,42.0,13.0,11.0,20.0,0.0,14.0,-1.0
7.0,1.0,2.0,0.0,5.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,25.71,4.67,560.0,0.04,30.0,0.21,31.11,120.0,1.0,0.0,0.0,4.0,0.05,12.0,18.0,9.0,7.0,20.0,45.45,6.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,5.0,1.0,0.0,5.0,3.0,9.87,5.63,312.22,0.02,15.0,0.18,17.35,55.51,0.5,1.0,2.0,5.0,0.29,5.0,10.0,4.0,9.0,7.0,0.0,5.0,-1.0
2.0,17.0,2.0,0.0,0.0,0.0,9.0,0.47,0.0,0.0,4.0,0.44,32.0,6.0,0.63,19.0,0.0,29.58,26.25,20382.96,0.26,144.0,0.04,1132.39,776.49,0.67,0.0,0.0,25.0,0.41,70.0,74.0,24.0,18.0,22.0,0.0,19.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,6.0,1.0,0.0,13.0,2.0,16.75,23.0,8858.36,0.13,81.0,0.04,492.13,385.15,0.5,1.0,2.0,6.0,0.12,23.0,58.0,9.0,18.0,17.0,0.0,13.0,-1.0
3.0,7.0,2.0,0.0,0.0,12.0,4.0,0.5,6.0,2.0,3.0,0.75,16.0,1.0,0.0,8.0,0.0,17.72,10.83,2080.0,0.06,48.0,0.09,115.56,192.0,0.25,3.0,6.0,14.0,0.24,13.0,35.0,6.0,10.0,17.0,0.0,8.0,-1.0
6.0,5.0,0.0,1.0,2.0,8.0,3.0,0.15,4.0,2.0,1.0,0.33,13.0,1.0,0.0,19.0,0.0,16.81,27.43,12644.93,0.15,118.0,0.04,702.5,461.01,0.33,2.0,4.0,12.0,0.1,48.0,70.0,7.0,8.0,30.0,13.64,20.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,8.13,2.0,32.5,0.01,7.0,0.5,1.81,16.25,1.0,0.0,0.0,2.0,0.14,1.0,6.0,1.0,4.0,7.0,0.0,4.0,-1.0
13.0,9.0,0.0,2.0,5.0,16.0,5.0,0.23,8.0,2.0,1.0,0.2,18.0,5.0,1.0,20.0,0.0,11.26,42.25,20101.19,0.16,112.0,0.02,1116.73,475.77,1.0,4.0,8.0,15.0,0.12,39.0,73.0,6.0,13.0,42.0,25.93,22.0,-1.0
1.0,7.0,0.0,0.0,0.0,0.0,4.0,0.4,0.0,0.0,1.0,0.25,16.0,1.0,0.0,10.0,3.0,8.7,21.6,4061.3,0.06,46.0,0.05,225.63,188.02,0.25,0.0,0.0,14.0,0.33,18.0,28.0,5.0,12.0,12.0,0.0,10.0,-1.0
14.0,9.0,2.0,1.0,25.0,14.0,5.0,0.45,6.0,2.33,1.0,0.2,16.0,1.0,0.0,10.0,0.0,19.81,9.82,1909.77,0.06,43.0,0.1,106.1,194.51,0.2,4.0,7.0,13.0,0.1,18.0,25.0,11.0,12.0,51.0,72.22,11.0,-1.0
4.0,1.0,2.0,0.0,6.0,0.0,1.0,0.17,0.0,0.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,24.59,4.05,405.89,0.03,27.0,0.25,22.55,99.91,1.0,0.0,0.0,6.0,0.06,13.0,14.0,8.0,5.0,18.0,50.0,6.0,-1.0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.24,6.0,2.0,1.0,0.25,14.0,1.0,0.0,17.0,1.0,15.86,20.63,6746.24,0.11,77.0,0.05,374.79,327.09,0.25,3.0,6.0,12.0,0.2,30.0,47.0,8.0,11.0,20.0,0.0,17.0,-1.0
2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.11,0.0,0.0,1.0,0.5,5.0,1.0,0.0,18.0,3.0,32.7,11.79,4542.69,0.13,83.0,0.08,252.37,385.44,0.5,0.0,0.0,5.0,0.1,30.0,53.0,14.0,11.0,21.0,0.0,18.0,-1.0
15.0,33.0,12.0,2.0,49.0,62.0,1.0,0.01,30.0,2.07,1.0,1.0,79.0,1.0,0.0,92.0,1.0,74.33,35.24,92334.31,0.87,426.0,0.03,5129.68,2619.79,1.0,16.0,31.0,64.0,0.01,157.0,269.0,49.0,22.0,160.0,35.66,94.0,-1.0
3.0,1.0,2.0,0.0,3.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,3.0,1.0,0.0,5.0,0.0,10.79,7.2,559.51,0.03,21.0,0.14,31.08,77.71,1.0,0.0,0.0,4.0,0.08,9.0,12.0,5.0,8.0,13.0,37.5,5.0,-1.0
24.0,12.0,8.0,6.0,33.0,12.0,7.0,0.23,6.0,2.0,6.0,0.86,29.0,1.0,0.0,24.0,0.0,436.67,14.31,89390.87,2.08,1107.0,0.07,4966.16,6247.75,0.14,3.0,6.0,24.0,0.08,31.0,1076.0,26.0,24.0,88.0,61.9,30.0,-1.0
5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.92,9.0,884.41,0.03,31.0,0.11,49.13,98.27,1.0,0.0,0.0,2.0,0.07,9.0,22.0,3.0,6.0,15.0,0.0,8.0,-1.0
4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,17.25,6.29,681.48,0.04,26.0,0.16,37.86,108.42,1.0,0.0,0.0,3.0,0.09,8.0,18.0,7.0,11.0,11.0,20.0,4.0,-1.0
1.0,9.0,1.0,0.0,0.0,0.0,5.0,0.5,0.0,0.0,4.0,0.8,21.0,1.0,0.0,10.0,0.0,14.25,17.0,4117.85,0.08,62.0,0.06,228.77,242.23,0.2,0.0,0.0,18.0,0.29,17.0,45.0,5.0,10.0,17.0,0.0,10.0,-1.0
21.0,17.0,2.0,4.0,9.0,22.0,10.0,0.26,10.0,2.2,2.0,0.2,32.0,1.0,0.0,35.0,0.0,23.31,30.11,21129.06,0.23,131.0,0.03,1173.84,701.84,0.1,6.0,11.0,24.0,0.14,52.0,79.0,19.0,22.0,71.0,27.08,39.0,-1.0
10.0,3.0,1.0,0.0,5.0,4.0,2.0,0.08,2.0,2.0,1.0,0.5,7.0,1.0,0.0,26.0,1.0,33.15,19.0,11967.32,0.21,134.0,0.05,664.85,629.86,0.5,1.0,2.0,7.0,0.05,38.0,96.0,13.0,13.0,43.0,16.12,26.0,-1.0
1.0,5.0,2.0,0.0,0.0,0.0,3.0,0.43,0.0,0.0,2.0,0.67,11.0,1.0,0.0,7.0,0.0,19.33,8.57,1420.02,0.06,39.0,0.12,78.89,165.67,0.33,0.0,0.0,10.0,0.21,10.0,29.0,7.0,12.0,14.0,0.0,7.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,1.0,12.15,16.71,3395.18,0.07,47.0,0.06,188.62,203.13,1.0,0.0,0.0,3.0,0.09,18.0,29.0,7.0,13.0,11.0,0.0,8.0,-1.0
11.0,1.0,0.0,1.0,19.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,8.64,4.17,150.0,0.01,12.0,0.24,8.33,36.0,1.0,0.0,0.0,2.0,0.03,5.0,7.0,3.0,5.0,36.0,83.33,5.0,-1.0
1.0,5.0,1.0,0.0,0.0,0.0,3.0,0.38,0.0,0.0,2.0,0.67,11.0,1.0,0.0,8.0,0.0,14.76,9.0,1195.51,0.04,34.0,0.11,66.42,132.83,0.33,0.0,0.0,10.0,0.27,9.0,25.0,5.0,10.0,11.0,0.0,8.0,-1.0
18.0,9.0,9.0,0.0,5.0,16.0,5.0,0.12,8.0,2.0,4.0,0.8,30.0,1.0,0.0,41.0,2.0,46.59,20.85,20251.07,0.32,173.0,0.05,1125.06,971.34,0.2,4.0,8.0,27.0,0.07,86.0,87.0,33.0,16.0,67.0,10.87,41.0,-1.0
38.0,19.0,1.0,7.0,9.0,4.0,17.0,0.12,2.0,2.0,2.0,0.12,39.0,1.0,0.0,134.0,1.0,43.8,87.5,335371.38,1.28,598.0,0.01,18631.74,3832.82,0.06,1.0,2.0,24.0,0.09,250.0,348.0,50.0,35.0,190.0,10.67,141.0,-1.0
8.0,1.0,3.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,1.0,1.0,4.0,1.0,0.0,25.0,1.0,22.57,32.79,24261.43,0.25,148.0,0.03,1347.86,740.0,1.0,0.0,0.0,5.0,0.03,51.0,97.0,14.0,18.0,35.0,0.0,25.0,-1.0
16.0,11.0,11.0,2.0,0.0,12.0,6.0,0.25,6.0,2.0,3.0,0.5,32.0,5.0,0.8,22.0,0.0,51.72,11.85,7268.38,0.2,111.0,0.08,403.8,613.12,0.83,3.0,6.0,28.0,0.14,49.0,62.0,31.0,15.0,42.0,8.33,24.0,-1.0
4.0,3.0,2.0,3.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,8.0,1.0,0.0,8.0,5.0,18.7,10.18,1938.6,0.06,41.0,0.1,107.7,190.4,0.5,1.0,2.0,8.0,0.1,16.0,25.0,11.0,14.0,21.0,27.27,11.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,0.0,1.0,1.0,1.0,1.0,0.0,20.0,3.0,20.26,91.87,171052.56,0.62,489.0,0.01,9502.92,1861.8,1.0,0.0,0.0,2.0,0.04,245.0,244.0,8.0,6.0,27.0,4.76,20.0,-1.0
11.0,1.0,3.0,1.0,15.0,0.0,1.0,0.1,0.0,0.0,1.0,1.0,5.0,1.0,0.0,9.0,0.0,49.83,3.94,772.6,0.07,44.0,0.25,42.92,196.21,1.0,0.0,0.0,6.0,0.03,21.0,23.0,16.0,6.0,38.0,64.0,10.0,-1.0
6.0,45.0,11.0,2.0,5.0,0.0,23.0,0.35,0.0,0.0,19.0,0.83,108.0,19.0,0.82,64.0,2.0,45.49,45.94,95998.42,0.7,347.0,0.02,5333.25,2089.76,0.83,0.0,0.0,87.0,0.29,147.0,200.0,40.0,25.0,78.0,9.86,66.0,-1.0
4.0,5.0,2.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,10.0,1.0,0.0,12.0,0.0,18.58,9.6,1712.42,0.06,40.0,0.1,95.13,178.38,0.33,2.0,4.0,9.0,0.17,16.0,24.0,10.0,12.0,18.0,0.0,12.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,1.0,0.0,0.0,3.0,0.25,3.0,4.0,3.0,4.0,4.0,0.0,2.0,-1.0
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,8.98,2.5,56.15,0.01,8.0,0.4,3.12,22.46,1.0,0.0,0.0,2.0,0.14,2.0,6.0,2.0,5.0,7.0,0.0,3.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,2.0,16.8,6.43,694.29,0.04,27.0,0.16,38.57,108.0,0.5,1.0,2.0,6.0,0.14,10.0,17.0,7.0,9.0,14.0,0.0,11.0,-1.0
1.0,3.0,1.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,16.07,4.5,325.53,0.02,19.0,0.22,18.08,72.34,0.5,0.0,0.0,6.0,0.18,5.0,14.0,5.0,9.0,11.0,0.0,4.0,-1.0
4.0,5.0,2.0,0.0,1.0,6.0,3.0,0.27,2.0,3.0,2.0,0.67,9.0,3.0,1.0,11.0,3.0,19.34,11.67,2632.25,0.08,48.0,0.09,146.24,225.62,1.0,2.0,3.0,8.0,0.18,20.0,28.0,12.0,14.0,17.0,8.33,11.0,-1.0
12.0,7.0,4.0,4.0,6.0,10.0,4.0,0.12,4.0,2.5,3.0,0.75,17.0,3.0,0.67,29.0,1.0,52.95,17.71,16602.83,0.31,175.0,0.06,922.38,937.57,0.75,3.0,5.0,15.0,0.08,50.0,125.0,24.0,17.0,53.0,25.64,33.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.13,0.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,2.0,12.08,11.0,1461.18,0.04,34.0,0.09,81.18,132.83,1.0,0.0,0.0,2.0,0.09,11.0,23.0,5.0,10.0,11.0,0.0,8.0,-1.0
5.0,1.0,2.0,0.0,9.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,18.49,3.5,226.54,0.02,17.0,0.29,12.59,64.73,1.0,0.0,0.0,4.0,0.05,7.0,10.0,7.0,7.0,20.0,69.23,4.0,-1.0
4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.11,0.0,0.0,1.0,1.0,2.0,1.0,0.0,8.0,0.0,16.8,6.67,746.67,0.04,28.0,0.15,41.48,112.0,1.0,0.0,0.0,3.0,0.06,8.0,20.0,6.0,10.0,16.0,20.0,9.0,-1.0
5.0,15.0,2.0,7.0,3.0,20.0,8.0,0.21,6.0,3.33,1.0,0.13,29.0,8.0,1.0,31.0,4.0,27.2,53.67,78353.33,0.49,292.0,0.02,4352.96,1460.0,1.0,7.0,10.0,23.0,0.16,138.0,154.0,18.0,14.0,50.0,24.39,38.0,-1.0
1.0,9.0,0.0,0.0,0.0,0.0,5.0,0.56,0.0,0.0,1.0,0.2,17.0,3.0,0.5,9.0,2.0,8.93,15.75,2214.71,0.05,38.0,0.06,123.04,140.62,0.6,0.0,0.0,14.0,0.42,14.0,24.0,4.0,9.0,12.0,0.0,9.0,-1.0
8.0,13.0,2.0,2.0,9.0,22.0,7.0,0.26,10.0,2.2,2.0,0.29,28.0,3.0,0.33,25.0,0.0,18.96,42.31,33933.25,0.27,159.0,0.02,1885.18,802.06,0.43,6.0,11.0,23.0,0.15,55.0,104.0,13.0,20.0,46.0,30.56,27.0,-1.0
34.0,5.0,5.0,4.0,19.0,8.0,3.0,0.05,4.0,2.0,3.0,1.0,16.0,1.0,0.0,58.0,0.0,46.28,83.31,321184.78,1.29,702.0,0.01,17843.6,3855.28,0.33,2.0,4.0,15.0,0.03,302.0,400.0,29.0,16.0,117.0,28.4,62.0,-1.0
0.0,5.0,1.0,0.0,0.0,8.0,3.0,0.19,4.0,2.0,2.0,0.67,11.0,1.0,0.0,16.0,2.0,20.38,15.68,5012.38,0.11,68.0,0.06,278.47,319.63,0.33,2.0,4.0,10.0,0.16,23.0,45.0,11.0,15.0,19.0,0.0,16.0,-1.0
3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.25,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,14.99,3.0,134.92,0.01,13.0,0.33,7.5,44.97,1.0,0.0,0.0,3.0,0.08,5.0,8.0,5.0,6.0,13.0,50.0,4.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,6.45,20.0,2578.55,0.04,33.0,0.05,143.25,128.93,0.5,1.0,2.0,6.0,0.15,10.0,23.0,3.0,12.0,13.0,0.0,11.0,-1.0
0.0,5.0,1.0,1.0,1.0,0.0,3.0,0.38,0.0,0.0,2.0,0.67,10.0,1.0,0.0,7.0,0.0,15.56,9.0,1260.0,0.05,35.0,0.11,70.0,140.0,0.33,0.0,0.0,9.0,0.27,14.0,21.0,7.0,9.0,11.0,22.22,8.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,2.0,12.18,3.0,109.62,0.01,11.0,0.33,6.09,36.54,1.0,0.0,0.0,3.0,0.17,4.0,7.0,4.0,6.0,6.0,0.0,5.0,-1.0
4.0,20.0,8.0,2.0,2.0,0.0,12.0,0.27,0.0,0.0,5.0,0.42,48.0,1.0,0.0,42.0,0.0,50.06,26.9,36231.7,0.45,219.0,0.04,2012.87,1346.79,0.08,0.0,0.0,38.0,0.23,99.0,120.0,46.0,25.0,52.0,8.7,44.0,-1.0
19.0,11.0,1.0,9.0,17.0,20.0,6.0,0.15,10.0,2.0,1.0,0.17,27.0,1.0,0.0,32.0,0.0,32.58,28.39,26259.72,0.31,185.0,0.04,1458.87,925.0,0.17,5.0,10.0,23.0,0.08,73.0,112.0,18.0,14.0,79.0,44.83,41.0,-1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,3.0,20.77,8.25,1413.48,0.06,45.0,0.12,78.53,171.33,1.0,0.0,0.0,6.0,0.11,22.0,23.0,8.0,6.0,9.0,0.0,5.0,-1.0
2.0,5.0,0.0,0.0,0.0,8.0,3.0,0.6,4.0,2.0,1.0,0.33,10.0,1.0,0.0,5.0,0.0,9.6,9.17,806.67,0.03,22.0,0.11,44.81,88.0,0.33,2.0,4.0,9.0,0.33,11.0,11.0,6.0,10.0,9.0,0.0,5.0,-1.0
7.0,26.0,11.0,4.0,5.0,30.0,16.0,0.19,12.0,2.5,12.0,0.75,57.0,8.0,0.47,81.0,1.0,41.54,53.56,119157.6,0.74,355.0,0.02,6619.87,2224.71,0.5,9.0,15.0,43.0,0.16,122.0,233.0,41.0,36.0,99.0,10.0,85.0,-1.0
1.0,7.0,3.0,0.0,0.0,0.0,4.0,0.36,0.0,0.0,2.0,0.5,14.0,3.0,0.67,11.0,1.0,24.22,12.71,3909.7,0.1,61.0,0.08,217.21,307.71,0.75,0.0,0.0,12.0,0.31,27.0,34.0,17.0,16.0,13.0,0.0,11.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,5.0,0.0,0.0,-1.0
2.0,7.0,2.0,0.0,0.0,0.0,4.0,0.36,0.0,0.0,1.0,0.25,15.0,1.0,0.0,11.0,2.0,14.12,15.0,3176.62,0.07,49.0,0.07,176.48,211.77,0.25,0.0,0.0,13.0,0.27,20.0,29.0,8.0,12.0,15.0,0.0,11.0,-1.0
7.0,7.0,0.0,1.0,3.0,12.0,4.0,0.21,6.0,2.0,1.0,0.25,13.0,3.0,0.67,18.0,2.0,19.14,14.0,3750.95,0.09,57.0,0.07,208.39,267.93,0.75,3.0,6.0,11.0,0.13,24.0,33.0,12.0,14.0,31.0,18.18,19.0,-1.0
6.0,10.0,3.0,1.0,4.0,10.0,6.0,0.22,4.0,2.5,5.0,0.83,19.0,1.0,0.0,26.0,1.0,21.63,27.75,16653.5,0.2,117.0,0.04,925.19,600.13,0.17,3.0,5.0,15.0,0.15,37.0,80.0,14.0,21.0,39.0,16.12,27.0,-1.0
1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.08,0.0,0.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,5.92,27.5,4477.73,0.05,58.0,0.04,248.76,162.83,1.0,0.0,0.0,2.0,0.06,22.0,36.0,2.0,5.0,18.0,20.0,12.0,-1.0
15.0,6.0,1.0,0.0,6.0,0.0,5.0,0.17,0.0,0.0,5.0,1.0,16.0,1.0,0.0,30.0,1.0,25.36,25.88,16988.95,0.22,126.0,0.04,943.83,656.39,0.2,0.0,0.0,13.0,0.09,44.0,82.0,17.0,20.0,53.0,16.67,30.0,-1.0
4.0,25.0,1.0,0.0,0.0,0.0,13.0,0.43,0.0,0.0,13.0,1.0,71.0,1.0,0.0,30.0,1.0,37.1,25.0,23185.06,0.31,189.0,0.04,1288.06,927.4,0.08,0.0,0.0,60.0,0.37,100.0,89.0,20.0,10.0,35.0,0.0,30.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,9.51,4.0,152.16,0.01,12.0,0.25,8.45,38.04,1.0,0.0,0.0,3.0,0.2,4.0,8.0,3.0,6.0,5.0,0.0,3.0,-1.0
5.0,23.0,5.0,0.0,1.0,0.0,12.0,0.43,0.0,0.0,11.0,0.92,54.0,10.0,0.82,28.0,0.0,23.38,30.33,21507.84,0.24,159.0,0.03,1194.88,709.05,0.83,0.0,0.0,44.0,0.3,42.0,117.0,9.0,13.0,40.0,3.45,28.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,0.67,8.0,1.0,0.0,0.0,2.0,0.25,1.0,3.0,1.0,3.0,4.0,0.0,2.0,-1.0
1.0,15.0,0.0,0.0,0.0,28.0,8.0,0.36,14.0,2.0,1.0,0.13,34.0,3.0,0.29,22.0,4.0,20.24,28.5,16441.15,0.19,120.0,0.04,913.4,576.88,0.38,7.0,14.0,28.0,0.29,57.0,63.0,14.0,14.0,28.0,0.0,22.0,-1.0
1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.4,0.0,0.0,2.0,1.0,8.0,1.0,0.0,5.0,2.0,11.58,6.75,527.43,0.03,20.0,0.15,29.3,78.14,0.5,0.0,0.0,8.0,0.29,9.0,11.0,6.0,9.0,7.0,0.0,5.0,-1.0
