n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
7.0,3.0,5.0,0.0,2.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,13.0,1.0,0.0,19.0,0.0,64.34,4.45,1276.77,0.1,59.0,0.22,70.93,286.62,0.5,1.0,2.0,13.0,0.07,28.0,31.0,22.0,7.0,29.0,9.52,19.0,-1.0
4.0,7.0,14.0,0.0,2.0,8.0,4.0,0.17,4.0,2.0,4.0,1.0,30.0,1.0,0.0,24.0,2.0,103.04,5.37,2972.97,0.18,102.0,0.19,165.17,553.48,0.25,2.0,4.0,28.0,0.13,47.0,55.0,35.0,8.0,31.0,7.69,24.0,-1.0
7.0,10.0,1.0,0.0,2.0,12.0,6.0,0.15,6.0,2.0,5.0,0.83,21.0,1.0,0.0,39.0,0.0,29.3,25.54,19104.17,0.25,130.0,0.04,1061.34,748.14,0.17,3.0,6.0,17.0,0.12,55.0,75.0,28.0,26.0,49.0,4.88,39.0,-1.0
15.0,11.0,10.0,0.0,13.0,16.0,6.0,0.14,6.0,2.67,5.0,0.83,50.0,4.0,0.0,44.0,0.0,67.17,16.45,18176.24,0.37,192.0,0.06,1009.79,1104.94,0.67,5.0,8.0,46.0,0.08,94.0,98.0,40.0,14.0,73.0,22.81,44.0,-1.0
3.0,13.0,3.0,1.0,9.0,18.0,7.0,0.24,6.0,3.0,6.0,0.86,27.0,5.0,0.0,28.0,1.0,60.63,12.22,9057.37,0.25,130.0,0.08,503.19,741.06,0.71,6.0,9.0,22.0,0.17,55.0,75.0,36.0,16.0,42.0,26.32,29.0,-1.0
2.0,3.0,2.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,8.0,1.0,0.0,9.0,0.0,30.84,4.96,758.26,0.05,36.0,0.2,42.13,152.93,0.5,1.0,2.0,8.0,0.15,17.0,19.0,12.0,7.0,13.0,10.0,9.0,-1.0
11.0,7.0,20.0,0.0,4.0,8.0,4.0,0.12,4.0,2.0,4.0,1.0,34.0,1.0,0.0,34.0,2.0,123.03,6.07,4532.64,0.25,131.0,0.16,251.81,746.76,0.25,2.0,4.0,32.0,0.08,58.0,73.0,43.0,9.0,50.0,10.53,34.0,-1.0
3.0,7.0,5.0,0.0,4.0,4.0,5.0,0.14,2.0,2.0,5.0,1.0,20.0,1.0,0.0,37.0,1.0,52.8,13.84,10117.34,0.24,127.0,0.07,562.07,730.87,0.2,1.0,2.0,17.0,0.11,51.0,76.0,35.0,19.0,45.0,9.76,37.0,-1.0
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,10.38,12.07,1512.98,0.04,29.0,0.08,84.05,125.34,0.5,1.0,2.0,7.0,0.18,13.0,16.0,7.0,13.0,11.0,0.0,8.0,-1.0
16.0,20.0,7.0,0.0,17.0,12.0,16.0,0.32,6.0,2.0,5.0,0.31,46.0,1.0,0.0,50.0,1.0,60.97,25.55,39787.9,0.52,243.0,0.04,2210.44,1557.48,0.06,3.0,6.0,32.0,0.19,89.0,154.0,54.0,31.0,84.0,25.37,50.0,-1.0
20.0,11.0,7.0,8.0,42.0,20.0,6.0,0.13,10.0,2.0,5.0,0.83,29.0,1.0,0.0,40.0,1.0,46.28,18.53,15888.57,0.29,149.0,0.05,882.7,857.48,0.17,5.0,10.0,25.0,0.05,63.0,86.0,34.0,20.0,111.0,55.56,48.0,-1.0
2.0,13.0,6.0,0.0,3.0,20.0,7.0,0.39,8.0,2.5,6.0,0.86,27.0,1.0,0.0,18.0,0.0,35.45,11.0,4288.91,0.13,82.0,0.09,238.27,389.9,0.14,6.0,10.0,22.0,0.29,32.0,50.0,16.0,11.0,24.0,14.29,18.0,-1.0
9.0,11.0,8.0,0.0,16.0,22.0,6.0,0.21,10.0,2.2,5.0,0.83,27.0,3.0,0.0,28.0,1.0,43.07,17.52,13214.36,0.25,133.0,0.06,734.13,754.43,0.5,6.0,11.0,23.0,0.11,59.0,74.0,32.0,19.0,54.0,36.36,28.0,-1.0
4.0,13.0,4.0,0.0,1.0,22.0,7.0,0.28,10.0,2.2,6.0,0.86,32.0,4.0,0.0,25.0,0.0,35.89,10.4,3882.17,0.12,74.0,0.1,215.68,373.29,0.57,6.0,11.0,27.0,0.23,32.0,42.0,20.0,13.0,31.0,3.85,25.0,-1.0
5.0,5.0,4.0,0.0,4.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,12.0,1.0,0.0,16.0,3.0,23.2,12.5,3624.82,0.1,57.0,0.08,201.38,289.99,0.33,2.0,4.0,11.0,0.12,25.0,32.0,17.0,17.0,26.0,20.0,16.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,5.0,1.0,0.0,7.0,0.0,8.64,4.17,150.0,0.01,12.0,0.24,8.33,36.0,0.5,1.0,2.0,5.0,0.25,5.0,7.0,3.0,5.0,8.0,0.0,7.0,-1.0
5.0,7.0,13.0,0.0,7.0,8.0,4.0,0.16,4.0,2.0,4.0,1.0,26.0,1.0,0.0,25.0,2.0,73.59,5.95,2602.12,0.15,84.0,0.17,144.56,437.59,0.25,2.0,4.0,24.0,0.11,37.0,47.0,28.0,9.0,38.0,21.88,25.0,-1.0
3.0,3.0,0.0,0.0,3.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,1.0,14.09,9.29,1214.56,0.04,32.0,0.11,67.48,130.8,0.5,1.0,2.0,6.0,0.13,13.0,19.0,7.0,10.0,15.0,27.27,8.0,-1.0
2.0,5.0,0.0,0.0,4.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,10.0,1.0,0.0,9.0,0.0,14.06,7.5,791.15,0.04,27.0,0.13,43.95,105.49,0.33,2.0,4.0,9.0,0.19,10.0,17.0,6.0,9.0,16.0,30.77,9.0,-1.0
9.0,11.0,3.0,0.0,7.0,12.0,7.0,0.11,6.0,2.0,4.0,0.57,29.0,1.0,0.0,64.0,0.0,57.9,25.29,37041.01,0.49,250.0,0.04,2057.83,1464.5,0.14,3.0,6.0,24.0,0.09,122.0,128.0,41.0,17.0,81.0,9.86,64.0,-1.0
3.0,5.0,2.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,10.0,1.0,0.0,13.0,0.0,22.48,8.33,1560.8,0.06,42.0,0.12,86.71,187.3,0.33,2.0,4.0,9.0,0.18,20.0,22.0,12.0,10.0,17.0,0.0,13.0,-1.0
3.0,5.0,6.0,0.0,2.0,4.0,3.0,0.14,2.0,2.0,3.0,1.0,17.0,1.0,0.0,22.0,0.0,39.27,11.45,5152.07,0.15,87.0,0.09,286.23,449.78,0.33,1.0,2.0,16.0,0.11,36.0,51.0,22.0,14.0,28.0,8.33,22.0,-1.0
7.0,7.0,14.0,0.0,6.0,8.0,4.0,0.17,4.0,2.0,4.0,1.0,28.0,1.0,0.0,24.0,2.0,79.28,6.0,2854.12,0.16,90.0,0.17,158.56,475.69,0.25,2.0,4.0,26.0,0.11,40.0,50.0,30.0,9.0,38.0,20.0,24.0,-1.0
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,11.0,1.0,0.0,12.0,0.0,30.45,4.62,648.71,0.05,32.0,0.22,36.04,140.55,0.33,2.0,4.0,10.0,0.21,15.0,17.0,13.0,8.0,14.0,0.0,12.0,-1.0
17.0,15.0,7.0,0.0,19.0,28.0,8.0,0.15,14.0,2.0,7.0,0.88,37.0,1.0,0.0,52.0,0.0,45.71,22.46,23055.47,0.34,176.0,0.04,1280.86,1026.58,0.13,7.0,14.0,31.0,0.09,77.0,99.0,36.0,21.0,89.0,26.76,52.0,-1.0
3.0,5.0,4.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,3.0,1.0,13.0,1.0,0.0,9.0,0.0,36.11,4.5,731.32,0.05,37.0,0.22,40.63,162.52,0.33,2.0,4.0,12.0,0.23,18.0,19.0,14.0,7.0,13.0,0.0,9.0,-1.0
3.0,7.0,9.0,0.0,2.0,12.0,4.0,0.13,6.0,2.0,4.0,1.0,22.0,1.0,0.0,31.0,2.0,64.76,7.4,3542.75,0.16,90.0,0.14,196.82,478.97,0.25,3.0,6.0,20.0,0.11,39.0,51.0,29.0,11.0,37.0,6.06,31.0,-1.0
9.0,11.0,12.0,0.0,13.0,18.0,6.0,0.17,8.0,2.25,5.0,0.83,35.0,5.0,0.0,36.0,3.0,65.03,12.77,10600.85,0.28,140.0,0.08,588.94,830.3,0.83,5.0,9.0,31.0,0.1,61.0,79.0,43.0,18.0,59.0,26.53,36.0,-1.0
3.0,5.0,6.0,0.0,1.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,18.0,1.0,0.0,23.0,0.0,64.76,5.25,1785.31,0.11,70.0,0.19,99.18,340.06,0.33,2.0,4.0,17.0,0.11,33.0,37.0,22.0,7.0,28.0,4.17,23.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,3.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0.5,1.0,2.0,7.0,0.17,14.0,16.0,11.0,9.0,12.0,0.0,10.0,-1.0
7.0,9.0,9.0,0.0,1.0,14.0,5.0,0.12,6.0,2.33,4.0,0.8,31.0,5.0,1.0,41.0,1.0,53.95,20.13,21852.33,0.36,179.0,0.05,1214.02,1085.83,1.0,4.0,7.0,28.0,0.1,77.0,102.0,44.0,23.0,50.0,2.38,41.0,-1.0
2.0,3.0,4.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,11.0,1.0,0.0,13.0,0.0,45.34,6.75,2065.86,0.1,63.0,0.15,114.77,306.05,0.5,1.0,2.0,11.0,0.13,30.0,33.0,20.0,9.0,16.0,0.0,13.0,-1.0
8.0,29.0,5.0,0.0,2.0,56.0,15.0,0.48,28.0,2.0,15.0,1.0,75.0,15.0,1.0,31.0,0.0,116.24,14.08,23049.99,0.55,276.0,0.07,1280.56,1636.88,1.0,14.0,28.0,62.0,0.36,115.0,161.0,49.0,12.0,42.0,6.06,31.0,-1.0
2.0,3.0,1.0,0.0,2.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,1.0,10.24,4.9,245.93,0.02,14.0,0.2,13.66,50.19,0.5,1.0,2.0,7.0,0.2,7.0,7.0,5.0,7.0,10.0,28.57,5.0,-1.0
1.0,5.0,1.0,0.0,1.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,12.0,1.0,0.0,12.0,0.0,16.29,15.11,3719.21,0.08,53.0,0.07,206.62,246.12,0.33,2.0,4.0,11.0,0.2,17.0,36.0,9.0,16.0,15.0,7.69,12.0,-1.0
4.0,9.0,4.0,0.0,6.0,12.0,5.0,0.33,4.0,3.0,3.0,0.6,17.0,5.0,1.0,15.0,1.0,26.04,12.0,3749.74,0.1,65.0,0.08,208.32,312.48,1.0,4.0,6.0,14.0,0.19,32.0,33.0,16.0,12.0,26.0,28.57,15.0,-1.0
12.0,5.0,10.0,0.0,4.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,21.0,1.0,0.0,48.0,1.0,63.45,13.77,12025.31,0.29,160.0,0.07,668.07,873.51,0.33,2.0,4.0,20.0,0.05,59.0,101.0,30.0,14.0,65.0,7.69,48.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,18.23,3.86,271.19,0.02,19.0,0.26,15.07,70.31,0.5,1.0,2.0,6.0,0.18,9.0,10.0,7.0,6.0,11.0,0.0,9.0,-1.0
11.0,19.0,2.0,0.0,0.0,24.0,11.0,0.22,10.0,2.4,6.0,0.55,35.0,8.0,0.0,49.0,0.0,37.25,32.25,38746.22,0.4,201.0,0.03,2152.57,1201.43,0.73,7.0,12.0,26.0,0.18,86.0,115.0,36.0,27.0,61.0,0.0,49.0,-1.0
11.0,5.0,4.0,0.0,10.0,6.0,3.0,0.18,2.0,3.0,2.0,0.67,18.0,3.0,1.0,17.0,0.0,61.4,11.09,7552.8,0.23,124.0,0.09,419.6,680.99,1.0,2.0,3.0,17.0,0.08,61.0,63.0,33.0,12.0,39.0,37.04,17.0,-1.0
4.0,3.0,6.0,0.0,2.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,12.0,1.0,0.0,13.0,1.0,46.71,4.07,774.24,0.06,44.0,0.25,43.01,190.16,0.5,1.0,2.0,12.0,0.1,19.0,25.0,14.0,6.0,20.0,13.33,13.0,-1.0
2.0,7.0,5.0,0.0,1.0,8.0,4.0,0.44,2.0,4.0,2.0,0.5,16.0,4.0,1.0,9.0,0.0,27.77,6.77,1272.5,0.06,41.0,0.15,70.69,187.98,1.0,3.0,4.0,14.0,0.31,16.0,25.0,13.0,11.0,13.0,10.0,9.0,-1.0
8.0,16.0,3.0,0.0,5.0,24.0,9.0,0.23,12.0,2.0,1.0,0.11,43.0,1.0,0.0,40.0,2.0,54.41,25.41,35137.98,0.46,245.0,0.04,1952.11,1382.74,0.11,6.0,12.0,36.0,0.17,108.0,137.0,34.0,16.0,54.0,11.11,40.0,-1.0
3.0,7.0,3.0,0.0,4.0,12.0,4.0,0.31,6.0,2.0,4.0,1.0,15.0,3.0,0.0,13.0,2.0,21.23,5.5,642.17,0.04,28.0,0.18,35.68,116.76,0.75,3.0,6.0,13.0,0.19,11.0,17.0,9.0,9.0,21.0,23.53,13.0,-1.0
10.0,7.0,8.0,0.0,14.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,30.0,1.0,0.0,33.0,0.0,83.78,8.05,5422.96,0.22,125.0,0.12,301.28,674.04,0.25,3.0,6.0,28.0,0.07,59.0,66.0,33.0,9.0,58.0,29.79,33.0,-1.0
22.0,35.0,10.0,0.0,12.0,62.0,18.0,0.27,30.0,2.07,3.0,0.17,81.0,4.0,0.0,66.0,0.0,68.92,17.87,22020.91,0.41,196.0,0.06,1223.38,1231.94,0.22,16.0,31.0,65.0,0.18,91.0,105.0,56.0,22.0,101.0,15.38,66.0,-1.0
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,27.49,6.42,1132.02,0.06,39.0,0.16,62.89,176.42,0.25,3.0,6.0,13.0,0.27,14.0,25.0,12.0,11.0,15.0,0.0,12.0,-1.0
4.0,6.0,6.0,0.0,2.0,4.0,4.0,0.15,2.0,2.0,4.0,1.0,17.0,1.0,0.0,27.0,0.0,35.47,12.24,5313.4,0.14,80.0,0.08,295.19,434.1,0.25,1.0,2.0,15.0,0.12,34.0,46.0,25.0,18.0,34.0,6.9,27.0,-1.0
3.0,3.0,3.0,0.0,5.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,9.0,1.0,0.0,6.0,2.0,19.14,7.0,937.86,0.04,31.0,0.14,52.1,133.98,0.5,1.0,2.0,9.0,0.13,14.0,17.0,10.0,10.0,15.0,45.45,6.0,-1.0
5.0,5.0,3.0,0.0,6.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,13.0,1.0,0.0,16.0,2.0,37.53,5.5,1135.41,0.07,47.0,0.18,63.08,206.44,0.33,2.0,4.0,12.0,0.11,22.0,25.0,14.0,7.0,28.0,27.27,16.0,-1.0
1.0,5.0,5.0,0.0,1.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,13.0,1.0,0.0,12.0,0.0,30.84,4.96,758.26,0.05,36.0,0.2,42.13,152.93,0.33,2.0,4.0,12.0,0.2,17.0,19.0,12.0,7.0,15.0,7.69,12.0,-1.0
6.0,5.0,6.0,0.0,3.0,8.0,3.0,0.1,4.0,2.0,3.0,1.0,19.0,1.0,0.0,30.0,1.0,44.88,14.4,9306.1,0.22,117.0,0.07,517.01,646.26,0.33,2.0,4.0,18.0,0.08,54.0,63.0,30.0,16.0,40.0,9.09,30.0,-1.0
6.0,24.0,2.0,0.0,5.0,16.0,19.0,0.44,8.0,2.0,3.0,0.16,51.0,4.0,0.0,43.0,1.0,49.79,27.19,36801.7,0.45,216.0,0.04,2044.54,1353.63,0.21,4.0,8.0,34.0,0.35,90.0,126.0,48.0,29.0,55.0,10.42,43.0,-1.0
1.0,3.0,3.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,8.0,1.0,0.0,13.0,0.0,27.15,4.45,538.68,0.04,29.0,0.22,29.93,120.93,0.5,1.0,2.0,8.0,0.13,14.0,15.0,11.0,7.0,15.0,0.0,13.0,-1.0
6.0,13.0,7.0,0.0,6.0,24.0,7.0,0.23,12.0,2.0,6.0,0.86,31.0,1.0,0.0,31.0,0.0,62.84,11.23,7918.85,0.24,130.0,0.09,439.94,705.41,0.14,6.0,12.0,26.0,0.16,58.0,72.0,31.0,12.0,44.0,16.21,31.0,-1.0
21.0,25.0,22.0,0.0,2.0,12.0,21.0,0.31,6.0,2.0,21.0,1.0,58.0,1.0,0.0,67.0,1.0,71.63,20.1,28928.56,0.48,224.0,0.05,1607.14,1439.48,0.05,3.0,6.0,39.0,0.23,79.0,145.0,57.0,29.0,91.0,2.9,67.0,-1.0
4.0,9.0,5.0,0.0,4.0,14.0,5.0,0.33,6.0,2.33,4.0,0.8,18.0,3.0,0.0,15.0,1.0,40.48,7.2,2098.65,0.1,60.0,0.14,116.59,291.48,0.6,4.0,7.0,15.0,0.21,32.0,28.0,20.0,9.0,24.0,21.05,15.0,-1.0
20.0,31.0,11.0,0.0,33.0,46.0,16.0,0.24,16.0,2.88,8.0,0.5,75.0,6.0,0.0,66.0,0.0,74.18,20.79,32071.97,0.51,250.0,0.05,1781.78,1542.48,0.38,15.0,24.0,61.0,0.13,116.0,134.0,53.0,19.0,120.0,33.33,66.0,1.0
4.0,3.0,3.0,0.0,2.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,8.0,1.0,0.0,20.0,1.0,48.42,7.26,2552.29,0.12,68.0,0.14,141.79,351.55,0.5,1.0,2.0,8.0,0.07,33.0,35.0,25.0,11.0,27.0,9.09,20.0,1.0
13.0,9.0,7.0,0.0,17.0,16.0,5.0,0.12,8.0,2.0,5.0,1.0,28.0,1.0,0.0,43.0,0.0,69.49,14.01,13645.26,0.32,170.0,0.07,758.07,973.75,0.2,4.0,8.0,25.0,0.07,71.0,99.0,38.0,15.0,74.0,28.33,43.0,1.0
30.0,50.0,17.0,0.0,25.0,82.0,26.0,0.23,36.0,2.28,20.0,0.77,134.0,9.0,0.0,112.0,0.0,95.37,34.67,114633.41,1.1,483.0,0.03,6368.52,3306.37,0.35,23.0,41.0,110.0,0.15,226.0,257.0,88.0,27.0,168.0,18.25,112.0,1.0
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.17,4.0,2.0,3.0,1.0,13.0,1.0,0.0,18.0,0.0,49.47,4.42,966.99,0.07,46.0,0.23,53.72,218.72,0.33,2.0,4.0,12.0,0.15,21.0,25.0,19.0,8.0,20.0,0.0,18.0,1.0
15.0,31.0,10.0,0.0,11.0,50.0,16.0,0.27,20.0,2.5,10.0,0.63,70.0,13.0,0.0,59.0,0.0,71.74,17.83,22807.44,0.43,206.0,0.06,1267.08,1279.15,0.81,15.0,25.0,56.0,0.19,90.0,116.0,53.0,21.0,86.0,15.71,59.0,1.0
0.0,7.0,1.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,2.0,0.5,14.0,1.0,0.0,10.0,0.0,31.93,5.45,949.99,0.06,41.0,0.18,52.78,174.17,0.25,3.0,6.0,12.0,0.36,15.0,26.0,11.0,8.0,11.0,0.0,10.0,1.0
1.0,3.0,4.0,0.0,3.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,14.0,1.0,0.0,9.0,0.0,38.84,8.35,2705.36,0.11,75.0,0.12,150.3,324.14,0.5,1.0,2.0,14.0,0.14,31.0,44.0,13.0,7.0,14.0,25.0,9.0,1.0
