n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,l
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,3.0,0.17,3.0,6.0,3.0,5.0,6.0,0.0,3.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.75,2.0,31.02,0.01,6.0,0.5,1.72,15.51,1.0,0.0,0.0,2.0,0.25,2.0,4.0,2.0,4.0,4.0,0.0,2.0,-1.0
9.0,11.0,3.0,11.0,19.0,20.0,6.0,0.11,10.0,5.0,0.83,24.0,1.0,0.0,42.0,0.0,6.0,1.0,62.46,18.79,22051.63,0.39,203.0,0.05,1225.09,1173.62,0.17,5.0,10.0,20.0,0.07,84.0,119.0,38.0,17.0,85.0,41.67,53.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,16.51,4.8,380.39,0.03,25.0,0.21,21.13,79.25,1.0,0.0,0.0,2.0,0.14,12.0,13.0,5.0,4.0,7.0,0.0,4.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,11.86,3.5,145.3,0.01,12.0,0.29,8.07,41.51,1.0,0.0,0.0,3.0,0.17,4.0,8.0,4.0,7.0,6.0,0.0,2.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,7.86,2.5,49.13,0.01,7.0,0.4,2.73,19.65,1.0,0.0,0.0,2.0,0.25,2.0,5.0,2.0,5.0,4.0,0.0,2.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,3.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,3.0,-1.0
4.0,1.0,2.0,0.0,7.0,0.0,1.0,0.11,0.0,1.0,1.0,3.0,1.0,0.0,9.0,0.0,0.0,0.0,31.52,11.79,4378.49,0.12,80.0,0.08,243.25,371.51,1.0,0.0,0.0,4.0,0.05,30.0,50.0,14.0,11.0,22.0,43.75,9.0,-1.0
21.0,45.0,23.0,0.0,0.0,88.0,23.0,0.15,44.0,23.0,1.0,133.0,1.0,0.0,155.0,0.0,1.0,0.04,324.03,8.93,25825.49,0.96,463.0,0.11,1434.75,2892.79,0.04,22.0,44.0,112.0,0.13,176.0,287.0,69.0,7.0,178.0,0.0,155.0,-1.0
4.0,79.0,5.0,0.0,195.0,130.0,42.0,0.11,60.0,24.0,0.57,192.0,9.0,0.2,375.0,0.0,28.0,0.67,68.19,125.38,1071842.0,2.85,1341.0,0.01,59546.78,8548.93,0.21,35.0,65.0,152.0,0.07,443.0,898.0,53.0,30.0,576.0,34.21,375.0,-1.0
2.0,19.0,0.0,0.0,7.0,20.0,10.0,0.48,4.0,1.0,0.1,24.0,9.0,0.89,21.0,0.0,4.0,0.4,30.87,11.57,4133.7,0.12,76.0,0.09,229.65,357.23,0.9,8.0,23.0,16.0,0.31,27.0,49.0,14.0,12.0,32.0,25.0,21.0,-1.0
5.0,3.0,1.0,1.0,23.0,4.0,2.0,0.1,2.0,2.0,1.0,8.0,1.0,0.0,19.0,0.0,2.0,1.0,18.93,25.2,12024.41,0.16,107.0,0.04,668.02,477.16,0.5,1.0,2.0,8.0,0.04,42.0,65.0,10.0,12.0,50.0,55.81,20.0,-1.0
0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.25,10.0,1.0,0.0,15.0,0.0,4.0,1.0,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.25,0.0,0.0,8.0,0.22,12.0,23.0,9.0,9.0,18.0,6.25,16.0,-1.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,6.0,1.0,0.0,5.0,0.0,2.0,1.0,10.3,4.0,164.84,0.01,13.0,0.25,9.16,41.21,0.5,1.0,2.0,6.0,0.22,4.0,9.0,3.0,6.0,9.0,16.67,6.0,-1.0
3.0,1.0,2.0,0.0,2.0,0.0,1.0,0.07,0.0,1.0,1.0,13.0,1.0,0.0,14.0,0.0,0.0,0.0,54.26,8.5,3920.14,0.15,105.0,0.12,217.79,461.19,1.0,0.0,0.0,14.0,0.05,34.0,71.0,14.0,7.0,21.0,12.5,14.0,-1.0
0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.13,3.0,0.0,2.0,0.0,8.0,42.86,4.0,-1.0
18.0,33.0,17.0,0.0,0.0,64.0,17.0,0.15,32.0,17.0,1.0,97.0,1.0,0.0,113.0,0.0,1.0,0.06,224.73,8.78,17341.46,0.66,337.0,0.11,963.41,1974.14,0.06,16.0,32.0,82.0,0.13,128.0,209.0,51.0,7.0,133.0,0.0,113.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,9.83,2.0,39.3,0.01,7.0,0.5,2.18,19.65,1.0,0.0,0.0,2.0,0.2,3.0,4.0,3.0,4.0,5.0,0.0,2.0,-1.0
2.0,5.0,3.0,0.0,0.0,4.0,3.0,0.19,2.0,3.0,1.0,11.0,1.0,0.0,16.0,0.0,3.0,1.0,25.15,8.31,1736.09,0.07,45.0,0.12,96.45,208.97,0.33,1.0,2.0,10.0,0.15,18.0,27.0,13.0,12.0,20.0,0.0,16.0,-1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.2,2.5,38.77,0.01,6.0,0.4,2.15,15.51,1.0,0.0,0.0,2.0,0.2,1.0,5.0,1.0,5.0,5.0,33.33,2.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,1.0,27.35,3.0,246.13,0.03,21.0,0.33,13.67,82.04,1.0,0.0,0.0,3.0,0.17,9.0,12.0,9.0,6.0,6.0,0.0,2.0,-1.0
2.0,5.0,0.0,0.0,1.0,8.0,3.0,0.23,4.0,1.0,0.33,9.0,3.0,1.0,13.0,0.0,3.0,1.0,15.56,9.17,1307.38,0.05,33.0,0.11,72.63,142.62,1.0,2.0,4.0,8.0,0.14,15.0,18.0,9.0,11.0,21.0,7.14,13.0,-1.0
2.0,5.0,1.0,22.0,0.0,16.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,3.0,1.0,24.16,13.29,4268.92,0.11,71.0,0.08,237.16,321.17,0.33,6.0,8.0,9.0,0.07,29.0,42.0,12.0,11.0,41.0,70.97,31.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,8.0,3.0,72.0,0.01,8.0,0.33,4.0,24.0,1.0,0.0,0.0,3.0,0.25,2.0,6.0,2.0,6.0,4.0,0.0,2.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,9.0,3.0,81.0,0.01,9.0,0.33,4.5,27.0,1.0,0.0,0.0,3.0,0.25,2.0,7.0,2.0,6.0,4.0,0.0,2.0,-1.0
3.0,5.0,0.0,0.0,5.0,8.0,3.0,0.43,4.0,1.0,0.33,9.0,1.0,0.0,7.0,0.0,1.0,0.33,13.32,13.71,2505.06,0.06,43.0,0.07,139.17,182.66,0.33,2.0,4.0,8.0,0.14,16.0,27.0,7.0,12.0,22.0,41.67,7.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,1.0,0.13,2.0,1.0,1.0,8.0,1.0,0.0,8.0,0.0,1.0,1.0,27.85,5.09,721.78,0.05,34.0,0.2,40.1,141.78,1.0,1.0,2.0,8.0,0.1,16.0,18.0,11.0,7.0,10.0,0.0,8.0,-1.0
6.0,1.0,1.0,0.0,11.0,0.0,1.0,0.14,0.0,1.0,1.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,25.48,7.2,1321.03,0.06,44.0,0.14,73.39,183.48,1.0,0.0,0.0,5.0,0.04,18.0,26.0,10.0,8.0,26.0,61.11,7.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,2.0,-1.0
3.0,3.0,0.0,1.0,0.0,4.0,2.0,0.25,2.0,1.0,0.5,6.0,1.0,0.0,7.0,2.0,2.0,1.0,8.51,8.0,544.91,0.02,19.0,0.13,30.27,68.11,0.5,1.0,2.0,6.0,0.14,8.0,11.0,4.0,8.0,14.0,12.5,8.0,-1.0
11.0,25.0,4.0,0.0,11.0,46.0,13.0,0.23,22.0,11.0,0.85,54.0,3.0,0.17,57.0,0.0,11.0,0.85,60.85,22.27,30186.67,0.45,244.0,0.04,1677.04,1355.32,0.23,12.0,23.0,43.0,0.16,105.0,139.0,33.0,14.0,80.0,16.18,57.0,-1.0
0.0,5.0,0.0,0.0,6.0,8.0,3.0,0.23,4.0,1.0,0.33,10.0,1.0,0.0,13.0,0.0,3.0,1.0,24.18,4.29,444.05,0.03,28.0,0.23,24.67,103.61,0.33,2.0,4.0,9.0,0.13,10.0,18.0,7.0,6.0,24.0,31.58,13.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.13,6.0,9.0,6.0,6.0,8.0,0.0,2.0,-1.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07,0.0,1.0,1.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,2.14,7.0,105.0,0.01,15.0,0.14,5.83,15.0,1.0,0.0,0.0,3.0,0.06,14.0,1.0,1.0,1.0,18.0,0.0,15.0,-1.0
0.0,13.0,0.0,0.0,7.0,14.0,7.0,0.64,2.0,1.0,0.14,15.0,7.0,1.0,11.0,0.0,5.0,0.71,33.67,6.0,1212.28,0.07,46.0,0.17,67.35,202.05,1.0,6.0,7.0,10.0,0.35,16.0,30.0,12.0,9.0,20.0,38.89,11.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,2.0,1.0,0.0,18.0,0.0,0.0,0.0,2.13,8.0,136.0,0.01,17.0,0.13,7.56,17.0,1.0,0.0,0.0,3.0,0.05,16.0,1.0,1.0,1.0,20.0,0.0,18.0,-1.0
5.0,7.0,4.0,0.0,6.0,10.0,4.0,0.17,4.0,2.0,0.5,17.0,3.0,0.67,23.0,0.0,3.0,0.75,28.62,10.8,3337.93,0.1,65.0,0.09,185.44,309.07,0.75,3.0,5.0,15.0,0.11,27.0,38.0,15.0,12.0,36.0,20.69,23.0,-1.0
2.0,3.0,2.0,0.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,6.0,1.0,0.0,7.0,0.0,2.0,1.0,19.48,4.81,451.25,0.03,24.0,0.21,25.07,93.77,0.5,1.0,2.0,6.0,0.17,11.0,13.0,8.0,7.0,12.0,12.5,7.0,-1.0
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.33,2.0,1.0,0.33,8.0,3.0,1.0,9.0,0.0,3.0,1.0,10.85,9.0,879.05,0.03,25.0,0.11,48.84,97.67,1.0,2.0,3.0,7.0,0.27,9.0,16.0,5.0,10.0,11.0,0.0,9.0,-1.0
3.0,11.0,3.0,3.0,4.0,20.0,6.0,0.13,10.0,4.0,0.67,26.0,1.0,0.0,43.0,0.0,6.0,1.0,32.91,18.55,11326.3,0.2,120.0,0.05,629.24,610.5,0.17,5.0,10.0,22.0,0.11,47.0,73.0,19.0,15.0,55.0,14.0,46.0,-1.0
8.0,11.0,32.0,2.0,8.0,20.0,6.0,0.04,10.0,1.0,0.17,64.0,1.0,0.0,142.0,0.0,1.0,0.17,467.5,9.17,39350.94,1.43,607.0,0.11,2186.16,4289.12,0.17,5.0,10.0,60.0,0.04,289.0,318.0,126.0,8.0,162.0,6.58,144.0,-1.0
0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.07,0.0,1.0,1.0,4.0,1.0,0.0,15.0,0.0,0.0,0.0,6.05,10.67,688.74,0.02,23.0,0.09,38.26,64.56,1.0,0.0,0.0,5.0,0.06,16.0,7.0,3.0,4.0,16.0,0.0,15.0,-1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,1.0,12.0,4.5,243.0,0.02,18.0,0.22,13.5,54.0,1.0,0.0,0.0,2.0,0.11,9.0,9.0,4.0,4.0,9.0,20.0,4.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,5.0,1.0,0.0,9.0,0.0,2.0,1.0,12.93,9.9,1267.2,0.04,32.0,0.1,70.4,128.0,0.5,1.0,2.0,5.0,0.17,9.0,23.0,5.0,11.0,12.0,0.0,9.0,-1.0
22.0,17.0,2.0,8.0,23.0,20.0,11.0,0.16,10.0,11.0,1.0,39.0,1.0,0.0,60.0,0.0,11.0,1.0,46.09,28.41,37194.42,0.44,232.0,0.04,2066.36,1309.37,0.09,5.0,10.0,30.0,0.09,101.0,131.0,32.0,18.0,116.0,34.07,68.0,-1.0
0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,8.98,2.5,56.15,0.01,8.0,0.4,3.12,22.46,1.0,0.0,0.0,4.0,0.2,2.0,6.0,2.0,5.0,5.0,33.33,2.0,-1.0
11.0,1.0,2.0,2.0,25.0,0.0,1.0,0.06,0.0,1.0,1.0,3.0,1.0,0.0,14.0,0.0,0.0,0.0,39.26,8.24,2662.74,0.11,68.0,0.12,147.93,323.33,1.0,0.0,0.0,4.0,0.02,28.0,40.0,17.0,10.0,54.0,65.85,16.0,-1.0
4.0,15.0,7.0,0.0,3.0,22.0,1.0,0.03,10.0,1.0,1.0,35.0,1.0,0.0,40.0,0.0,1.0,1.0,58.7,12.56,9258.55,0.25,132.0,0.08,514.36,737.22,1.0,6.0,11.0,29.0,0.02,61.0,71.0,34.0,14.0,49.0,6.98,40.0,-1.0
3.0,9.0,2.0,3.0,7.0,14.0,5.0,0.22,6.0,4.0,0.8,17.0,3.0,0.5,20.0,0.0,4.0,0.8,30.19,11.37,3900.27,0.11,73.0,0.09,216.68,343.13,0.6,4.0,7.0,14.0,0.14,31.0,42.0,15.0,11.0,35.0,33.33,23.0,-1.0
7.0,17.0,1.0,3.0,52.0,32.0,9.0,0.12,16.0,2.0,0.22,37.0,1.0,0.0,71.0,0.0,9.0,1.0,40.84,23.26,22100.0,0.32,190.0,0.04,1227.78,950.0,0.11,8.0,16.0,30.0,0.07,68.0,122.0,19.0,13.0,135.0,43.65,74.0,-1.0
0.0,5.0,2.0,0.0,4.0,0.0,4.0,0.24,0.0,4.0,1.0,10.0,1.0,0.0,17.0,0.0,4.0,1.0,26.15,9.17,2197.7,0.08,53.0,0.11,122.09,239.75,0.25,0.0,0.0,8.0,0.17,20.0,33.0,12.0,11.0,23.0,19.05,17.0,-1.0
7.0,15.0,2.0,4.0,8.0,20.0,8.0,0.24,6.0,2.0,0.25,24.0,8.0,1.0,30.0,0.0,8.0,1.0,32.25,11.37,4167.41,0.12,78.0,0.09,231.52,366.63,1.0,7.0,10.0,18.0,0.15,31.0,47.0,15.0,11.0,52.0,28.57,34.0,-1.0
166.0,17.0,10.0,0.0,128.0,26.0,9.0,0.01,10.0,6.0,0.67,193.0,5.0,0.5,855.0,0.0,2.0,0.22,525.77,52.73,1461715.65,9.24,3581.0,0.02,81206.42,27722.19,0.56,8.0,13.0,186.0,0.01,1305.0,2276.0,198.0,16.0,1151.0,13.02,855.0,-1.0
0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.33,0.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,1.0,1.0,13.29,3.75,186.86,0.02,15.0,0.27,10.38,49.83,1.0,0.0,0.0,4.0,0.1,5.0,10.0,4.0,6.0,10.0,25.0,3.0,-1.0
6.0,11.0,5.0,4.0,3.0,18.0,6.0,0.25,8.0,5.0,0.83,21.0,3.0,0.4,20.0,0.0,5.0,0.83,18.8,13.33,3341.7,0.08,59.0,0.08,185.65,250.63,0.5,5.0,9.0,17.0,0.17,24.0,35.0,9.0,10.0,35.0,25.93,24.0,-1.0
83.0,133.0,32.0,9.0,38.0,264.0,67.0,0.13,132.0,36.0,0.54,328.0,66.0,0.98,519.0,0.0,67.0,1.0,203.6,64.48,846697.33,4.38,1839.0,0.02,47038.74,13129.63,0.99,66.0,132.0,263.0,0.1,737.0,1102.0,120.0,21.0,651.0,8.3,528.0,-1.0
5.0,1.0,3.0,0.0,8.0,0.0,1.0,0.13,0.0,1.0,1.0,4.0,1.0,0.0,8.0,0.0,1.0,1.0,38.54,3.82,561.84,0.05,36.0,0.26,31.21,147.15,1.0,0.0,0.0,5.0,0.04,14.0,22.0,11.0,6.0,23.0,50.0,8.0,-1.0
1.0,5.0,1.0,1.0,1.0,6.0,3.0,0.27,2.0,2.0,0.67,8.0,3.0,1.0,10.0,2.0,3.0,1.0,18.52,8.27,1267.77,0.05,33.0,0.12,70.43,153.25,1.0,2.0,3.0,7.0,0.19,13.0,20.0,11.0,14.0,16.0,16.67,11.0,-1.0
15.0,9.0,2.0,2.0,41.0,24.0,5.0,0.25,8.0,1.0,0.2,19.0,1.0,0.0,18.0,0.0,0.0,0.0,47.89,12.0,6896.24,0.19,116.0,0.08,383.12,574.69,0.2,8.0,12.0,16.0,0.06,38.0,78.0,19.0,12.0,78.0,70.49,20.0,-1.0
1.0,5.0,0.0,6.0,4.0,8.0,3.0,0.19,4.0,1.0,0.33,10.0,1.0,0.0,10.0,0.0,3.0,1.0,22.08,5.0,552.07,0.04,29.0,0.2,30.67,110.41,0.33,2.0,4.0,9.0,0.13,10.0,19.0,7.0,7.0,24.0,50.0,16.0,-1.0
1.0,17.0,2.0,1.0,17.0,24.0,9.0,0.14,8.0,5.0,0.56,28.0,7.0,0.75,62.0,0.0,8.0,0.89,28.81,47.03,63730.17,0.45,271.0,0.02,3540.56,1355.0,0.78,8.0,12.0,21.0,0.11,83.0,188.0,15.0,17.0,83.0,22.5,63.0,-1.0
3.0,11.0,0.0,0.0,7.0,14.0,6.0,0.35,4.0,1.0,0.17,16.0,5.0,0.8,17.0,0.0,3.0,0.5,30.02,8.14,1990.3,0.08,52.0,0.12,110.57,244.42,0.83,5.0,9.0,12.0,0.21,19.0,33.0,14.0,12.0,29.0,29.17,17.0,-1.0
6.0,1.0,3.0,0.0,3.0,0.0,1.0,0.02,0.0,1.0,1.0,4.0,1.0,0.0,48.0,0.0,1.0,1.0,290.5,4.21,5144.86,0.41,203.0,0.24,285.83,1222.54,1.0,0.0,0.0,5.0,0.02,101.0,102.0,60.0,5.0,59.0,5.88,48.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.21,4.0,1.0,0.33,10.0,1.0,0.0,14.0,0.0,3.0,1.0,22.93,6.3,909.91,0.05,34.0,0.16,50.55,144.43,0.33,2.0,4.0,9.0,0.16,14.0,20.0,10.0,9.0,19.0,0.0,14.0,-1.0
13.0,1.0,2.0,2.0,25.0,0.0,1.0,0.06,0.0,1.0,1.0,3.0,1.0,0.0,15.0,0.0,0.0,0.0,43.27,8.89,3418.56,0.13,80.0,0.11,189.92,384.59,1.0,0.0,0.0,4.0,0.02,32.0,48.0,18.0,10.0,57.0,64.29,17.0,-1.0
2.0,5.0,1.0,22.0,0.0,16.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,3.0,1.0,36.38,9.38,3202.41,0.11,71.0,0.11,177.91,341.32,0.33,6.0,8.0,9.0,0.06,29.0,42.0,17.0,11.0,47.0,70.97,31.0,-1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.17,0.0,1.0,1.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,4.0,0.14,5.0,4.0,4.0,4.0,7.0,0.0,6.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.17,2.0,1.0,0.5,6.0,1.0,0.0,12.0,0.0,2.0,1.0,25.38,3.75,356.94,0.03,25.0,0.27,19.83,95.18,0.5,1.0,2.0,6.0,0.12,10.0,15.0,8.0,6.0,17.0,0.0,12.0,-1.0
4.0,7.0,4.0,7.0,2.0,12.0,4.0,0.17,6.0,2.0,0.5,18.0,1.0,0.0,16.0,0.0,4.0,1.0,30.27,9.58,2777.89,0.1,58.0,0.1,154.33,290.0,0.25,3.0,6.0,16.0,0.13,28.0,30.0,19.0,13.0,31.0,36.0,23.0,-1.0
