n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
7.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,15.0,2.0,37.54,7.6,2168.23,0.1,60.0,0.13,120.46,285.29,0.5,1.0,2.0,6.0,0.09,19.0,41.0,15.0,12.0,23.0,0.0,15.0,-1.0
5.0,3.0,3.0,0.0,13.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,7.0,1.0,0.0,16.0,3.0,21.16,9.1,1752.37,0.06,42.0,0.11,97.35,192.57,0.5,1.0,2.0,7.0,0.06,13.0,29.0,10.0,14.0,35.0,44.83,16.0,-1.0
49.0,41.0,14.0,16.0,37.0,78.0,21.0,0.28,38.0,2.05,15.0,0.71,104.0,5.0,0.2,60.0,3.0,78.4,74.77,438244.07,1.95,821.0,0.01,24346.89,5861.57,0.24,20.0,39.0,85.0,0.13,319.0,502.0,96.0,45.0,163.0,46.9,76.0,-1.0
16.0,9.0,2.0,11.0,28.0,12.0,5.0,0.11,4.0,3.0,1.0,0.2,21.0,5.0,1.0,34.0,2.0,41.24,20.76,17773.08,0.29,155.0,0.05,987.39,856.15,1.0,4.0,6.0,18.0,0.06,59.0,96.0,27.0,19.0,90.0,53.42,45.0,-1.0
1.0,9.0,4.0,1.0,0.0,16.0,5.0,0.15,8.0,2.0,3.0,0.6,20.0,1.0,0.0,32.0,0.0,27.2,13.24,4764.71,0.12,72.0,0.08,264.71,360.0,0.2,4.0,8.0,17.0,0.14,30.0,42.0,17.0,15.0,35.0,3.03,33.0,-1.0
3.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,15.0,2.0,18.54,9.63,1717.22,0.06,42.0,0.1,95.4,178.41,0.5,1.0,2.0,6.0,0.11,14.0,28.0,8.0,11.0,19.0,0.0,15.0,-1.0
27.0,27.0,7.0,3.0,1.0,44.0,15.0,0.2,22.0,2.0,12.0,0.8,66.0,8.0,0.5,73.0,2.0,36.37,50.39,92350.98,0.61,299.0,0.02,5130.61,1832.66,0.53,11.0,22.0,53.0,0.14,113.0,186.0,37.0,33.0,105.0,5.19,76.0,-1.0
0.0,5.0,2.0,0.0,0.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,12.0,1.0,0.0,21.0,1.0,34.57,10.93,4129.37,0.13,72.0,0.09,229.41,377.85,0.33,2.0,4.0,11.0,0.14,27.0,45.0,21.0,17.0,22.0,0.0,21.0,-1.0
10.0,17.0,3.0,12.0,20.0,32.0,9.0,0.13,16.0,2.0,3.0,0.33,46.0,1.0,0.0,55.0,4.0,52.18,33.32,57931.89,0.58,292.0,0.03,3218.44,1738.63,0.11,8.0,16.0,39.0,0.07,113.0,179.0,39.0,23.0,138.0,36.78,67.0,-1.0
1.0,5.0,5.0,0.0,11.0,8.0,3.0,0.11,4.0,2.0,3.0,1.0,13.0,1.0,0.0,28.0,2.0,47.22,11.69,6449.49,0.18,103.0,0.09,358.3,551.83,0.33,2.0,4.0,12.0,0.07,33.0,70.0,24.0,17.0,41.0,28.21,28.0,-1.0
6.0,3.0,1.0,5.0,4.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,4.0,21.05,9.8,2021.97,0.07,45.0,0.1,112.33,206.32,0.5,1.0,2.0,6.0,0.08,14.0,31.0,10.0,14.0,26.0,47.37,15.0,-1.0
12.0,7.0,2.0,2.0,2.0,12.0,4.0,0.2,6.0,2.0,4.0,1.0,14.0,1.0,0.0,18.0,1.0,54.3,7.89,3382.91,0.14,80.0,0.13,187.94,428.6,0.25,3.0,6.0,12.0,0.11,34.0,46.0,28.0,13.0,35.0,18.18,20.0,-1.0
6.0,3.0,3.0,4.0,15.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,10.0,3.0,16.21,10.56,1809.36,0.06,39.0,0.09,100.52,171.3,0.5,1.0,2.0,8.0,0.06,13.0,26.0,8.0,13.0,36.0,65.51,14.0,-1.0
17.0,29.0,0.0,19.0,53.0,50.0,15.0,0.22,22.0,2.27,1.0,0.07,55.0,9.0,0.57,50.0,2.0,50.79,25.26,32401.84,0.43,219.0,0.04,1800.1,1282.9,0.6,14.0,25.0,42.0,0.11,89.0,130.0,37.0,21.0,140.0,59.02,69.0,-1.0
6.0,3.0,1.0,1.0,6.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,1.0,16.21,5.4,472.87,0.03,23.0,0.19,26.27,87.57,0.5,1.0,2.0,6.0,0.08,6.0,17.0,5.0,9.0,24.0,41.18,11.0,-1.0
16.0,13.0,6.0,0.0,5.0,24.0,7.0,0.12,12.0,2.0,6.0,0.86,31.0,1.0,0.0,59.0,4.0,95.6,31.4,94278.09,1.0,449.0,0.03,5237.67,3002.24,0.14,6.0,12.0,26.0,0.09,186.0,263.0,77.0,26.0,81.0,7.81,59.0,-1.0
1.0,3.0,4.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,9.0,1.0,0.0,10.0,0.0,22.35,7.27,1181.93,0.05,37.0,0.14,65.66,162.52,0.5,1.0,2.0,9.0,0.17,16.0,21.0,11.0,10.0,12.0,0.0,10.0,-1.0
3.0,3.0,2.0,0.0,0.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,8.0,1.0,0.0,19.0,2.0,24.71,10.58,2764.2,0.09,57.0,0.09,153.57,261.33,0.5,1.0,2.0,8.0,0.09,25.0,32.0,13.0,11.0,23.0,0.0,19.0,-1.0
2.0,3.0,3.0,0.0,9.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,9.0,1.0,0.0,18.0,1.0,32.0,11.63,4329.68,0.12,72.0,0.09,240.54,372.23,0.5,1.0,2.0,9.0,0.07,26.0,46.0,19.0,17.0,30.0,33.33,18.0,-1.0
14.0,5.0,4.0,1.0,9.0,8.0,3.0,0.15,4.0,2.0,3.0,1.0,13.0,1.0,0.0,19.0,1.0,35.6,10.11,3640.0,0.12,72.0,0.1,202.22,360.0,0.33,2.0,4.0,12.0,0.07,26.0,46.0,18.0,14.0,44.0,34.48,20.0,-1.0
10.0,13.0,6.0,1.0,16.0,24.0,7.0,0.18,12.0,2.0,5.0,0.71,29.0,1.0,0.0,39.0,5.0,29.5,36.25,38771.24,0.36,185.0,0.03,2153.96,1069.55,0.14,6.0,12.0,24.0,0.1,65.0,120.0,26.0,29.0,67.0,30.36,40.0,-1.0
12.0,9.0,4.0,2.0,12.0,16.0,5.0,0.13,8.0,2.0,5.0,1.0,22.0,1.0,0.0,38.0,1.0,54.44,19.25,20172.82,0.35,176.0,0.05,1120.71,1047.94,0.2,4.0,8.0,19.0,0.07,70.0,106.0,40.0,22.0,73.0,26.92,40.0,-1.0
16.0,11.0,5.0,3.0,8.0,18.0,6.0,0.24,8.0,2.25,4.0,0.67,28.0,5.0,0.8,22.0,0.0,37.5,29.45,32535.15,0.37,187.0,0.03,1807.51,1104.59,0.83,5.0,9.0,24.0,0.12,72.0,115.0,33.0,27.0,50.0,33.33,25.0,-1.0
22.0,29.0,0.0,8.0,35.0,44.0,15.0,0.28,16.0,2.75,1.0,0.07,45.0,3.0,0.14,46.0,0.0,61.1,22.3,30377.95,0.45,239.0,0.04,1687.66,1362.41,0.2,14.0,22.0,32.0,0.13,110.0,129.0,37.0,15.0,112.0,48.31,54.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,6.0,1.0,0.0,15.0,2.0,42.88,6.87,2026.77,0.1,62.0,0.15,112.6,294.8,0.5,1.0,2.0,6.0,0.13,20.0,42.0,16.0,11.0,16.0,0.0,15.0,-1.0
7.0,3.0,3.0,0.0,9.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,7.0,1.0,0.0,12.0,1.0,22.78,2.33,124.02,0.02,16.0,0.43,6.89,53.15,0.5,1.0,2.0,7.0,0.07,7.0,9.0,6.0,4.0,29.0,42.86,12.0,-1.0
0.0,7.0,3.0,0.0,0.0,10.0,4.0,0.18,4.0,2.5,3.0,0.75,15.0,4.0,1.0,22.0,1.0,41.71,12.75,6780.12,0.18,98.0,0.08,376.67,531.77,1.0,3.0,5.0,13.0,0.17,39.0,59.0,26.0,17.0,23.0,0.0,22.0,-1.0
0.0,19.0,5.0,4.0,15.0,16.0,13.0,0.2,8.0,2.0,6.0,0.46,42.0,1.0,0.0,60.0,1.0,66.12,13.9,12780.02,0.31,155.0,0.07,710.0,919.26,0.08,4.0,8.0,31.0,0.16,57.0,98.0,41.0,20.0,80.0,24.05,64.0,-1.0
13.0,3.0,1.0,3.0,18.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,6.0,1.0,0.0,18.0,2.0,25.62,24.42,15282.02,0.21,122.0,0.04,849.0,625.77,0.5,1.0,2.0,6.0,0.04,58.0,64.0,19.0,16.0,53.0,53.85,21.0,-1.0
1.0,3.0,4.0,0.0,3.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,8.0,1.0,0.0,19.0,2.0,33.23,9.41,2943.55,0.1,62.0,0.11,163.53,312.75,0.5,1.0,2.0,8.0,0.08,20.0,42.0,17.0,16.0,24.0,13.64,19.0,-1.0
3.0,5.0,1.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,10.0,1.0,0.0,12.0,2.0,15.22,12.0,2191.93,0.06,43.0,0.08,121.77,182.66,0.33,2.0,4.0,9.0,0.19,14.0,29.0,7.0,12.0,16.0,0.0,12.0,-1.0
10.0,11.0,2.0,2.0,14.0,20.0,6.0,0.18,10.0,2.0,2.0,0.33,25.0,4.0,0.6,32.0,1.0,21.82,22.85,11393.4,0.17,95.0,0.04,632.97,498.55,0.67,5.0,10.0,21.0,0.1,37.0,58.0,17.0,21.0,59.0,33.33,34.0,-1.0
5.0,5.0,0.0,0.0,0.0,8.0,3.0,0.15,4.0,2.0,1.0,0.33,9.0,1.0,0.0,20.0,2.0,10.03,14.67,2158.18,0.05,36.0,0.07,119.9,147.15,0.33,2.0,4.0,8.0,0.12,16.0,20.0,6.0,11.0,26.0,0.0,20.0,-1.0
10.0,13.0,0.0,15.0,2.0,22.0,7.0,0.3,10.0,2.2,1.0,0.14,23.0,1.0,0.0,8.0,4.0,21.3,16.32,5681.26,0.12,74.0,0.06,315.63,347.83,0.14,6.0,11.0,18.0,0.19,28.0,46.0,12.0,14.0,36.0,68.0,23.0,-1.0
81.0,162.0,8.0,80.0,165.0,248.0,96.0,0.19,118.0,2.1,63.0,0.66,345.0,27.0,0.27,423.0,3.0,131.72,126.56,2109679.46,5.56,2027.0,0.01,117204.41,16670.05,0.28,65.0,124.0,251.0,0.13,798.0,1229.0,227.0,72.0,750.0,36.68,503.0,-1.0
5.0,7.0,1.0,1.0,1.0,12.0,4.0,0.24,6.0,2.0,2.0,0.5,15.0,1.0,0.0,16.0,1.0,24.97,20.38,10375.62,0.17,97.0,0.05,576.42,509.05,0.25,3.0,6.0,13.0,0.17,33.0,64.0,17.0,21.0,24.0,11.11,17.0,-1.0
13.0,17.0,5.0,2.0,0.0,32.0,9.0,0.14,16.0,2.0,9.0,1.0,59.0,1.0,0.0,62.0,0.0,183.65,7.02,9044.12,0.43,214.0,0.14,502.45,1288.79,0.11,8.0,16.0,52.0,0.12,100.0,114.0,57.0,8.0,78.0,3.13,64.0,-1.0
4.0,5.0,0.0,1.0,0.0,8.0,3.0,0.18,4.0,2.0,1.0,0.33,10.0,3.0,1.0,16.0,2.0,13.72,10.56,1531.0,0.05,33.0,0.09,85.06,144.95,1.0,2.0,4.0,9.0,0.14,13.0,20.0,8.0,13.0,22.0,5.88,17.0,-1.0
3.0,7.0,1.0,0.0,0.0,10.0,4.0,0.2,4.0,2.5,2.0,0.5,12.0,4.0,1.0,20.0,1.0,13.47,16.0,3447.89,0.07,47.0,0.06,191.55,215.49,1.0,3.0,5.0,10.0,0.17,16.0,31.0,8.0,16.0,24.0,0.0,20.0,-1.0
21.0,13.0,5.0,2.0,30.0,22.0,7.0,0.21,10.0,2.2,5.0,0.71,24.0,1.0,0.0,31.0,1.0,26.31,23.5,14529.3,0.21,126.0,0.04,807.18,618.27,0.14,6.0,11.0,19.0,0.08,47.0,79.0,15.0,15.0,85.0,50.79,33.0,-1.0
7.0,5.0,1.0,2.0,0.0,8.0,3.0,0.13,4.0,2.0,2.0,0.67,10.0,1.0,0.0,22.0,2.0,55.95,7.24,2931.85,0.14,81.0,0.14,162.88,405.0,0.33,2.0,4.0,9.0,0.09,37.0,44.0,23.0,9.0,32.0,8.33,24.0,-1.0
1.0,7.0,1.0,1.0,0.0,8.0,4.0,0.25,2.0,4.0,2.0,0.5,11.0,4.0,1.0,15.0,1.0,22.03,12.0,3172.85,0.09,55.0,0.08,176.27,264.4,1.0,3.0,4.0,9.0,0.22,18.0,37.0,12.0,16.0,18.0,6.25,16.0,-1.0
5.0,8.0,3.0,7.0,3.0,4.0,6.0,0.17,2.0,2.0,6.0,1.0,17.0,1.0,0.0,29.0,1.0,29.49,24.0,16987.59,0.24,133.0,0.04,943.76,707.82,0.17,1.0,2.0,13.0,0.13,48.0,85.0,20.0,20.0,45.0,25.64,36.0,-1.0
6.0,9.0,3.0,10.0,22.0,16.0,5.0,0.16,8.0,2.0,2.0,0.4,24.0,1.0,0.0,22.0,7.0,27.26,22.11,13319.21,0.2,114.0,0.05,739.96,602.54,0.2,4.0,8.0,21.0,0.08,42.0,72.0,19.0,20.0,61.0,59.26,32.0,-1.0
17.0,23.0,2.0,0.0,34.0,42.0,12.0,0.18,20.0,2.1,8.0,0.67,46.0,3.0,0.18,65.0,0.0,108.84,15.19,25107.55,0.55,263.0,0.07,1394.86,1653.06,0.25,11.0,21.0,36.0,0.1,109.0,154.0,61.0,17.0,117.0,34.34,65.0,-1.0
6.0,7.0,3.0,1.0,1.0,8.0,4.0,0.22,2.0,4.0,2.0,0.5,12.0,1.0,0.0,17.0,1.0,25.0,13.6,4624.0,0.11,68.0,0.07,256.89,340.0,0.25,3.0,4.0,10.0,0.15,24.0,44.0,15.0,17.0,26.0,10.53,18.0,-1.0
0.0,5.0,1.0,0.0,5.0,6.0,3.0,0.19,2.0,3.0,2.0,0.67,7.0,3.0,1.0,16.0,4.0,24.32,7.64,1418.49,0.06,40.0,0.13,78.8,185.75,1.0,2.0,3.0,6.0,0.14,12.0,28.0,11.0,14.0,22.0,23.81,16.0,-1.0
27.0,13.0,4.0,4.0,33.0,6.0,10.0,0.24,2.0,3.0,4.0,0.4,25.0,4.0,0.33,38.0,3.0,32.0,26.1,21802.25,0.28,142.0,0.04,1211.24,835.34,0.4,2.0,3.0,17.0,0.1,54.0,88.0,30.0,29.0,103.0,49.33,42.0,-1.0
24.0,33.0,7.0,13.0,55.0,60.0,17.0,0.16,28.0,2.14,6.0,0.35,79.0,7.0,0.38,93.0,1.0,56.02,48.06,129374.54,0.9,407.0,0.02,7187.47,2692.19,0.41,16.0,30.0,64.0,0.09,173.0,234.0,63.0,35.0,186.0,42.24,106.0,-1.0
3.0,11.0,0.0,0.0,0.0,16.0,6.0,0.4,6.0,2.67,1.0,0.17,18.0,4.0,0.6,15.0,2.0,7.45,30.8,7065.15,0.08,54.0,0.03,392.51,229.39,0.67,5.0,8.0,14.0,0.32,22.0,32.0,5.0,14.0,19.0,0.0,15.0,-1.0
10.0,3.0,2.0,2.0,4.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,7.0,1.0,0.0,25.0,1.0,48.82,16.55,13373.72,0.27,148.0,0.06,742.98,808.0,0.5,1.0,2.0,7.0,0.05,64.0,84.0,29.0,15.0,42.0,19.35,27.0,-1.0
10.0,9.0,1.0,5.0,0.0,16.0,5.0,0.14,8.0,2.0,5.0,1.0,32.0,1.0,0.0,31.0,0.0,44.36,16.56,12163.87,0.24,141.0,0.06,675.77,734.53,0.2,4.0,8.0,29.0,0.11,69.0,72.0,25.0,12.0,47.0,13.89,36.0,-1.0
77.0,33.0,9.0,25.0,15.0,62.0,17.0,0.17,30.0,2.07,11.0,0.65,87.0,9.0,0.5,75.0,3.0,88.15,36.04,114516.56,1.06,465.0,0.03,6362.03,3177.29,0.53,16.0,31.0,72.0,0.08,193.0,272.0,83.0,31.0,201.0,34.78,100.0,-1.0
3.0,3.0,0.0,2.0,1.0,8.0,2.0,0.18,4.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,24.7,7.22,1288.28,0.06,40.0,0.14,71.57,178.38,0.5,2.0,4.0,5.0,0.13,10.0,30.0,9.0,13.0,16.0,25.0,11.0,-1.0
11.0,11.0,1.0,14.0,5.0,20.0,6.0,0.15,10.0,2.0,2.0,0.33,26.0,1.0,0.0,27.0,1.0,48.56,33.51,54539.1,0.54,279.0,0.03,3029.95,1627.38,0.17,5.0,10.0,22.0,0.1,124.0,155.0,37.0,20.0,58.0,41.3,41.0,-1.0
16.0,7.0,3.0,0.0,15.0,12.0,4.0,0.16,6.0,2.0,3.0,0.75,15.0,1.0,0.0,25.0,0.0,21.39,22.46,10795.37,0.16,97.0,0.04,599.74,480.56,0.25,3.0,6.0,13.0,0.07,37.0,60.0,14.0,17.0,57.0,37.5,25.0,-1.0
2.0,7.0,7.0,3.0,35.0,10.0,4.0,0.1,4.0,2.5,1.0,0.25,19.0,3.0,0.67,38.0,3.0,60.5,14.75,13163.37,0.3,153.0,0.07,731.3,892.43,0.75,3.0,5.0,17.0,0.05,59.0,94.0,38.0,19.0,79.0,50.0,41.0,-1.0
10.0,7.0,2.0,6.0,12.0,12.0,4.0,0.19,6.0,2.0,4.0,1.0,15.0,4.0,1.0,15.0,2.0,18.1,16.36,4845.73,0.1,63.0,0.06,269.21,296.13,1.0,3.0,6.0,13.0,0.09,24.0,39.0,11.0,15.0,44.0,54.55,21.0,-1.0
2.0,9.0,2.0,1.0,0.0,16.0,5.0,0.16,8.0,2.0,5.0,1.0,41.0,1.0,0.0,30.0,1.0,78.0,13.61,14437.64,0.35,189.0,0.07,802.09,1061.18,0.2,4.0,8.0,38.0,0.15,94.0,95.0,38.0,11.0,34.0,3.23,31.0,-1.0
19.0,9.0,2.0,3.0,15.0,14.0,5.0,0.15,6.0,2.33,4.0,0.8,16.0,4.0,0.75,31.0,3.0,35.02,17.25,10420.79,0.2,110.0,0.06,578.93,604.1,0.8,4.0,7.0,13.0,0.07,33.0,77.0,22.0,23.0,69.0,36.73,34.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,6.0,1.0,0.0,14.0,2.0,36.78,7.07,1838.97,0.09,56.0,0.14,102.16,260.06,0.5,1.0,2.0,6.0,0.13,18.0,38.0,14.0,11.0,15.0,0.0,14.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,6.0,1.0,0.0,13.0,0.0,21.15,3.5,259.02,0.02,20.0,0.29,14.39,74.01,0.5,1.0,2.0,6.0,0.14,6.0,14.0,6.0,7.0,14.0,0.0,13.0,-1.0
12.0,7.0,4.0,1.0,0.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,19.0,4.0,1.0,22.0,2.0,30.25,10.71,3467.15,0.11,66.0,0.09,192.62,323.85,1.0,3.0,6.0,17.0,0.11,28.0,38.0,17.0,13.0,36.0,4.35,23.0,-1.0
9.0,7.0,0.0,7.0,11.0,12.0,4.0,0.16,6.0,2.0,1.0,0.25,14.0,4.0,1.0,18.0,4.0,24.0,15.38,5680.1,0.12,76.0,0.07,315.56,369.21,1.0,3.0,6.0,12.0,0.09,25.0,51.0,13.0,16.0,46.0,50.0,25.0,-1.0
4.0,3.0,0.0,0.0,1.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,6.0,1.0,0.0,14.0,3.0,12.74,7.86,786.33,0.03,24.0,0.13,43.68,100.08,0.5,1.0,2.0,6.0,0.1,10.0,14.0,7.0,11.0,20.0,6.67,14.0,-1.0
7.0,7.0,1.0,11.0,30.0,12.0,4.0,0.15,6.0,2.0,1.0,0.25,15.0,1.0,0.0,16.0,6.0,18.87,19.62,7260.95,0.12,77.0,0.05,403.39,370.17,0.25,3.0,6.0,13.0,0.06,34.0,43.0,13.0,15.0,65.0,71.93,27.0,-1.0
15.0,7.0,4.0,0.0,21.0,12.0,4.0,0.1,6.0,2.0,4.0,1.0,25.0,1.0,0.0,41.0,7.0,61.36,23.68,34405.27,0.48,247.0,0.04,1911.4,1453.01,0.25,3.0,6.0,23.0,0.05,117.0,130.0,42.0,17.0,78.0,33.87,41.0,-1.0
9.0,7.0,3.0,4.0,0.0,12.0,4.0,0.19,6.0,2.0,4.0,1.0,17.0,4.0,1.0,17.0,2.0,26.81,10.4,2899.8,0.09,58.0,0.1,161.1,278.83,1.0,3.0,6.0,15.0,0.13,24.0,34.0,15.0,13.0,31.0,19.05,21.0,-1.0
4.0,3.0,1.0,4.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,0.0,23.58,12.5,3685.04,0.1,62.0,0.08,204.72,294.8,0.5,1.0,2.0,6.0,0.11,20.0,42.0,12.0,15.0,19.0,28.57,14.0,-1.0
19.0,5.0,4.0,2.0,16.0,8.0,3.0,0.11,4.0,2.0,3.0,1.0,14.0,1.0,0.0,25.0,1.0,48.49,14.11,9649.29,0.23,120.0,0.07,536.07,684.05,0.33,2.0,4.0,13.0,0.04,49.0,71.0,33.0,19.0,70.0,41.86,27.0,-1.0
4.0,5.0,2.0,0.0,7.0,8.0,3.0,0.21,4.0,2.0,3.0,1.0,12.0,1.0,0.0,14.0,1.0,16.78,11.2,2105.41,0.06,41.0,0.09,116.97,187.98,0.33,2.0,4.0,11.0,0.12,16.0,25.0,10.0,14.0,26.0,33.33,14.0,-1.0
5.0,7.0,3.0,3.0,2.0,12.0,4.0,0.15,6.0,2.0,4.0,1.0,17.0,1.0,0.0,24.0,2.0,26.32,16.0,6737.71,0.14,85.0,0.06,374.32,421.11,0.25,3.0,6.0,15.0,0.11,30.0,55.0,15.0,16.0,35.0,17.24,27.0,-1.0
34.0,3.0,4.0,11.0,31.0,4.0,2.0,0.04,2.0,2.0,2.0,1.0,11.0,1.0,0.0,36.0,5.0,37.89,24.18,22153.96,0.31,171.0,0.04,1230.78,916.14,0.5,1.0,2.0,11.0,0.02,56.0,115.0,22.0,19.0,113.0,53.85,47.0,-1.0
1.0,18.0,1.0,1.0,0.0,12.0,14.0,0.26,6.0,2.0,14.0,1.0,39.0,1.0,0.0,52.0,1.0,36.57,23.03,19394.56,0.28,142.0,0.04,1077.48,842.16,0.07,3.0,6.0,27.0,0.25,58.0,84.0,34.0,27.0,55.0,1.89,53.0,-1.0
38.0,35.0,4.0,5.0,70.0,58.0,18.0,0.17,24.0,2.42,7.0,0.39,67.0,13.0,0.71,104.0,2.0,58.36,41.38,99929.77,0.8,372.0,0.02,5551.65,2414.97,0.72,17.0,29.0,51.0,0.08,150.0,222.0,58.0,32.0,218.0,41.9,109.0,-1.0
15.0,7.0,3.0,1.0,19.0,12.0,4.0,0.13,6.0,2.0,2.0,0.5,17.0,1.0,0.0,31.0,1.0,38.55,21.52,17846.19,0.28,141.0,0.05,991.46,829.45,0.25,3.0,6.0,15.0,0.06,51.0,90.0,32.0,27.0,67.0,39.22,32.0,1.0
12.0,5.0,3.0,2.0,22.0,8.0,3.0,0.14,4.0,2.0,1.0,0.33,12.0,1.0,0.0,19.0,2.0,45.57,9.64,4237.49,0.15,85.0,0.1,235.42,439.44,0.33,2.0,4.0,11.0,0.05,27.0,58.0,21.0,15.0,56.0,55.81,21.0,1.0
10.0,5.0,2.0,3.0,11.0,8.0,3.0,0.12,4.0,2.0,3.0,1.0,10.0,1.0,0.0,22.0,2.0,39.66,11.08,4871.43,0.15,81.0,0.09,270.63,439.53,0.33,2.0,4.0,9.0,0.06,28.0,53.0,24.0,19.0,47.0,38.89,25.0,1.0
