n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
3.0,9.0,3.0,0.0,0.0,16.0,5.0,0.21,8.0,2.0,4.0,0.8,21.0,1.0,0.0,24.0,0.0,31.59,18.2,10462.88,0.19,113.0,0.05,581.27,574.88,0.2,4.0,8.0,18.0,0.18,52.0,61.0,20.0,14.0,28.0,0.0,24.0,-1.0
9.0,3.0,0.0,1.0,7.0,6.0,2.0,0.33,2.0,3.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,16.12,7.5,906.96,0.04,29.0,0.13,50.39,120.93,0.5,2.0,3.0,5.0,0.09,12.0,17.0,8.0,10.0,23.0,61.54,6.0,-1.0
3.0,7.0,0.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,1.0,0.25,12.0,3.0,0.67,10.0,1.0,10.84,13.71,2039.01,0.05,35.0,0.07,113.28,148.68,0.75,3.0,5.0,10.0,0.29,16.0,19.0,7.0,12.0,14.0,0.0,10.0,-1.0
2.0,11.0,3.0,1.0,0.0,16.0,6.0,0.25,6.0,2.67,4.0,0.67,19.0,6.0,1.0,23.0,0.0,31.58,13.18,5483.42,0.14,84.0,0.08,304.63,416.15,1.0,5.0,8.0,15.0,0.22,32.0,52.0,17.0,14.0,27.0,4.17,24.0,-1.0
5.0,31.0,4.0,6.0,0.0,52.0,16.0,0.41,22.0,2.36,4.0,0.25,58.0,6.0,0.33,33.0,0.0,46.98,26.4,32740.09,0.41,201.0,0.04,1818.89,1240.15,0.38,15.0,26.0,44.0,0.36,88.0,113.0,45.0,27.0,45.0,15.38,39.0,-1.0
13.0,11.0,0.0,2.0,9.0,20.0,6.0,0.26,10.0,2.0,1.0,0.17,22.0,1.0,0.0,21.0,0.0,25.45,30.07,23005.27,0.26,141.0,0.03,1278.07,765.1,0.17,5.0,10.0,18.0,0.13,63.0,78.0,22.0,21.0,46.0,34.38,23.0,-1.0
7.0,5.0,3.0,0.0,2.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,17.0,1.0,0.0,23.0,0.0,37.53,13.2,6539.54,0.17,100.0,0.08,363.31,495.42,0.33,2.0,4.0,16.0,0.09,48.0,52.0,20.0,11.0,33.0,8.0,23.0,-1.0
9.0,11.0,1.0,0.0,0.0,14.0,6.0,0.33,4.0,3.5,3.0,0.5,15.0,6.0,1.0,18.0,1.0,29.33,13.18,5091.75,0.13,78.0,0.08,282.87,386.43,1.0,5.0,7.0,11.0,0.21,32.0,46.0,17.0,14.0,28.0,0.0,18.0,-1.0
17.0,15.0,4.0,1.0,55.0,26.0,8.0,0.18,12.0,2.17,3.0,0.38,34.0,3.0,0.29,43.0,4.0,33.95,29.57,29690.28,0.33,177.0,0.03,1649.46,1004.02,0.38,7.0,13.0,28.0,0.07,72.0,105.0,28.0,23.0,117.0,56.57,44.0,-1.0
1.0,15.0,2.0,5.0,1.0,20.0,9.0,0.27,10.0,2.0,5.0,0.56,40.0,4.0,0.38,28.0,3.0,34.0,39.36,52659.86,0.45,223.0,0.03,2925.55,1338.0,0.44,5.0,10.0,33.0,0.25,95.0,128.0,35.0,29.0,36.0,17.65,33.0,-1.0
1.0,5.0,3.0,2.0,1.0,8.0,3.0,0.3,4.0,2.0,3.0,1.0,11.0,1.0,0.0,8.0,0.0,22.95,7.27,1213.88,0.06,38.0,0.14,67.44,166.91,0.33,2.0,4.0,10.0,0.23,16.0,22.0,11.0,10.0,13.0,27.27,10.0,-1.0
7.0,3.0,5.0,0.0,14.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,9.0,1.0,0.0,11.0,0.0,26.32,6.87,1243.98,0.06,40.0,0.15,69.11,180.94,0.5,1.0,2.0,9.0,0.06,15.0,25.0,12.0,11.0,33.0,56.0,11.0,-1.0
10.0,12.0,2.0,0.0,18.0,16.0,7.0,0.18,8.0,2.0,3.0,0.43,25.0,1.0,0.0,40.0,1.0,60.7,32.98,66017.11,0.67,330.0,0.03,3667.62,2001.81,0.14,4.0,8.0,20.0,0.1,155.0,175.0,47.0,20.0,69.0,31.03,40.0,-1.0
12.0,12.0,3.0,2.0,12.0,16.0,7.0,0.13,8.0,2.0,6.0,0.86,26.0,1.0,0.0,52.0,1.0,43.19,20.71,18517.95,0.3,154.0,0.05,1028.77,894.33,0.14,4.0,8.0,21.0,0.09,64.0,90.0,34.0,22.0,79.0,21.21,54.0,-1.0
9.0,12.0,6.0,2.0,0.0,8.0,8.0,0.3,2.0,4.0,6.0,0.75,20.0,4.0,0.43,25.0,0.0,34.52,16.8,9743.56,0.19,105.0,0.06,541.31,579.97,0.5,3.0,4.0,14.0,0.22,40.0,65.0,25.0,21.0,37.0,7.41,27.0,-1.0
7.0,13.0,3.0,0.0,6.0,24.0,7.0,0.33,12.0,2.0,4.0,0.57,32.0,1.0,0.0,21.0,0.0,32.59,13.12,5614.09,0.14,91.0,0.08,311.89,427.74,0.14,6.0,12.0,27.0,0.27,42.0,49.0,16.0,10.0,26.0,22.22,21.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,7.0,3.0,8.26,12.1,1210.0,0.03,25.0,0.08,67.22,100.0,0.5,1.0,2.0,6.0,0.22,11.0,14.0,5.0,11.0,9.0,0.0,7.0,-1.0
1.0,11.0,0.0,0.0,0.0,20.0,6.0,0.26,10.0,2.0,1.0,0.17,23.0,6.0,1.0,23.0,0.0,23.89,25.29,15285.15,0.2,116.0,0.04,849.17,604.3,1.0,5.0,10.0,19.0,0.24,43.0,73.0,17.0,20.0,25.0,0.0,23.0,-1.0
1.0,11.0,1.0,1.0,0.0,16.0,6.0,0.29,6.0,2.67,2.0,0.33,17.0,6.0,1.0,20.0,3.0,21.74,20.19,8859.53,0.15,87.0,0.05,492.2,438.86,1.0,5.0,8.0,13.0,0.26,38.0,49.0,16.0,17.0,23.0,4.76,21.0,-1.0
1.0,3.0,2.0,0.0,3.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,27.56,6.38,1120.04,0.06,40.0,0.16,62.22,175.69,0.5,1.0,2.0,7.0,0.17,17.0,23.0,12.0,9.0,12.0,30.0,7.0,-1.0
4.0,41.0,22.0,4.0,1.0,78.0,21.0,0.27,38.0,2.05,20.0,0.95,117.0,11.0,0.5,73.0,1.0,104.65,29.05,88343.08,1.01,441.0,0.03,4907.95,3040.61,0.52,20.0,39.0,98.0,0.25,198.0,243.0,92.0,27.0,83.0,6.41,77.0,-1.0
16.0,17.0,3.0,0.0,3.0,32.0,9.0,0.23,16.0,2.0,5.0,0.56,41.0,1.0,0.0,40.0,0.0,44.52,33.54,50068.96,0.5,247.0,0.03,2781.61,1492.97,0.11,8.0,16.0,34.0,0.15,110.0,137.0,41.0,25.0,60.0,6.98,40.0,-1.0
1.0,5.0,2.0,0.0,0.0,6.0,3.0,0.3,2.0,3.0,2.0,0.67,10.0,3.0,1.0,10.0,2.0,14.12,10.89,1674.72,0.05,34.0,0.09,93.04,153.8,1.0,2.0,3.0,9.0,0.25,14.0,20.0,9.0,14.0,12.0,0.0,10.0,-1.0
7.0,10.0,4.0,2.0,0.0,8.0,6.0,0.29,2.0,4.0,4.0,0.67,16.0,4.0,0.6,19.0,0.0,27.09,15.5,6507.43,0.14,80.0,0.06,361.52,419.83,0.67,3.0,4.0,12.0,0.21,31.0,49.0,19.0,19.0,29.0,9.52,21.0,-1.0
41.0,31.0,2.0,3.0,22.0,54.0,16.0,0.21,24.0,2.25,4.0,0.25,65.0,3.0,0.13,73.0,0.0,67.09,44.63,133660.73,1.0,466.0,0.02,7425.6,2994.64,0.19,15.0,27.0,51.0,0.11,206.0,260.0,60.0,26.0,140.0,25.51,76.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,12.0,3.0,1.0,13.0,2.0,19.41,12.83,3197.08,0.08,53.0,0.08,177.62,249.12,1.0,2.0,4.0,11.0,0.2,22.0,31.0,12.0,14.0,15.0,0.0,13.0,-1.0
6.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,7.0,1.0,0.0,9.0,0.0,18.88,8.44,1346.14,0.05,39.0,0.12,74.79,159.41,0.5,1.0,2.0,7.0,0.13,19.0,20.0,9.0,8.0,16.0,0.0,9.0,-1.0
11.0,5.0,6.0,0.0,27.0,8.0,3.0,0.1,4.0,2.0,1.0,0.33,22.0,1.0,0.0,31.0,2.0,87.22,17.4,26406.88,0.51,252.0,0.06,1467.05,1517.64,0.33,2.0,4.0,21.0,0.04,116.0,136.0,50.0,15.0,70.0,46.55,31.0,-1.0
19.0,17.0,13.0,0.0,0.0,4.0,15.0,0.27,2.0,2.0,14.0,0.93,35.0,1.0,0.0,55.0,1.0,48.69,19.67,18831.94,0.32,159.0,0.05,1046.22,957.56,0.07,1.0,2.0,22.0,0.2,59.0,100.0,39.0,26.0,75.0,0.0,55.0,-1.0
7.0,7.0,1.0,0.0,0.0,12.0,4.0,0.29,6.0,2.0,2.0,0.5,16.0,1.0,0.0,14.0,2.0,21.63,16.67,6009.19,0.12,75.0,0.06,333.84,360.55,0.25,3.0,6.0,14.0,0.18,25.0,50.0,12.0,16.0,22.0,0.0,14.0,-1.0
23.0,13.0,7.0,2.0,25.0,22.0,7.0,0.2,10.0,2.2,6.0,0.86,31.0,3.0,0.33,33.0,1.0,34.18,27.98,26767.81,0.32,167.0,0.04,1487.1,956.56,0.43,6.0,11.0,26.0,0.08,73.0,94.0,30.0,23.0,84.0,45.0,35.0,-1.0
19.0,13.0,2.0,0.0,8.0,22.0,7.0,0.22,10.0,2.2,3.0,0.43,24.0,1.0,0.0,32.0,0.0,37.91,16.96,10903.69,0.21,120.0,0.06,605.76,642.91,0.14,6.0,11.0,19.0,0.12,53.0,67.0,25.0,16.0,60.0,20.0,32.0,-1.0
7.0,7.0,4.0,0.0,3.0,4.0,5.0,0.15,2.0,2.0,5.0,1.0,14.0,1.0,0.0,34.0,1.0,41.62,13.04,7074.24,0.18,100.0,0.08,393.01,542.63,0.2,1.0,2.0,11.0,0.11,44.0,56.0,27.0,16.0,45.0,8.1,34.0,-1.0
20.0,11.0,10.0,0.0,30.0,18.0,6.0,0.12,8.0,2.25,4.0,0.67,38.0,3.0,0.4,49.0,1.0,49.49,31.02,47629.26,0.51,254.0,0.03,2646.07,1535.28,0.5,5.0,9.0,34.0,0.05,116.0,138.0,43.0,23.0,120.0,37.97,49.0,-1.0
26.0,21.0,3.0,0.0,0.0,40.0,11.0,0.18,20.0,2.0,11.0,1.0,57.0,8.0,0.7,61.0,0.0,87.87,24.78,53973.44,0.73,359.0,0.04,2998.52,2177.73,0.73,10.0,20.0,48.0,0.13,158.0,201.0,51.0,16.0,88.0,0.0,61.0,-1.0
4.0,7.0,3.0,0.0,1.0,12.0,4.0,0.44,6.0,2.0,4.0,1.0,13.0,1.0,0.0,9.0,0.0,19.64,5.5,594.0,0.04,27.0,0.18,33.0,108.0,0.25,3.0,6.0,11.0,0.27,11.0,16.0,8.0,8.0,15.0,10.0,9.0,-1.0
26.0,25.0,6.0,1.0,34.0,44.0,13.0,0.19,20.0,2.2,8.0,0.62,60.0,7.0,0.5,68.0,5.0,90.99,26.83,65518.01,0.81,378.0,0.04,3639.89,2441.67,0.54,12.0,22.0,49.0,0.1,161.0,217.0,66.0,22.0,130.0,33.98,69.0,-1.0
10.0,7.0,0.0,3.0,10.0,12.0,4.0,0.16,6.0,2.0,1.0,0.25,15.0,1.0,0.0,22.0,0.0,49.56,15.25,11526.14,0.25,143.0,0.07,640.34,755.81,0.25,3.0,6.0,13.0,0.09,61.0,82.0,26.0,13.0,46.0,37.14,25.0,-1.0
4.0,37.0,4.0,0.0,6.0,54.0,20.0,0.4,22.0,2.45,7.0,0.35,74.0,12.0,0.58,50.0,2.0,25.8,70.29,127457.2,0.6,307.0,0.01,7080.96,1813.42,0.6,16.0,31.0,56.0,0.36,123.0,184.0,28.0,32.0,55.0,10.71,50.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,6.0,1.0,0.0,0.0,0.0,13.29,3.0,119.59,0.01,12.0,0.33,6.64,39.86,0.5,1.0,2.0,6.0,2.0,4.0,8.0,4.0,6.0,1.0,0.0,0.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,0.0,12.48,8.33,866.67,0.03,26.0,0.12,48.15,104.0,0.5,1.0,2.0,6.0,0.2,10.0,16.0,6.0,10.0,10.0,0.0,8.0,-1.0
2.0,11.0,1.0,0.0,0.0,18.0,6.0,0.67,8.0,2.25,3.0,0.5,23.0,3.0,0.4,9.0,0.0,10.61,23.21,5718.84,0.08,57.0,0.04,317.71,246.35,0.5,5.0,9.0,19.0,0.5,25.0,32.0,7.0,13.0,12.0,0.0,9.0,-1.0
17.0,5.0,3.0,0.0,13.0,8.0,3.0,0.06,4.0,2.0,2.0,0.67,17.0,1.0,0.0,50.0,0.0,102.01,28.0,79979.63,0.95,440.0,0.04,4443.31,2856.42,0.33,2.0,4.0,16.0,0.04,196.0,244.0,70.0,20.0,81.0,20.63,50.0,-1.0
19.0,17.0,8.0,0.0,7.0,32.0,9.0,0.22,16.0,2.0,8.0,0.89,40.0,3.0,0.25,41.0,1.0,69.56,26.36,48322.11,0.61,290.0,0.04,2684.56,1833.36,0.33,8.0,16.0,33.0,0.13,123.0,167.0,56.0,24.0,68.0,14.58,41.0,-1.0
2.0,21.0,3.0,0.0,0.0,38.0,11.0,0.52,18.0,2.11,3.0,0.27,42.0,3.0,0.2,21.0,0.0,35.91,25.31,23011.32,0.3,172.0,0.04,1278.41,909.09,0.27,10.0,19.0,33.0,0.46,81.0,91.0,24.0,15.0,24.0,0.0,21.0,-1.0
5.0,29.0,6.0,0.0,0.0,56.0,15.0,0.41,28.0,2.0,15.0,1.0,66.0,14.0,0.93,37.0,0.0,99.56,17.3,29792.16,0.57,268.0,0.06,1655.12,1722.24,0.93,14.0,28.0,53.0,0.23,122.0,146.0,67.0,19.0,65.0,0.0,37.0,-1.0
7.0,3.0,2.0,0.0,1.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,8.0,1.0,0.0,14.0,0.0,22.43,10.08,2280.63,0.08,50.0,0.1,126.7,226.18,0.5,1.0,2.0,8.0,0.09,22.0,28.0,12.0,11.0,23.0,6.67,14.0,-1.0
1.0,20.0,5.0,2.0,1.0,28.0,12.0,0.27,14.0,2.0,9.0,0.75,51.0,7.0,0.55,43.0,0.0,45.6,33.68,51715.86,0.51,255.0,0.03,2873.1,1535.7,0.58,7.0,14.0,41.0,0.25,89.0,166.0,37.0,28.0,48.0,6.52,45.0,-1.0
1.0,17.0,4.0,0.0,0.0,30.0,9.0,0.47,14.0,2.14,4.0,0.44,36.0,9.0,1.0,19.0,0.0,26.08,25.85,17423.93,0.22,125.0,0.04,968.0,674.04,1.0,8.0,15.0,29.0,0.43,47.0,78.0,20.0,22.0,21.0,0.0,19.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,11.0,3.0,1.0,8.0,0.0,9.65,14.08,1914.4,0.05,32.0,0.07,106.36,135.93,1.0,2.0,4.0,10.0,0.3,13.0,19.0,6.0,13.0,10.0,0.0,8.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,14.35,10.4,1552.49,0.05,33.0,0.1,86.25,149.28,0.5,1.0,2.0,7.0,0.2,16.0,17.0,10.0,13.0,10.0,0.0,8.0,-1.0
7.0,3.0,2.0,0.0,3.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,7.0,1.0,0.0,13.0,1.0,21.63,18.0,7009.12,0.13,81.0,0.06,389.4,389.4,0.5,1.0,2.0,7.0,0.08,36.0,45.0,14.0,14.0,24.0,18.75,13.0,-1.0
5.0,9.0,0.0,3.0,9.0,14.0,5.0,0.28,6.0,2.33,1.0,0.2,16.0,5.0,1.0,15.0,0.0,26.32,13.68,4923.53,0.12,72.0,0.07,273.53,360.0,1.0,4.0,7.0,13.0,0.15,31.0,41.0,17.0,15.0,33.0,44.44,18.0,-1.0
2.0,20.0,2.0,0.0,1.0,28.0,11.0,0.46,12.0,2.33,5.0,0.45,42.0,11.0,1.0,24.0,3.0,21.89,36.88,29769.28,0.27,147.0,0.03,1653.85,807.3,1.0,8.0,14.0,33.0,0.39,59.0,88.0,20.0,25.0,28.0,4.0,24.0,-1.0
6.0,9.0,0.0,1.0,4.0,14.0,5.0,0.23,6.0,2.33,1.0,0.2,16.0,3.0,0.5,21.0,2.0,19.62,28.29,15698.57,0.19,111.0,0.04,872.14,555.0,0.6,4.0,7.0,13.0,0.15,44.0,67.0,14.0,18.0,33.0,19.23,22.0,-1.0
9.0,5.0,2.0,0.0,1.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,10.0,1.0,0.0,15.0,1.0,25.82,11.67,3513.94,0.1,62.0,0.09,195.22,301.19,0.33,2.0,4.0,9.0,0.12,25.0,37.0,15.0,14.0,26.0,6.25,15.0,-1.0
11.0,7.0,2.0,0.0,0.0,12.0,4.0,0.21,6.0,2.0,4.0,1.0,14.0,1.0,0.0,19.0,1.0,35.9,13.0,6067.94,0.16,91.0,0.08,337.11,466.76,0.25,3.0,6.0,12.0,0.13,39.0,52.0,21.0,14.0,31.0,0.0,19.0,-1.0
2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,28.57,4.2,504.0,0.04,30.0,0.24,28.0,120.0,0.5,1.0,2.0,5.0,0.14,14.0,16.0,10.0,6.0,14.0,18.18,9.0,-1.0
5.0,11.0,0.0,0.0,20.0,12.0,7.0,0.35,6.0,2.0,1.0,0.14,24.0,1.0,0.0,20.0,3.0,17.47,39.33,27034.74,0.23,134.0,0.03,1501.93,687.32,0.14,3.0,6.0,19.0,0.15,59.0,75.0,15.0,20.0,46.0,50.0,20.0,-1.0
14.0,9.0,7.0,0.0,7.0,4.0,7.0,0.17,2.0,2.0,7.0,1.0,23.0,1.0,0.0,42.0,0.0,35.76,24.62,21677.08,0.29,156.0,0.04,1204.28,880.44,0.14,1.0,2.0,18.0,0.11,68.0,88.0,29.0,21.0,64.0,14.29,42.0,-1.0
5.0,7.0,2.0,0.0,1.0,10.0,4.0,0.33,4.0,2.5,2.0,0.5,13.0,3.0,0.67,12.0,2.0,23.58,15.75,5849.31,0.12,73.0,0.06,324.96,371.38,0.75,3.0,5.0,11.0,0.21,28.0,45.0,16.0,18.0,19.0,7.69,12.0,-1.0
32.0,39.0,8.0,3.0,22.0,64.0,20.0,0.24,30.0,2.13,7.0,0.35,74.0,15.0,0.74,80.0,3.0,52.36,40.4,85440.05,0.71,325.0,0.02,4746.67,2115.03,0.75,17.0,32.0,56.0,0.14,142.0,183.0,58.0,33.0,145.0,23.81,83.0,-1.0
1.0,15.0,2.0,0.0,0.0,24.0,8.0,0.44,10.0,2.4,5.0,0.63,29.0,5.0,0.57,18.0,0.0,26.75,22.92,14050.56,0.2,111.0,0.04,780.59,613.12,0.63,7.0,12.0,23.0,0.4,50.0,61.0,24.0,22.0,20.0,0.0,18.0,-1.0
8.0,11.0,5.0,2.0,0.0,8.0,7.0,0.29,2.0,4.0,5.0,0.71,18.0,4.0,0.5,22.0,0.0,32.24,15.65,7898.75,0.17,93.0,0.06,438.82,504.64,0.57,3.0,4.0,13.0,0.21,36.0,57.0,23.0,20.0,33.0,8.33,24.0,-1.0
2.0,3.0,0.0,0.0,9.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,0.0,45.89,6.79,2118.25,0.1,68.0,0.15,117.68,311.78,0.5,1.0,2.0,6.0,0.09,33.0,35.0,17.0,7.0,22.0,47.37,10.0,-1.0
2.0,21.0,1.0,2.0,4.0,40.0,11.0,0.37,20.0,2.0,3.0,0.27,47.0,6.0,0.5,28.0,0.0,25.12,32.0,25722.21,0.27,158.0,0.03,1429.01,803.82,0.55,10.0,20.0,38.0,0.3,72.0,86.0,18.0,16.0,37.0,17.65,30.0,-1.0
1.0,15.0,3.0,0.0,0.0,28.0,8.0,0.28,14.0,2.0,6.0,0.75,32.0,6.0,0.71,29.0,2.0,28.38,26.96,20624.52,0.26,141.0,0.04,1145.81,765.1,0.75,7.0,14.0,26.0,0.26,62.0,79.0,23.0,20.0,31.0,0.0,29.0,-1.0
37.0,48.0,0.0,1.0,48.0,80.0,27.0,0.23,40.0,2.0,1.0,0.04,93.0,13.0,0.46,116.0,4.0,111.77,28.44,90416.52,1.06,485.0,0.04,5023.14,3178.98,0.48,20.0,40.0,68.0,0.13,157.0,328.0,69.0,25.0,203.0,29.7,117.0,-1.0
1.0,9.0,0.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,1.0,0.2,18.0,5.0,1.0,11.0,0.0,8.42,20.4,3502.14,0.06,42.0,0.05,194.56,171.67,1.0,4.0,8.0,15.0,0.38,17.0,25.0,5.0,12.0,13.0,0.0,11.0,-1.0
4.0,25.0,24.0,5.0,10.0,44.0,13.0,0.27,20.0,2.2,13.0,1.0,72.0,11.0,0.83,43.0,0.0,93.54,12.79,15311.87,0.4,198.0,0.08,850.66,1196.79,0.85,12.0,22.0,61.0,0.21,87.0,111.0,51.0,15.0,63.0,25.86,48.0,-1.0
2.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,11.0,1.0,0.0,10.0,0.0,13.14,8.17,876.39,0.04,29.0,0.12,48.69,107.31,0.33,2.0,4.0,10.0,0.23,14.0,15.0,6.0,7.0,13.0,0.0,10.0,-1.0
15.0,21.0,2.0,15.0,12.0,38.0,11.0,0.14,18.0,2.11,3.0,0.27,48.0,5.0,0.4,62.0,0.0,44.17,19.55,16883.11,0.29,153.0,0.05,937.95,863.51,0.45,10.0,19.0,39.0,0.1,54.0,99.0,29.0,21.0,105.0,30.34,77.0,-1.0
0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,1.0,5.18,15.0,1165.64,0.03,21.0,0.07,64.76,77.71,0.5,1.0,2.0,6.0,0.25,9.0,12.0,3.0,10.0,8.0,14.29,6.0,-1.0
2.0,11.0,1.0,2.0,10.0,16.0,6.0,0.21,6.0,2.67,3.0,0.5,18.0,6.0,1.0,26.0,0.0,70.03,10.63,7911.0,0.25,134.0,0.09,439.5,744.31,1.0,5.0,8.0,14.0,0.15,62.0,72.0,35.0,12.0,41.0,31.58,28.0,-1.0
12.0,55.0,12.0,2.0,0.0,68.0,34.0,0.38,34.0,2.0,15.0,0.44,123.0,17.0,0.48,87.0,2.0,59.99,53.33,170637.7,1.07,470.0,0.02,9479.87,3199.46,0.5,17.0,34.0,91.0,0.33,192.0,278.0,72.0,40.0,102.0,2.25,89.0,-1.0
1.0,5.0,3.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,3.0,1.0,11.0,1.0,0.0,8.0,0.0,22.33,6.0,803.88,0.04,31.0,0.17,44.66,133.98,0.33,2.0,4.0,10.0,0.3,12.0,19.0,10.0,10.0,10.0,0.0,8.0,-1.0
2.0,5.0,5.0,0.0,0.0,8.0,3.0,0.18,4.0,2.0,3.0,1.0,15.0,1.0,0.0,17.0,3.0,23.84,12.69,3840.79,0.1,66.0,0.08,213.38,302.61,0.33,2.0,4.0,14.0,0.15,30.0,36.0,13.0,11.0,20.0,0.0,17.0,-1.0
