n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
6.0,5.0,0.0,9.0,22.0,0.0,4.0,5.0,6.0,0.6,105.0,0.5,0.0,0.88372093,0.333333333,2.0,5.0,16.16666667,4.0,1.6667,-1.0
9.0,3.0,2.0,5.0,24.0,26.0,2.0,3.0,5.0,0.6875,169.0,1.0,0.0,0.8222222220000001,0.444444444,1.0,1.0,17.55555556,1.0,0.8889,-1.0
3.0,2.0,0.0,8.0,22.0,3.0,1.0,7.0,2.0,1.0,152.0,0.0,0.0,0.8666666670000001,0.5,0.0,0.0,48.66666667,1.0,0.6667,-1.0
7.0,1.0,0.0,7.0,8.0,0.0,7.0,0.0,7.0,0.0,89.0,1.0,0.0,0.0,0.428571429,1.0,1.0,11.57142857,4.0,1.0,-1.0
30.0,3.0,0.0,51.0,102.0,301.0,40.0,13.0,24.0,0.6034482760000001,1238.0,0.5,1.0,0.526315789,0.12183908,2.0,6.0,40.2,15.0,2.6333,-1.0
4.0,2.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.333333333,89.0,1.0,0.0,0.75,0.5,0.0,0.0,20.75,1.0,0.75,-1.0
5.0,1.0,0.0,6.0,13.0,0.0,5.0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.533333333,0.0,0.0,12.6,3.0,1.2,-1.0
4.0,1.0,0.0,1.0,13.0,6.0,0.0,1.0,4.0,2.0,45.0,0.0,0.0,0.0,0.625,0.0,0.0,10.25,2.0,1.0,-1.0
8.0,1.0,0.0,6.0,21.0,28.0,3.0,3.0,6.0,1.0,70.0,0.0,0.0,0.0,0.175,0.0,0.0,7.625,3.0,1.25,-1.0
8.0,5.0,0.0,11.0,30.0,0.0,5.0,6.0,8.0,0.816326531,299.0,0.428571429,0.0,0.8444444440000001,0.35,1.0,4.0,35.5,11.0,3.125,-1.0
9.0,1.0,0.0,4.0,18.0,14.0,3.0,1.0,4.0,0.65625,88.0,1.0,0.0,0.0,0.518518519,0.0,0.0,8.333333332999999,1.0,0.8889,-1.0
17.0,4.0,0.0,15.0,62.0,78.0,4.0,14.0,12.0,0.8125,416.0,0.8,1.0,0.7192982459999999,0.20588235300000002,0.0,0.0,23.17647059,16.0,2.8235,-1.0
1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
20.0,1.0,0.0,4.0,42.0,130.0,0.0,4.0,18.0,0.736842105,376.0,1.0,1.0,0.0,0.284210526,0.0,0.0,17.45,3.0,1.15,-1.0
11.0,5.0,0.0,12.0,38.0,1.0,5.0,7.0,11.0,0.84,394.0,0.5,0.0,0.791666667,0.21590909100000003,1.0,4.0,33.90909091,8.0,2.7273,-1.0
4.0,3.0,0.0,3.0,17.0,4.0,0.0,3.0,3.0,1.0,99.0,1.0,0.0,0.925,0.75,1.0,1.0,23.25,2.0,1.0,-1.0
19.0,3.0,0.0,10.0,61.0,135.0,0.0,10.0,16.0,0.8888888890000001,504.0,1.0,0.0,0.672727273,0.37894736799999995,1.0,1.0,24.78947368,13.0,1.9474,-1.0
7.0,2.0,0.0,7.0,32.0,9.0,1.0,7.0,5.0,0.75,128.0,0.5,1.0,0.545454545,0.5,0.0,0.0,17.0,2.0,0.8571,-1.0
3.0,6.0,0.0,7.0,11.0,3.0,5.0,3.0,3.0,2.0,37.0,0.0,0.0,0.96969697,1.0,2.0,3.0,11.33333333,2.0,1.3333,-1.0
14.0,3.0,0.0,8.0,34.0,65.0,0.0,8.0,14.0,0.91025641,404.0,1.0,1.0,0.74,0.595238095,1.0,2.0,27.0,2.0,1.0,-1.0
10.0,3.0,0.0,9.0,31.0,15.0,2.0,7.0,10.0,0.666666667,166.0,1.0,1.0,0.7692307690000001,0.3,1.0,1.0,15.3,3.0,1.4,-1.0
2.0,2.0,0.0,7.0,13.0,1.0,1.0,6.0,2.0,2.0,66.0,1.0,0.0,0.958333333,1.0,0.0,0.0,31.5,1.0,0.5,-1.0
8.0,3.0,0.0,6.0,28.0,8.0,0.0,6.0,7.0,0.7142857140000001,221.0,1.0,1.0,0.8409090909999999,0.5,2.0,2.0,26.125,6.0,1.75,-1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
4.0,4.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.0,87.0,1.0,0.0,0.9285714290000001,0.75,2.0,4.0,20.5,1.0,0.5,-1.0
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.9090909090000001,0.75,1.0,1.0,2.5,1.0,0.5,-1.0
8.0,3.0,0.0,11.0,33.0,0.0,6.0,5.0,6.0,0.428571429,181.0,1.0,0.0,0.833333333,0.3125,1.0,1.0,21.375,5.0,2.0,-1.0
1.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
5.0,5.0,0.0,4.0,19.0,4.0,1.0,3.0,4.0,0.25,107.0,1.0,0.0,0.9032258059999999,0.7,2.0,5.0,20.2,1.0,0.6,-1.0
8.0,1.0,0.0,80.0,19.0,18.0,79.0,1.0,6.0,0.428571429,99.0,0.75,1.0,0.0,0.39285714299999996,0.0,0.0,10.875,3.0,0.625,-1.0
1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
10.0,2.0,0.0,1.0,22.0,29.0,1.0,0.0,9.0,0.311111111,117.0,1.0,0.0,0.454545455,0.333333333,1.0,1.0,10.2,1.0,0.6,-1.0
8.0,5.0,0.0,10.0,23.0,0.0,5.0,5.0,8.0,0.761904762,198.0,0.5,0.0,0.8444444440000001,0.35,1.0,4.0,23.0,6.0,2.25,-1.0
2.0,3.0,0.0,3.0,8.0,1.0,1.0,3.0,2.0,2.0,33.0,0.0,0.0,0.96969697,1.0,0.0,0.0,15.5,1.0,0.5,-1.0
4.0,1.0,0.0,3.0,13.0,6.0,3.0,0.0,4.0,2.0,86.0,0.0,0.0,0.0,0.333333333,1.0,1.0,20.5,8.0,3.5,-1.0
8.0,5.0,0.0,6.0,26.0,0.0,1.0,5.0,5.0,0.571428571,173.0,1.0,0.0,0.8235294120000001,0.375,2.0,5.0,20.25,4.0,1.125,-1.0
28.0,4.0,5.0,23.0,45.0,348.0,6.0,23.0,28.0,0.037037037,204.0,1.0,0.0,0.564516129,0.079192547,0.0,0.0,6.25,4.0,1.2143,-1.0
14.0,1.0,0.0,8.0,19.0,45.0,8.0,0.0,14.0,0.576923077,138.0,1.0,0.0,0.0,0.37142857100000004,0.0,0.0,8.571428571,3.0,0.9286,-1.0
15.0,4.0,0.0,243.0,27.0,0.0,242.0,1.0,15.0,0.39285714299999996,157.0,1.0,1.0,0.6190476189999999,0.322222222,1.0,3.0,9.333333332999999,2.0,0.6667,-1.0
5.0,3.0,0.0,5.0,19.0,0.0,0.0,5.0,5.0,0.666666667,100.0,1.0,0.0,0.9024390240000001,0.533333333,1.0,1.0,18.4,1.0,0.8,-1.0
4.0,3.0,0.0,6.0,17.0,0.0,2.0,4.0,4.0,0.833333333,70.0,0.5,0.0,0.9090909090000001,0.583333333,0.0,0.0,16.0,3.0,1.5,-1.0
8.0,1.0,33.0,59.0,14.0,20.0,58.0,1.0,7.0,0.7142857140000001,87.0,1.0,0.0,0.0,0.6875,0.0,0.0,9.625,5.0,1.5,-1.0
23.0,3.0,0.0,15.0,88.0,201.0,0.0,15.0,19.0,0.847107438,541.0,1.0,1.0,0.627118644,0.144927536,2.0,2.0,22.04347826,13.0,2.1304,-1.0
4.0,3.0,0.0,3.0,18.0,4.0,0.0,3.0,3.0,0.666666667,152.0,1.0,0.0,0.925,0.75,1.0,1.0,36.75,1.0,0.75,-1.0
1.0,3.0,0.0,6.0,2.0,0.0,6.0,0.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
7.0,1.0,0.0,24.0,8.0,3.0,24.0,0.0,7.0,0.666666667,43.0,1.0,0.0,0.0,0.7142857140000001,0.0,0.0,4.714285714,1.0,0.8571,-1.0
1.0,1.0,0.0,20.0,1.0,0.0,19.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
6.0,2.0,0.0,1.0,12.0,0.0,1.0,0.0,6.0,0.0,62.0,1.0,0.0,0.5,0.45833333299999995,1.0,1.0,9.0,1.0,0.8333,-1.0
2.0,4.0,0.0,4.0,4.0,0.0,1.0,3.0,1.0,0.0,16.0,1.0,1.0,0.9375,0.666666667,1.0,1.0,6.5,1.0,0.5,-1.0
10.0,4.0,0.0,17.0,36.0,3.0,5.0,12.0,10.0,0.583333333,253.0,1.0,2.0,0.795454545,0.26666666699999997,1.0,3.0,23.9,7.0,2.3,-1.0
6.0,1.0,0.0,14.0,24.0,15.0,14.0,0.0,5.0,1.0,116.0,0.0,0.0,0.0,0.3,0.0,0.0,18.16666667,2.0,1.0,-1.0
7.0,2.0,0.0,10.0,69.0,15.0,0.0,10.0,2.0,0.5,453.0,1.0,0.0,0.727272727,0.367346939,2.0,4.0,63.57142857,14.0,2.8571,-1.0
7.0,1.0,0.0,3.0,22.0,0.0,3.0,1.0,6.0,0.5555555560000001,112.0,1.0,0.0,0.0,0.47619047600000003,0.0,0.0,14.57142857,4.0,1.4286,-1.0
2.0,3.0,0.0,4.0,15.0,1.0,0.0,4.0,0.0,2.0,59.0,0.0,0.0,0.9523809520000001,0.666666667,1.0,1.0,28.5,1.0,0.5,-1.0
7.0,5.0,0.0,5.0,22.0,0.0,1.0,4.0,5.0,0.5555555560000001,150.0,1.0,0.0,0.848484848,0.47619047600000003,2.0,5.0,20.0,4.0,1.1429,-1.0
24.0,1.0,0.0,23.0,24.0,276.0,3.0,20.0,24.0,2.0,24.0,0.0,0.0,0.0,0.089285714,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,2.0,0.0,6.0,13.0,6.0,1.0,5.0,3.0,2.0,83.0,0.0,0.0,0.625,0.5,0.0,0.0,19.75,1.0,0.75,-1.0
4.0,4.0,0.0,3.0,7.0,0.0,1.0,2.0,4.0,0.0,161.0,1.0,0.0,0.9285714290000001,0.75,2.0,4.0,38.5,1.0,0.5,-1.0
5.0,3.0,0.0,9.0,24.0,10.0,1.0,9.0,3.0,2.0,137.0,0.0,0.0,0.882352941,0.4,0.0,0.0,26.4,6.0,2.8,-1.0
3.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,1.0,0.0,4.0,13.0,0.0,1.0,3.0,4.0,0.666666667,60.0,1.0,1.0,0.0,0.75,0.0,0.0,13.25,1.0,0.75,-1.0
5.0,1.0,1.0,35.0,11.0,4.0,33.0,2.0,5.0,0.25,54.0,1.0,0.0,0.0,0.533333333,0.0,0.0,9.6,1.0,0.6,-1.0
6.0,3.0,0.0,3.0,18.0,0.0,0.0,3.0,6.0,0.64,128.0,1.0,0.0,0.880952381,0.5555555560000001,2.0,2.0,19.5,1.0,0.8333,-1.0
4.0,1.0,0.0,5.0,4.0,6.0,4.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,19.0,1.0,0.0,0.0,0.666666667,0.0,0.0,5.0,1.0,0.6667,-1.0
11.0,2.0,0.0,12.0,15.0,13.0,9.0,4.0,11.0,0.75,97.0,1.0,3.0,0.2,0.22077922100000003,0.0,0.0,7.272727272999999,1.0,0.7273,-1.0
8.0,1.0,0.0,1.0,42.0,24.0,1.0,0.0,7.0,0.7142857140000001,485.0,1.0,0.0,0.0,0.346938776,0.0,0.0,59.375,11.0,4.0,-1.0
50.0,3.0,2.0,55.0,123.0,919.0,25.0,30.0,47.0,0.78425656,918.0,1.0,1.0,0.384615385,0.064444444,2.0,5.0,17.22,6.0,1.88,1.0
18.0,1.0,2.0,23.0,68.0,151.0,16.0,9.0,17.0,1.039215686,413.0,0.166666667,0.0,0.0,0.152777778,0.0,0.0,21.61111111,4.0,1.5,1.0
3.0,2.0,0.0,9.0,28.0,3.0,1.0,8.0,2.0,2.0,155.0,0.0,0.0,0.92,1.0,1.0,1.0,50.66666667,11.0,4.0,1.0
30.0,1.0,0.0,31.0,65.0,303.0,29.0,4.0,26.0,0.689655172,634.0,1.0,0.0,0.0,0.17733990100000002,0.0,0.0,20.03333333,18.0,2.2333,1.0
5.0,4.0,0.0,3.0,20.0,4.0,1.0,2.0,4.0,0.833333333,168.0,0.666666667,0.0,0.896551724,0.46666666700000003,2.0,4.0,32.0,1.0,0.6,1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31.0,2.0,0.0,8.0,77.0,317.0,5.0,3.0,22.0,0.8583333329999999,615.0,0.916666667,0.0,0.469387755,0.14,1.0,1.0,18.451612899999997,5.0,1.5161,1.0
30.0,2.0,59.0,138.0,52.0,361.0,135.0,7.0,20.0,0.86637931,318.0,1.0,4.0,0.236842105,0.195833333,1.0,3.0,9.333333332999999,4.0,1.2,1.0
12.0,3.0,0.0,11.0,38.0,2.0,2.0,10.0,8.0,0.409090909,224.0,1.0,0.0,0.731707317,0.197916667,2.0,3.0,17.5,4.0,1.8333,1.0
19.0,5.0,0.0,14.0,45.0,25.0,4.0,10.0,16.0,0.488888889,458.0,0.8,0.0,0.85046729,0.298245614,4.0,15.0,22.57894737,4.0,1.8421,1.0
9.0,3.0,0.0,7.0,61.0,28.0,0.0,7.0,3.0,0.925,749.0,0.6,0.0,0.8222222220000001,0.28571428600000004,0.0,0.0,81.11111111,7.0,2.2222,1.0
9.0,2.0,0.0,17.0,73.0,14.0,7.0,16.0,4.0,0.725,432.0,1.0,5.0,0.708333333,0.275,1.0,1.0,46.44444444,1.0,0.7778,1.0
21.0,1.0,0.0,2.0,35.0,38.0,2.0,0.0,17.0,0.6318181820000001,617.0,0.818181818,0.0,0.0,0.293650794,0.0,0.0,27.85714286,3.0,0.8571,1.0
7.0,1.0,0.0,3.0,25.0,0.0,1.0,2.0,7.0,0.541666667,211.0,1.0,0.0,0.0,0.47619047600000003,0.0,0.0,28.57142857,5.0,2.0,1.0
6.0,3.0,0.0,5.0,15.0,1.0,0.0,5.0,6.0,0.7,75.0,1.0,0.0,0.880952381,0.5555555560000001,0.0,0.0,10.83333333,1.0,0.8333,1.0
13.0,5.0,0.0,7.0,39.0,0.0,1.0,6.0,7.0,0.712962963,424.0,1.0,0.0,0.7179487179999999,0.292307692,2.0,5.0,30.92307692,9.0,1.4615,1.0
15.0,3.0,0.0,3.0,37.0,41.0,1.0,2.0,14.0,0.6964285709999999,437.0,0.75,1.0,0.454545455,0.311111111,1.0,2.0,27.33333333,1.0,0.8,1.0
38.0,4.0,1.0,31.0,169.0,453.0,3.0,28.0,22.0,0.869565217,2236.0,1.0,2.0,0.684210526,0.144144144,0.0,0.0,57.23684211,5.0,1.2632,1.0
48.0,3.0,0.0,22.0,151.0,498.0,0.0,22.0,38.0,0.8608837970000001,1000.0,1.0,4.0,0.44047619,0.12222222199999999,1.0,3.0,19.5625,2.0,1.125,1.0
15.0,1.0,2.0,8.0,23.0,67.0,6.0,2.0,9.0,0.7142857140000001,170.0,1.0,0.0,0.0,0.5166666670000001,0.0,0.0,9.933333333,2.0,1.0,1.0
41.0,4.0,0.0,28.0,98.0,0.0,0.0,28.0,38.0,0.855555556,890.0,1.0,0.0,0.661016949,0.08059384900000001,3.0,4.0,20.48780488,16.0,1.6341,1.0
20.0,4.0,0.0,11.0,91.0,108.0,1.0,10.0,15.0,0.7763157890000001,962.0,1.0,0.0,0.8041237109999999,0.2125,0.0,0.0,46.3,3.0,1.1,1.0
11.0,1.0,0.0,11.0,54.0,17.0,1.0,10.0,11.0,0.7666666670000001,437.0,1.0,4.0,0.0,0.191919192,0.0,0.0,37.90909091,7.0,1.5455,1.0
22.0,5.0,1.0,17.0,73.0,151.0,4.0,15.0,14.0,0.848484848,618.0,1.0,0.0,0.72,0.22159090899999997,0.0,0.0,26.59090909,7.0,1.6364,1.0
24.0,3.0,0.0,17.0,118.0,72.0,2.0,15.0,17.0,0.851449275,1066.0,0.916666667,1.0,0.6166666670000001,0.185185185,3.0,4.0,42.91666667,6.0,1.7083,1.0
53.0,1.0,1.0,37.0,119.0,1112.0,28.0,9.0,28.0,0.842657343,1739.0,1.0,2.0,0.0,0.244505495,0.0,0.0,31.39622642,23.0,2.8113,1.0
16.0,1.0,3.0,13.0,39.0,80.0,6.0,7.0,12.0,0.876190476,341.0,0.857142857,0.0,0.0,0.28571428600000004,0.0,0.0,19.875,8.0,1.75,1.0
6.0,1.0,0.0,27.0,6.0,15.0,26.0,2.0,6.0,2.0,6.0,0.0,0.0,0.0,0.541666667,0.0,0.0,0.0,1.0,1.0,-1.0
32.0,4.0,0.0,16.0,81.0,406.0,2.0,0.0,27.0,0.925558313,504.0,1.0,0.0,0.683673469,0.3,1.0,3.0,14.34375,1.0,0.9688,-1.0
4.0,2.0,0.0,5.0,6.0,4.0,1.0,4.0,2.0,0.666666667,21.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,1.0,0.5,-1.0
3.0,1.0,0.0,15.0,3.0,3.0,14.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,2.0,0.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,14.0,0.5,1.0,0.923076923,0.75,0.0,0.0,5.0,1.0,0.5,-1.0
3.0,2.0,0.0,10.0,5.0,3.0,7.0,3.0,1.0,1.0,18.0,0.0,1.0,0.8,0.75,1.0,1.0,4.666666667,1.0,0.3333,-1.0
3.0,1.0,0.0,8.0,4.0,0.0,8.0,0.0,3.0,0.5,20.0,1.0,0.0,0.0,0.666666667,0.0,0.0,5.0,1.0,0.6667,-1.0
1.0,1.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
14.0,1.0,0.0,10.0,34.0,65.0,1.0,0.0,13.0,0.355769231,207.0,1.0,0.0,0.0,0.404761905,0.0,0.0,13.21428571,3.0,1.1429,-1.0
13.0,2.0,0.0,11.0,50.0,46.0,0.0,0.0,10.0,0.783333333,267.0,1.0,0.0,0.428571429,0.323076923,0.0,0.0,19.15384615,8.0,1.5385,-1.0
11.0,1.0,0.0,6.0,12.0,25.0,4.0,2.0,11.0,0.8,78.0,1.0,1.0,0.0,0.363636364,0.0,0.0,5.6363636360000005,2.0,1.0,-1.0
12.0,1.0,0.0,3.0,21.0,0.0,1.0,0.0,11.0,0.303030303,222.0,1.0,1.0,0.0,0.316666667,0.0,0.0,17.0,2.0,1.0,-1.0
14.0,1.0,0.0,12.0,41.0,35.0,5.0,7.0,11.0,0.153846154,230.0,1.0,0.0,0.0,0.27678571399999996,0.0,0.0,15.35714286,3.0,1.1429,-1.0
4.0,1.0,0.0,4.0,7.0,0.0,1.0,3.0,4.0,0.333333333,31.0,1.0,2.0,0.0,0.4375,0.0,0.0,6.25,2.0,1.0,-1.0
15.0,2.0,0.0,9.0,40.0,77.0,3.0,7.0,12.0,0.666666667,286.0,1.0,1.0,0.606060606,0.5,1.0,1.0,17.86666667,2.0,0.9333,-1.0
47.0,4.0,0.0,15.0,108.0,865.0,1.0,0.0,45.0,0.9206521740000001,896.0,1.0,0.0,0.592920354,0.221884498,2.0,4.0,17.63829787,3.0,1.0426,-1.0
1.0,1.0,0.0,34.0,1.0,0.0,34.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
5.0,1.0,0.0,6.0,17.0,10.0,4.0,2.0,4.0,2.0,112.0,0.0,0.0,0.0,0.25,0.0,0.0,21.4,3.0,1.6,-1.0
10.0,1.0,0.0,2.0,12.0,25.0,1.0,0.0,10.0,0.805555556,53.0,1.0,0.0,0.0,0.7,0.0,0.0,3.9,1.0,0.9,-1.0
3.0,1.0,0.0,20.0,3.0,3.0,19.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.583333333,0.0,0.0,0.0,1.0,1.0,-1.0
9.0,1.0,0.0,3.0,11.0,26.0,2.0,1.0,9.0,0.85,60.0,1.0,0.0,0.0,0.36111111100000004,0.0,0.0,5.1111111110000005,1.0,0.8889,-1.0
21.0,2.0,0.0,21.0,38.0,170.0,17.0,4.0,21.0,0.6625,224.0,1.0,1.0,0.333333333,0.253968254,1.0,9.0,9.476190476000001,1.0,0.7619,-1.0
10.0,1.0,0.0,27.0,19.0,15.0,25.0,2.0,10.0,0.7555555559999999,138.0,1.0,1.0,0.0,0.233333333,1.0,1.0,12.3,6.0,1.9,-1.0
3.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,3.0,0.5,14.0,1.0,0.0,0.0,0.666666667,0.0,0.0,3.333333333,1.0,0.6667,-1.0
1.0,1.0,0.0,6.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
1.0,1.0,0.0,6.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
11.0,1.0,0.0,6.0,19.0,1.0,5.0,2.0,11.0,0.45,67.0,1.0,1.0,0.0,0.318181818,0.0,0.0,4.909090909,1.0,0.9091,-1.0
23.0,2.0,0.0,7.0,33.0,213.0,4.0,3.0,15.0,0.966403162,284.0,0.47826087,2.0,0.375,0.239130435,0.0,0.0,10.34782609,5.0,1.4348,-1.0
5.0,1.0,0.0,7.0,26.0,4.0,1.0,6.0,3.0,0.0,158.0,1.0,0.0,0.0,0.525,0.0,0.0,30.2,4.0,1.8,-1.0
4.0,1.0,0.0,2.0,6.0,6.0,1.0,1.0,3.0,1.0,23.0,0.0,1.0,0.0,0.666666667,0.0,0.0,4.5,2.0,0.75,-1.0
45.0,4.0,0.0,13.0,113.0,814.0,1.0,0.0,45.0,0.943722944,636.0,1.0,0.0,0.603603604,0.306666667,3.0,5.0,12.66666667,2.0,1.0,-1.0
4.0,1.0,3.0,7.0,5.0,0.0,7.0,0.0,4.0,1.0,32.0,0.25,0.0,0.0,0.5,0.0,0.0,6.0,1.0,0.5,-1.0
2.0,1.0,0.0,4.0,2.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
8.0,1.0,0.0,12.0,29.0,0.0,7.0,5.0,8.0,0.0,126.0,1.0,1.0,0.0,0.41666666700000005,0.0,0.0,14.625,1.0,0.875,-1.0
7.0,4.0,0.0,2.0,20.0,21.0,1.0,1.0,7.0,2.0,67.0,0.0,0.0,0.9104477609999999,0.571428571,2.0,2.0,8.571428571,2.0,1.0,-1.0
13.0,4.0,0.0,4.0,35.0,68.0,0.0,0.0,12.0,0.833333333,194.0,1.0,0.0,0.8481012659999999,0.487179487,0.0,0.0,13.53846154,3.0,1.0769,-1.0
2.0,1.0,0.0,2.0,8.0,1.0,2.0,0.0,1.0,2.0,49.0,0.0,0.0,0.0,0.5,0.0,0.0,23.5,4.0,2.0,-1.0
4.0,1.0,0.0,5.0,22.0,6.0,3.0,2.0,3.0,2.0,100.0,0.0,0.0,0.0,0.41666666700000005,0.0,0.0,24.0,3.0,2.0,-1.0
4.0,1.0,0.0,24.0,104.0,0.0,2.0,22.0,3.0,0.333333333,763.0,1.0,2.0,0.0,0.375,0.0,0.0,189.25,1.0,0.75,-1.0
54.0,2.0,0.0,17.0,137.0,1241.0,7.0,0.0,16.0,0.943951165,1589.0,1.0,1.0,0.27777777800000003,0.205450734,0.0,0.0,27.796296299999998,5.0,1.2037,-1.0
5.0,3.0,0.0,4.0,9.0,2.0,1.0,3.0,5.0,0.85,61.0,0.8,0.0,0.7777777779999999,0.333333333,0.0,0.0,10.2,1.0,0.8,-1.0
10.0,1.0,0.0,20.0,61.0,45.0,6.0,16.0,9.0,2.0,192.0,0.0,0.0,0.0,0.166666667,0.0,0.0,18.2,3.0,1.7,-1.0
17.0,1.0,0.0,6.0,39.0,110.0,2.0,4.0,17.0,0.09375,165.0,1.0,1.0,0.0,0.344537815,0.0,0.0,8.588235294,2.0,1.0588,-1.0
13.0,1.0,0.0,19.0,77.0,0.0,4.0,15.0,12.0,0.25,1090.0,1.0,1.0,0.0,0.253846154,0.0,0.0,82.76923077,14.0,2.8462,-1.0
5.0,1.0,0.0,9.0,20.0,2.0,3.0,6.0,5.0,0.625,89.0,1.0,1.0,0.0,0.533333333,0.0,0.0,16.4,2.0,1.2,-1.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,2.0,0.0,8.0,3.0,0.0,5.0,3.0,2.0,0.0,14.0,1.0,1.0,0.8,0.625,0.0,0.0,5.5,1.0,0.5,-1.0
30.0,1.0,0.0,37.0,68.0,345.0,30.0,9.0,27.0,0.773399015,513.0,1.0,3.0,0.0,0.18226601,0.0,0.0,15.86666667,5.0,1.6,-1.0
