n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
5.0,1.0,0.0,2.0,10.0,0.0,1.0,2.0,4.0,0.375,60.0,1.0,1.0,0.0,0.6,0.0,0.0,10.6,2.0,1.2,-1.0
20.0,2.0,0.0,23.0,47.0,0.0,10.0,16.0,7.0,0.785087719,1605.0,0.291666667,11.0,0.181818182,0.157894737,0.0,0.0,78.05,12.0,3.75,-1.0
13.0,1.0,0.0,4.0,22.0,32.0,3.0,1.0,10.0,0.783333333,135.0,0.8,1.0,0.0,0.269230769,1.0,1.0,9.0,7.0,1.3846,-1.0
6.0,2.0,0.0,3.0,12.0,3.0,0.0,3.0,6.0,0.6,69.0,1.0,0.0,0.555555556,0.380952381,0.0,0.0,9.833333333,1.0,0.6667,-1.0
9.0,1.0,0.0,9.0,51.0,14.0,3.0,6.0,5.0,0.703125,414.0,0.75,2.0,0.0,0.303571429,0.0,0.0,44.11111111,4.0,1.0,-1.0
8.0,2.0,2.0,3.0,15.0,8.0,2.0,2.0,7.0,0.285714286,48.0,0.0,0.0,0.5,0.5,1.0,1.0,4.875,1.0,0.75,-1.0
6.0,1.0,0.0,5.0,12.0,0.0,4.0,1.0,5.0,0.44,387.0,0.2,1.0,0.0,0.4,0.0,0.0,61.83333333,4.0,1.6667,-1.0
20.0,3.0,0.0,2.0,29.0,100.0,2.0,1.0,12.0,0.671052632,569.0,1.0,0.0,0.538461538,0.233333333,2.0,11.0,27.25,6.0,2.7,1.0
166.0,1.0,0.0,44.0,392.0,6747.0,16.0,34.0,88.0,0.886537506,8474.0,0.737704918,12.0,0.0,0.07003367,0.0,0.0,49.68072289,7.0,1.3795,1.0
6.0,1.0,5.0,19.0,19.0,13.0,18.0,1.0,5.0,1.0,119.0,0.333333333,0.0,0.0,0.6,0.0,0.0,18.33333333,1.0,0.6667,1.0
16.0,1.0,0.0,3.0,24.0,0.0,2.0,2.0,12.0,0.383333333,361.0,1.0,2.0,0.0,0.328125,0.0,0.0,21.3125,7.0,1.75,1.0
36.0,1.0,0.0,23.0,77.0,92.0,18.0,5.0,8.0,0.776870748,1568.0,0.523809524,1.0,0.0,0.182857143,1.0,1.0,41.97222222,4.0,1.3056,1.0
6.0,1.0,6.0,15.0,10.0,9.0,14.0,1.0,4.0,0.6,31.0,1.0,0.0,0.0,0.5,0.0,0.0,4.0,1.0,0.8333,1.0
7.0,1.0,1.0,6.0,9.0,21.0,2.0,5.0,1.0,2.0,15.0,0.0,0.0,0.0,0.428571429,0.0,0.0,1.142857143,1.0,0.8571,1.0
13.0,3.0,2.0,9.0,34.0,0.0,2.0,7.0,6.0,0.666666667,345.0,1.0,4.0,0.4,0.21978022,1.0,3.0,24.84615385,3.0,1.1538,1.0
10.0,1.0,0.0,6.0,25.0,0.0,3.0,3.0,10.0,0.703703704,180.0,1.0,2.0,0.0,0.325,0.0,0.0,16.4,3.0,1.1,1.0
8.0,2.0,0.0,9.0,18.0,0.0,2.0,8.0,7.0,0.5,228.0,0.5,0.0,0.714285714,0.357142857,1.0,2.0,27.25,1.0,0.25,1.0
7.0,1.0,1.0,13.0,46.0,0.0,2.0,12.0,7.0,0.69047619,357.0,1.0,2.0,0.0,0.30952381,0.0,0.0,49.0,1.0,0.8571,1.0
4.0,1.0,0.0,5.0,12.0,2.0,2.0,3.0,2.0,0.708333333,354.0,0.0,0.0,0.0,0.428571429,0.0,0.0,85.5,10.0,2.75,1.0
10.0,3.0,1.0,10.0,28.0,0.0,2.0,8.0,10.0,0.0,122.0,1.0,1.0,0.653846154,0.266666667,2.0,2.0,11.1,4.0,1.3,1.0
5.0,4.0,0.0,8.0,20.0,0.0,2.0,6.0,0.0,0.625,389.0,1.0,2.0,0.833333333,0.325,1.0,1.0,76.0,5.0,2.0,1.0
12.0,3.0,0.0,8.0,29.0,26.0,1.0,7.0,7.0,0.609090909,461.0,1.0,3.0,0.444444444,0.305555556,1.0,3.0,36.58333333,2.0,1.0833,1.0
6.0,3.0,0.0,5.0,20.0,5.0,1.0,4.0,5.0,0.825,247.0,0.0,1.0,0.722222222,0.333333333,1.0,4.0,38.83333333,16.0,3.6667,1.0
24.0,1.0,3.0,41.0,29.0,270.0,30.0,14.0,23.0,0.913043478,138.0,1.0,1.0,0.0,0.275,0.0,0.0,4.708333333,1.0,0.9583,1.0
7.0,3.0,0.0,7.0,21.0,9.0,2.0,6.0,6.0,0.777777778,120.0,0.333333333,1.0,0.705882353,0.333333333,2.0,3.0,15.71428571,6.0,1.7143,1.0
13.0,2.0,0.0,24.0,64.0,72.0,1.0,24.0,2.0,0.866666667,856.0,0.2,2.0,0.388888889,0.155555556,1.0,1.0,64.46153846,4.0,1.1538,1.0
4.0,4.0,0.0,6.0,8.0,4.0,2.0,5.0,2.0,2.0,42.0,0.0,0.0,0.896551724,0.35,1.0,1.0,9.5,4.0,1.5,1.0
14.0,1.0,0.0,9.0,16.0,91.0,9.0,0.0,14.0,2.0,228.0,0.0,0.0,0.0,0.261904762,0.0,0.0,15.28571429,2.0,1.6429,1.0
6.0,2.0,0.0,10.0,25.0,0.0,2.0,10.0,6.0,0.666666667,91.0,0.0,3.0,0.5,0.333333333,0.0,0.0,13.66666667,1.0,0.8333,1.0
1.0,1.0,1.0,23.0,2.0,0.0,23.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0
25.0,2.0,2.0,20.0,82.0,160.0,5.0,18.0,8.0,0.881944444,596.0,0.833333333,5.0,0.768421053,0.197916667,2.0,8.0,22.36,3.0,1.08,1.0
7.0,1.0,0.0,4.0,8.0,19.0,4.0,0.0,7.0,0.979166667,49.0,0.0,2.0,0.0,0.523809524,0.0,0.0,4.857142857,2.0,0.7143,1.0
6.0,2.0,0.0,9.0,28.0,0.0,1.0,8.0,6.0,0.0,149.0,1.0,1.0,0.705882353,0.333333333,2.0,3.0,23.66666667,4.0,1.5,1.0
13.0,3.0,0.0,6.0,29.0,38.0,2.0,4.0,11.0,0.716666667,178.0,0.6,1.0,0.466666667,0.285714286,1.0,2.0,12.30769231,1.0,0.6154,1.0
4.0,1.0,0.0,7.0,6.0,0.0,7.0,0.0,2.0,0.875,83.0,0.125,7.0,0.0,0.555555556,1.0,1.0,17.75,5.0,1.5,1.0
3.0,3.0,0.0,5.0,11.0,3.0,0.0,5.0,3.0,1.0,55.0,1.0,0.0,0.958333333,0.666666667,1.0,2.0,17.0,1.0,0.6667,1.0
38.0,4.0,0.0,30.0,97.0,553.0,22.0,10.0,28.0,0.93799682,729.0,0.411764706,1.0,0.686956522,0.162162162,1.0,2.0,17.73684211,6.0,1.2895,1.0
4.0,2.0,0.0,4.0,9.0,0.0,2.0,3.0,3.0,0.833333333,31.0,0.5,0.0,0.25,0.416666667,0.0,0.0,6.25,1.0,0.75,1.0
6.0,1.0,5.0,38.0,8.0,15.0,37.0,1.0,6.0,2.0,21.0,0.0,0.0,0.0,0.583333333,0.0,0.0,2.5,1.0,0.8333,1.0
26.0,1.0,0.0,13.0,58.0,0.0,0.0,13.0,22.0,0.344,719.0,1.0,4.0,0.0,0.184615385,0.0,0.0,26.26923077,2.0,1.1538,1.0
2.0,1.0,0.0,17.0,7.0,1.0,17.0,0.0,2.0,2.0,21.0,0.0,0.0,0.0,0.5,0.0,0.0,9.5,2.0,1.0,1.0
55.0,2.0,1.0,12.0,69.0,0.0,9.0,4.0,54.0,0.240740741,1531.0,1.0,0.0,0.018867925,0.287878788,1.0,1.0,26.8,8.0,1.9455,1.0
8.0,2.0,4.0,8.0,11.0,8.0,4.0,4.0,8.0,0.428571429,54.0,1.0,0.0,0.416666667,0.3125,2.0,2.0,5.625,4.0,1.25,1.0
14.0,3.0,0.0,5.0,29.0,53.0,1.0,4.0,6.0,0.692307692,514.0,1.0,1.0,0.541666667,0.333333333,1.0,4.0,34.92857143,14.0,2.2857,1.0
4.0,3.0,0.0,3.0,5.0,0.0,1.0,2.0,3.0,1.333333333,27.0,0.0,0.0,0.892857143,0.5,1.0,2.0,5.5,1.0,0.75,1.0
24.0,1.0,3.0,7.0,34.0,140.0,3.0,4.0,21.0,0.855978261,593.0,1.0,0.0,0.0,0.171875,0.0,0.0,23.04166667,20.0,2.125,1.0
5.0,2.0,0.0,19.0,18.0,0.0,8.0,15.0,4.0,0.785714286,84.0,0.0,7.0,0.5,0.4,0.0,0.0,14.4,3.0,1.2,1.0
