n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
5.0,1.0,0.0,1.0,22.0,10.0,1.0,0.0,3.0,1.25,103.0,1.0,0.0,0.0,0.2,0.0,0.0,19.2,2.0,1.0,-1.0
13.0,1.0,0.0,28.0,104.0,76.0,2.0,26.0,8.0,0.916666667,691.0,1.0,1.0,0.0,0.227272727,0.0,0.0,52.07692308,8.0,1.6154,-1.0
3.0,1.0,0.0,16.0,3.0,3.0,15.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,2.0,0.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,8.0,0.0,0.0,0.666666667,0.75,1.0,1.0,3.0,1.0,0.5,-1.0
8.0,1.0,0.0,10.0,21.0,28.0,5.0,5.0,7.0,2.0,130.0,0.0,0.0,0.0,0.3125,0.0,0.0,15.25,5.0,2.625,-1.0
13.0,1.0,0.0,19.0,77.0,0.0,4.0,15.0,12.0,0.25,1090.0,1.0,1.0,0.0,0.253846154,0.0,0.0,82.76923077,14.0,2.8462,-1.0
10.0,1.0,0.0,20.0,61.0,45.0,6.0,16.0,9.0,2.0,192.0,0.0,0.0,0.0,0.166666667,0.0,0.0,18.2,3.0,1.7,-1.0
4.0,3.0,0.0,2.0,8.0,6.0,2.0,0.0,4.0,1.333333333,21.0,1.0,0.0,1.0,0.666666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,1.0,0.0,12.0,5.0,0.0,12.0,1.0,4.0,0.5,24.0,1.0,1.0,0.0,0.5,0.0,0.0,4.5,1.0,0.75,-1.0
1.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
1.0,1.0,0.0,6.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
37.0,4.0,0.0,19.0,107.0,526.0,0.0,0.0,30.0,0.909259259,659.0,0.933333333,0.0,0.650485437,0.32972973,2.0,3.0,16.40540541,3.0,1.027,-1.0
1.0,1.0,0.0,6.0,1.0,0.0,4.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,1.0,0.0,11.0,22.0,3.0,0.0,11.0,3.0,2.0,101.0,0.0,0.0,0.0,0.416666667,0.0,0.0,32.66666667,2.0,1.3333,-1.0
9.0,2.0,2.0,7.0,28.0,10.0,2.0,5.0,8.0,0.583333333,124.0,1.0,2.0,0.466666667,0.259259259,1.0,1.0,12.44444444,2.0,1.0,-1.0
3.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,2.0,0.0,6.0,13.0,1.0,1.0,6.0,2.0,2.0,46.0,0.0,0.0,0.857142857,0.666666667,0.0,0.0,22.0,5.0,2.5,-1.0
2.0,1.0,0.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,2.0,0.0,3.0,11.0,6.0,1.0,2.0,4.0,2.0,48.0,0.0,0.0,0.727272727,0.666666667,1.0,1.0,11.0,2.0,1.0,-1.0
1.0,1.0,0.0,7.0,1.0,0.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,1.0,0.0,15.0,3.0,3.0,14.0,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,4.0,0.333333333,35.0,1.0,2.0,0.0,0.5,0.0,0.0,7.25,3.0,1.25,-1.0
13.0,2.0,0.0,11.0,50.0,46.0,0.0,0.0,10.0,0.783333333,267.0,1.0,0.0,0.428571429,0.323076923,0.0,0.0,19.15384615,8.0,1.5385,-1.0
3.0,3.0,0.0,5.0,9.0,0.0,1.0,4.0,3.0,0.833333333,40.0,0.666666667,2.0,0.875,0.5,0.0,0.0,11.33333333,1.0,0.6667,-1.0
14.0,1.0,0.0,12.0,41.0,35.0,5.0,7.0,11.0,0.153846154,230.0,1.0,0.0,0.0,0.276785714,0.0,0.0,15.35714286,3.0,1.1429,-1.0
10.0,1.0,3.0,9.0,15.0,29.0,3.0,6.0,8.0,0.777777778,67.0,1.0,1.0,0.0,0.65,0.0,0.0,5.3,2.0,1.0,-1.0
22.0,4.0,5.0,30.0,104.0,63.0,5.0,25.0,11.0,0.571428571,707.0,1.0,1.0,0.875739645,0.184659091,4.0,12.0,31.04545455,9.0,1.7727,-1.0
11.0,1.0,0.0,7.0,20.0,37.0,7.0,0.0,10.0,0.625,132.0,1.0,0.0,0.0,0.393939394,1.0,1.0,10.63636364,3.0,1.4545,-1.0
5.0,2.0,0.0,10.0,44.0,0.0,3.0,7.0,5.0,0.5,305.0,1.0,2.0,0.833333333,0.6,1.0,1.0,59.4,1.0,0.8,1.0
29.0,1.0,0.0,39.0,116.0,90.0,1.0,38.0,22.0,0.915584416,1109.0,0.818181818,5.0,0.0,0.149350649,0.0,0.0,36.86206897,14.0,2.069,1.0
28.0,1.0,0.0,32.0,82.0,374.0,26.0,7.0,24.0,1.012345679,926.0,0.166666667,0.0,0.0,0.226337449,0.0,0.0,31.64285714,23.0,2.6786,1.0
38.0,4.0,4.0,21.0,104.0,613.0,4.0,0.0,29.0,0.897683398,839.0,1.0,1.0,0.644230769,0.22556391,1.0,1.0,20.71052632,18.0,1.8158,1.0
33.0,1.0,0.0,54.0,277.0,194.0,9.0,48.0,20.0,0.75625,2591.0,1.0,4.0,0.0,0.10955711,0.0,0.0,77.36363636,19.0,4.0,1.0
55.0,1.0,0.0,31.0,123.0,1255.0,17.0,15.0,41.0,0.87037037,1167.0,1.0,6.0,0.0,0.108932462,0.0,0.0,19.94545455,9.0,1.7091,1.0
28.0,1.0,0.0,11.0,72.0,118.0,5.0,10.0,18.0,0.994026284,719.0,0.967741935,0.0,0.0,0.220238095,0.0,0.0,23.57142857,6.0,2.7143,1.0
12.0,4.0,0.0,8.0,24.0,30.0,0.0,0.0,12.0,0.8,124.0,1.0,0.0,0.858974359,0.708333333,0.0,0.0,8.916666667,1.0,0.9167,1.0
