n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,l
9.0,2.0,1.0,20.0,10.0,36.0,19.0,6.0,1.0,2.0,28.0,0.0,0.0,0.6,0.314814815,0.0,0.0,2.111111111,1.0,0.8889,-1.0
5.0,3.0,0.0,20.0,33.0,0.0,1.0,20.0,4.0,0.416666667,237.0,1.0,1.0,0.933333333,0.333333333,2.0,6.0,45.8,4.0,2.0,-1.0
13.0,2.0,0.0,3.0,36.0,0.0,1.0,2.0,13.0,0.083333333,369.0,0.0,1.0,0.5,0.230769231,0.0,0.0,27.30769231,2.0,1.0,-1.0
3.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.423076923,3769.0,0.0,0.0,0.976190476,1.0,0.0,0.0,1251.0,1.0,0.3333,-1.0
2.0,3.0,0.0,3.0,6.0,0.0,0.0,3.0,2.0,0.0,28.0,1.0,1.0,0.952380952,0.666666667,1.0,2.0,12.5,3.0,1.5,-1.0
2.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,13.0,0.0,0.0,0.976190476,0.75,1.0,1.0,5.5,1.0,0.5,-1.0
2.0,4.0,1.0,9.0,14.0,1.0,2.0,7.0,1.0,2.0,50.0,0.0,0.0,0.995260664,0.625,2.0,2.0,24.0,1.0,0.5,-1.0
41.0,3.0,0.0,4.0,66.0,742.0,2.0,2.0,40.0,0.95,337.0,1.0,0.0,0.74,0.148217636,3.0,14.0,7.195121951,3.0,1.0,-1.0
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,-1.0
5.0,4.0,0.0,11.0,10.0,4.0,1.0,11.0,4.0,0.5,38.0,1.0,0.0,0.947368421,0.36,2.0,8.0,6.4,1.0,0.8,-1.0
3.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.666666667,0.0,0.0,2.333333333,1.0,0.6667,-1.0
1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
7.0,7.0,0.0,23.0,40.0,1.0,0.0,23.0,7.0,0.583333333,297.0,1.0,0.0,0.951612903,0.314285714,5.0,11.0,41.14285714,4.0,1.5714,-1.0
4.0,4.0,0.0,33.0,45.0,0.0,1.0,32.0,3.0,0.083333333,524.0,1.0,4.0,0.96969697,0.458333333,3.0,7.0,129.0,8.0,2.5,-1.0
9.0,5.0,0.0,7.0,26.0,28.0,1.0,6.0,5.0,0.5,207.0,1.0,1.0,0.927927928,0.416666667,2.0,8.0,21.88888889,4.0,1.7778,-1.0
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,2.0,19.0,0.0,0.0,0.952380952,0.555555556,1.0,1.0,5.333333333,1.0,0.6667,-1.0
3.0,4.0,0.0,2.0,6.0,0.0,1.0,1.0,3.0,0.0,48.0,1.0,0.0,1.0,0.777777778,0.0,0.0,14.66666667,0.0,0.0,-1.0
3.0,4.0,0.0,39.0,5.0,0.0,39.0,0.0,3.0,0.0,22.0,1.0,0.0,0.944444444,0.666666667,0.0,0.0,6.0,1.0,0.3333,-1.0
8.0,2.0,1.0,4.0,21.0,0.0,2.0,3.0,8.0,0.333333333,158.0,1.0,2.0,0.65,0.34375,1.0,5.0,18.375,3.0,1.5,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
9.0,1.0,0.0,11.0,9.0,36.0,10.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,0.333333333,0.0,0.0,0.0,1.0,1.0,-1.0
7.0,4.0,0.0,19.0,38.0,7.0,0.0,19.0,5.0,0.458333333,275.0,1.0,1.0,0.941176471,0.285714286,3.0,13.0,37.71428571,12.0,3.2857,-1.0
81.0,2.0,0.0,10.0,167.0,0.0,1.0,9.0,75.0,0.841666667,1040.0,1.0,1.0,0.520958084,0.114403292,2.0,7.0,11.65432099,10.0,1.1728,-1.0
8.0,1.0,0.0,1.0,8.0,28.0,0.0,1.0,8.0,2.0,8.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,1.0,1.0,-1.0
46.0,1.0,0.0,3.0,53.0,1009.0,2.0,1.0,45.0,0.966666667,245.0,0.0,0.0,0.0,0.190217391,0.0,0.0,4.195652174,1.0,0.9783,-1.0
8.0,2.0,1.0,5.0,17.0,0.0,3.0,2.0,8.0,0.0,47.0,0.0,1.0,0.740740741,0.416666667,1.0,1.0,4.75,1.0,0.875,-1.0
4.0,5.0,0.0,0.0,8.0,6.0,0.0,0.0,4.0,2.0,20.0,0.0,0.0,0.963855422,0.625,0.0,0.0,4.0,1.0,0.75,-1.0
9.0,1.0,0.0,47.0,9.0,36.0,41.0,6.0,9.0,2.0,9.0,0.0,0.0,0.0,0.238095238,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,2.0,0.0,18.0,0.0,1.0,0.964285714,0.666666667,1.0,1.0,7.5,1.0,0.5,-1.0
5.0,2.0,10.0,24.0,17.0,10.0,14.0,10.0,4.0,2.0,56.0,0.0,0.0,0.931034483,0.44,1.0,4.0,10.2,1.0,0.8,-1.0
10.0,4.0,0.0,9.0,23.0,23.0,1.0,8.0,10.0,0.555555556,89.0,0.0,1.0,0.905263158,0.28,3.0,22.0,7.8,2.0,1.0,-1.0
38.0,1.0,0.0,4.0,68.0,0.0,3.0,1.0,38.0,0.081081081,267.0,1.0,0.0,0.0,0.192105263,1.0,1.0,6.0,2.0,1.0,-1.0
7.0,2.0,0.0,1.0,13.0,0.0,1.0,0.0,7.0,0.0,65.0,1.0,0.0,0.684210526,0.342857143,1.0,2.0,8.142857143,1.0,0.8571,-1.0
15.0,1.0,0.0,13.0,26.0,1.0,12.0,2.0,14.0,0.553571429,477.0,1.0,1.0,0.0,0.383333333,0.0,0.0,30.53333333,6.0,2.4667,-1.0
4.0,4.0,1.0,9.0,8.0,4.0,7.0,4.0,4.0,0.666666667,30.0,1.0,0.0,0.99086758,0.45,0.0,0.0,6.25,1.0,0.5,-1.0
11.0,1.0,0.0,2.0,18.0,19.0,0.0,2.0,9.0,0.75,138.0,1.0,0.0,0.0,0.424242424,0.0,0.0,11.0,3.0,1.2727,-1.0
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,-1.0
10.0,1.0,0.0,8.0,21.0,0.0,1.0,8.0,10.0,0.711111111,205.0,0.0,5.0,0.0,0.4,0.0,0.0,18.5,3.0,1.7,-1.0
3.0,4.0,0.0,8.0,16.0,3.0,1.0,8.0,3.0,2.0,176.0,0.0,0.0,0.975903614,0.583333333,2.0,12.0,57.66666667,1.0,0.6667,-1.0
15.0,1.0,0.0,7.0,25.0,49.0,2.0,5.0,12.0,0.833333333,139.0,0.833333333,3.0,0.0,0.208333333,0.0,0.0,7.866666667,6.0,1.2667,-1.0
6.0,3.0,0.0,13.0,28.0,0.0,0.0,13.0,6.0,0.0,101.0,1.0,1.0,0.934210526,0.305555556,2.0,8.0,15.66666667,1.0,0.8333,-1.0
2.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,29.0,0.0,0.0,0.0,0.875,0.0,0.0,12.0,0.0,0.0,-1.0
7.0,1.0,0.0,8.0,19.0,0.0,3.0,7.0,5.0,0.5,157.0,0.0,1.0,0.0,0.458333333,0.0,0.0,21.14285714,4.0,1.4286,-1.0
4.0,5.0,0.0,4.0,13.0,0.0,1.0,3.0,2.0,0.636363636,179.0,1.0,0.0,0.989528796,0.55,1.0,1.0,41.0,1.0,0.5,-1.0
2.0,1.0,0.0,9.0,10.0,0.0,2.0,7.0,2.0,0.4,110.0,1.0,4.0,0.0,0.625,0.0,0.0,51.5,9.0,4.5,-1.0
7.0,3.0,3.0,16.0,22.0,0.0,10.0,9.0,7.0,0.416666667,146.0,1.0,2.0,0.934210526,0.357142857,2.0,4.0,19.57142857,3.0,1.1429,-1.0
1.0,1.0,0.0,7.0,1.0,0.0,6.0,1.0,0.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,-1.0
3.0,1.0,0.0,1.0,9.0,0.0,1.0,1.0,2.0,0.0,67.0,1.0,1.0,0.0,0.5,0.0,0.0,20.0,3.0,1.6667,-1.0
8.0,2.0,0.0,2.0,19.0,0.0,1.0,1.0,8.0,0.657142857,183.0,1.0,0.0,0.932692308,0.35,0.0,0.0,21.25,5.0,1.625,-1.0
4.0,2.0,1.0,5.0,11.0,4.0,1.0,5.0,4.0,2.0,63.0,0.0,0.0,0.823529412,0.5,1.0,4.0,14.75,5.0,1.75,-1.0
6.0,2.0,0.0,4.0,25.0,13.0,2.0,2.0,5.0,0.9,104.0,1.0,1.0,0.871794872,0.305555556,1.0,1.0,16.0,2.0,1.0,-1.0
3.0,5.0,0.0,6.0,10.0,3.0,1.0,5.0,1.0,2.0,30.0,0.0,0.0,0.990697674,0.583333333,1.0,2.0,9.0,1.0,0.6667,-1.0
14.0,6.0,0.0,11.0,32.0,0.0,1.0,11.0,11.0,0.730769231,163.0,1.0,2.0,0.914285714,0.234693878,4.0,8.0,10.35714286,3.0,1.2143,-1.0
5.0,4.0,3.0,17.0,21.0,0.0,3.0,14.0,5.0,0.25,149.0,1.0,2.0,0.96969697,0.366666667,3.0,14.0,28.4,4.0,1.2,-1.0
9.0,2.0,0.0,3.0,22.0,0.0,0.0,3.0,9.0,0.5,67.0,0.0,2.0,0.714285714,0.407407407,1.0,1.0,6.222222222,1.0,0.8889,-1.0
1.0,1.0,0.0,8.0,1.0,0.0,8.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,4.0,0.0,21.0,26.0,0.0,0.0,21.0,3.0,0.166666667,246.0,1.0,3.0,0.979591837,0.444444444,3.0,14.0,80.0,4.0,1.6667,-1.0
3.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,24.0,0.0,0.0,0.5,0.555555556,0.0,0.0,7.0,2.0,1.3333,-1.0
10.0,1.0,0.0,1.0,10.0,45.0,1.0,0.0,10.0,1.111111111,11.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,-1.0
29.0,1.0,0.0,24.0,44.0,0.0,23.0,1.0,21.0,0.640625,1655.0,0.0625,1.0,0.0,0.242063492,0.0,0.0,55.51724138,11.0,3.0,-1.0
17.0,1.0,0.0,3.0,39.0,62.0,2.0,1.0,16.0,0.7578125,276.0,1.0,1.0,0.0,0.441176471,0.0,0.0,14.76470588,4.0,1.4706,-1.0
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
3.0,4.0,0.0,9.0,29.0,3.0,2.0,9.0,2.0,2.0,107.0,0.0,0.0,0.990566038,0.666666667,1.0,1.0,34.66666667,1.0,0.6667,-1.0
8.0,5.0,0.0,29.0,45.0,0.0,1.0,29.0,8.0,0.142857143,241.0,1.0,1.0,0.933962264,0.270833333,4.0,5.0,29.0,6.0,1.875,-1.0
2.0,3.0,0.0,5.0,4.0,1.0,1.0,4.0,2.0,2.0,9.0,0.0,0.0,0.975609756,0.75,1.0,1.0,3.5,1.0,0.5,-1.0
20.0,2.0,0.0,12.0,48.0,0.0,2.0,10.0,18.0,0.447368421,184.0,0.0,2.0,0.540540541,0.258333333,1.0,1.0,8.1,2.0,0.9,-1.0
6.0,1.0,2.0,6.0,25.0,3.0,5.0,1.0,6.0,0.56,424.0,0.0,1.0,0.0,0.375,0.0,0.0,68.83333333,8.0,2.8333,-1.0
4.0,1.0,0.0,6.0,4.0,6.0,6.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,1.0,1.0,-1.0
7.0,3.0,0.0,89.0,13.0,0.0,88.0,2.0,7.0,0.083333333,98.0,0.0,2.0,0.85,0.371428571,1.0,2.0,12.71428571,3.0,0.7143,-1.0
3.0,3.0,0.0,6.0,7.0,3.0,1.0,5.0,3.0,2.0,24.0,0.0,0.0,0.952380952,0.555555556,1.0,1.0,7.0,1.0,0.6667,-1.0
2.0,4.0,0.0,6.0,17.0,1.0,1.0,5.0,1.0,2.0,65.0,0.0,0.0,0.995260664,0.625,3.0,4.0,31.5,1.0,0.5,-1.0
4.0,2.0,0.0,1.0,15.0,0.0,0.0,1.0,4.0,0.833333333,62.0,0.0,0.0,0.571428571,0.5,1.0,4.0,14.0,3.0,1.5,-1.0
3.0,1.0,0.0,13.0,19.0,3.0,1.0,13.0,3.0,2.0,207.0,0.0,0.0,0.0,0.444444444,0.0,0.0,68.0,11.0,5.3333,-1.0
6.0,5.0,0.0,2.0,11.0,15.0,1.0,1.0,6.0,2.0,34.0,0.0,0.0,1.0,0.625,0.0,0.0,4.666666667,0.0,0.0,-1.0
31.0,4.0,0.0,10.0,59.0,117.0,1.0,10.0,29.0,0.5,823.0,0.5,0.0,0.802721088,0.150537634,4.0,20.0,25.41935484,14.0,2.9032,-1.0
4.0,4.0,0.0,5.0,6.0,4.0,1.0,4.0,4.0,0.666666667,26.0,1.0,0.0,0.964285714,0.45,0.0,0.0,5.25,1.0,0.75,-1.0
3.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,2.0,1.423076923,3769.0,0.0,0.0,0.976190476,1.0,0.0,0.0,1251.0,1.0,0.3333,-1.0
29.0,1.0,0.0,14.0,73.0,116.0,2.0,12.0,29.0,0.857142857,462.0,1.0,3.0,0.0,0.237068966,0.0,0.0,14.51724138,2.0,1.0,-1.0
7.0,4.0,1.0,11.0,47.0,15.0,2.0,9.0,3.0,0.333333333,268.0,1.0,0.0,0.972222222,0.5,1.0,1.0,37.14285714,1.0,0.8571,-1.0
4.0,3.0,0.0,15.0,20.0,6.0,0.0,15.0,3.0,2.0,92.0,0.0,0.0,0.949152542,0.4,1.0,3.0,22.0,1.0,0.75,-1.0
3.0,3.0,0.0,6.0,7.0,1.0,1.0,5.0,3.0,2.0,42.0,0.0,0.0,0.953488372,0.833333333,1.0,6.0,13.0,1.0,0.6667,-1.0
3.0,3.0,0.0,7.0,7.0,3.0,2.0,5.0,3.0,2.0,25.0,0.0,0.0,0.953488372,0.555555556,1.0,1.0,7.333333333,1.0,0.6667,-1.0
1.0,3.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
25.0,1.0,0.0,53.0,25.0,300.0,52.0,2.0,25.0,1.041666667,28.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,1.0,1.0,-1.0
22.0,1.0,6.0,15.0,42.0,0.0,9.0,6.0,19.0,0.238095238,140.0,0.0,1.0,0.0,0.265151515,0.0,0.0,5.318181818,1.0,0.9091,-1.0
2.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,14.0,1.0,0.0,0.966666667,0.75,0.0,0.0,5.5,1.0,0.5,-1.0
5.0,4.0,0.0,9.0,31.0,2.0,2.0,7.0,4.0,0.333333333,151.0,1.0,1.0,0.981308411,0.4,1.0,2.0,28.6,1.0,0.8,-1.0
1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
5.0,1.0,0.0,1.0,11.0,0.0,0.0,1.0,5.0,0.0,41.0,1.0,0.0,0.0,0.36,0.0,0.0,7.0,1.0,0.8,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
9.0,1.0,0.0,0.0,9.0,36.0,0.0,0.0,9.0,1.125,19.0,0.0,0.0,0.0,0.555555556,0.0,0.0,0.0,1.0,1.0,-1.0
13.0,1.0,0.0,8.0,46.0,42.0,4.0,5.0,13.0,0.625,339.0,0.5,0.0,0.0,0.340659341,0.0,0.0,24.92307692,5.0,1.8462,-1.0
2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.0,1.0,1.0,-1.0
11.0,4.0,0.0,20.0,42.0,0.0,2.0,19.0,11.0,0.64,380.0,1.0,3.0,0.879518072,0.204545455,2.0,7.0,33.09090909,35.0,4.8182,-1.0
3.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.611111111,0.0,0.0,0.0,1.0,1.0,-1.0
82.0,1.0,0.0,45.0,244.0,2147.0,6.0,41.0,72.0,0.882716049,2845.0,0.625,4.0,0.0,0.086934156,0.0,0.0,33.5,4.0,1.1707,-1.0
5.0,1.0,12.0,31.0,6.0,10.0,31.0,0.0,5.0,2.0,19.0,0.0,0.0,0.0,0.9,0.0,0.0,2.8,1.0,0.8,-1.0
3.0,3.0,2.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,6.0,0.0,0.0,0.97260274,0.666666667,0.0,0.0,1.0,1.0,0.6667,-1.0
2.0,4.0,0.0,10.0,12.0,1.0,0.0,10.0,2.0,2.0,39.0,0.0,0.0,0.989690722,0.6,2.0,4.0,18.5,2.0,1.0,-1.0
5.0,2.0,1.0,5.0,16.0,2.0,1.0,5.0,4.0,0.625,110.0,0.5,1.0,0.823529412,0.5,1.0,4.0,20.6,9.0,2.2,-1.0
19.0,1.0,0.0,1.0,19.0,171.0,1.0,0.0,19.0,2.0,19.0,0.0,0.0,0.0,0.381578947,0.0,0.0,0.0,1.0,1.0,-1.0
1.0,3.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
42.0,1.0,0.0,3.0,68.0,375.0,1.0,2.0,29.0,0.780487805,2044.0,1.0,0.0,0.0,0.226480836,0.0,0.0,47.38095238,33.0,3.1429,-1.0
4.0,4.0,0.0,13.0,13.0,6.0,1.0,12.0,4.0,2.0,59.0,0.0,0.0,0.96969697,0.4375,2.0,4.0,13.75,3.0,1.25,-1.0
1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
13.0,1.0,0.0,12.0,32.0,34.0,3.0,9.0,13.0,0.826388889,289.0,0.75,0.0,0.0,0.201923077,0.0,0.0,20.30769231,2.0,1.0769,-1.0
6.0,2.0,0.0,2.0,8.0,5.0,2.0,0.0,6.0,0.8,47.0,0.0,0.0,0.642857143,0.444444444,0.0,0.0,6.0,1.0,0.8333,-1.0
1.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,13.0,0.0,0.0,0.976190476,0.75,1.0,1.0,5.5,1.0,0.5,-1.0
3.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,24.0,0.0,0.0,0.5,0.555555556,0.0,0.0,7.0,2.0,1.3333,-1.0
20.0,2.0,0.0,9.0,38.0,34.0,2.0,7.0,20.0,0.778947368,385.0,1.0,4.0,0.40625,0.242857143,1.0,7.0,18.0,11.0,2.55,-1.0
2.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,35.0,1.0,2.0,0.0,0.666666667,0.0,0.0,15.5,2.0,1.0,-1.0
2.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,0.0,0.0,0.75,0.0,0.0,2.5,1.0,0.5,-1.0
7.0,1.0,1.0,2.0,14.0,19.0,2.0,1.0,5.0,0.833333333,76.0,1.0,0.0,0.0,0.375,0.0,0.0,9.714285714,2.0,0.8571,-1.0
5.0,1.0,0.0,3.0,9.0,0.0,2.0,1.0,4.0,0.25,27.0,0.0,1.0,0.0,0.3,0.0,0.0,4.2,1.0,0.6,-1.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
15.0,4.0,1.0,12.0,37.0,0.0,11.0,1.0,15.0,0.392857143,357.0,0.0,0.0,0.62962963,0.311111111,1.0,2.0,22.66666667,8.0,2.0,-1.0
7.0,3.0,0.0,14.0,25.0,0.0,2.0,13.0,6.0,0.5,118.0,1.0,1.0,0.903225806,0.285714286,1.0,6.0,15.57142857,5.0,1.4286,-1.0
5.0,2.0,0.0,4.0,7.0,0.0,3.0,1.0,5.0,0.0,45.0,0.0,0.0,0.966666667,0.4,0.0,0.0,7.8,1.0,0.2,-1.0
2.0,3.0,0.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,13.0,0.0,0.0,0.976190476,0.75,1.0,1.0,5.5,1.0,0.5,-1.0
5.0,2.0,0.0,6.0,19.0,0.0,6.0,0.0,5.0,0.0,91.0,1.0,0.0,0.857142857,0.533333333,1.0,3.0,17.0,2.0,1.2,-1.0
15.0,5.0,0.0,6.0,39.0,91.0,0.0,6.0,13.0,0.857142857,181.0,1.0,0.0,0.729166667,0.16,1.0,5.0,10.93333333,3.0,1.0667,-1.0
2.0,4.0,1.0,5.0,4.0,1.0,1.0,5.0,2.0,2.0,11.0,0.0,0.0,1.0,0.6,0.0,0.0,4.5,0.0,0.0,-1.0
10.0,3.0,0.0,19.0,33.0,0.0,6.0,15.0,7.0,0.583333333,262.0,1.0,0.0,0.875,0.266666667,2.0,6.0,24.8,10.0,2.1,-1.0
10.0,1.0,0.0,0.0,15.0,37.0,0.0,0.0,10.0,0.777777778,64.0,1.0,0.0,0.0,0.375,0.0,0.0,5.0,1.0,0.8,-1.0
10.0,3.0,4.0,124.0,15.0,27.0,120.0,5.0,9.0,0.888888889,87.0,1.0,2.0,0.898734177,0.288888889,0.0,0.0,6.9,1.0,0.8,-1.0
4.0,2.0,1.0,6.0,19.0,0.0,1.0,6.0,4.0,0.333333333,164.0,1.0,1.0,0.823529412,0.5,1.0,4.0,39.75,11.0,3.25,-1.0
4.0,1.0,0.0,4.0,40.0,0.0,0.0,4.0,3.0,0.333333333,240.0,1.0,0.0,0.0,0.333333333,0.0,0.0,58.0,12.0,3.75,-1.0
17.0,1.0,0.0,3.0,33.0,0.0,3.0,0.0,17.0,0.4875,305.0,1.0,0.0,0.0,0.264705882,0.0,0.0,16.64705882,4.0,1.2941,-1.0
1.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,-1.0
11.0,4.0,1.0,17.0,45.0,39.0,10.0,10.0,9.0,0.8,333.0,1.0,0.0,0.964285714,0.309090909,1.0,2.0,28.90909091,4.0,1.5455,-1.0
3.0,4.0,0.0,8.0,11.0,0.0,0.0,8.0,3.0,0.0,51.0,1.0,1.0,0.979591837,0.444444444,3.0,13.0,15.66666667,2.0,1.0,-1.0
3.0,1.0,6.0,8.0,4.0,3.0,7.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.555555556,0.0,0.0,1.0,1.0,0.6667,-1.0
2.0,4.0,0.0,10.0,10.0,1.0,0.0,10.0,2.0,2.0,26.0,0.0,0.0,0.989690722,0.6,2.0,4.0,12.0,1.0,0.5,-1.0
1.0,6.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-1.0
1.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-1.0
