n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
2.0,7.0,7.0,3.0,35.0,10.0,4.0,0.1,4.0,2.5,1.0,0.25,19.0,3.0,0.67,38.0,3.0,60.5,14.75,13163.37,0.3,153.0,0.07,731.3,892.43,0.75,3.0,5.0,17.0,0.05,59.0,94.0,38.0,19.0,79.0,50.0,41.0,-1.0
3.0,3.0,2.0,6.0,6.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,8.0,1.0,0.0,21.0,2.0,22.83,23.0,12075.0,0.18,105.0,0.04,670.83,525.0,0.5,1.0,2.0,8.0,0.04,46.0,59.0,16.0,16.0,55.0,36.36,27.0,-1.0
19.0,13.0,4.0,4.0,18.0,20.0,7.0,0.22,8.0,2.5,5.0,0.71,24.0,5.0,0.67,28.0,4.0,55.58,14.56,11789.43,0.27,142.0,0.07,654.97,809.46,0.71,6.0,10.0,19.0,0.09,43.0,99.0,31.0,21.0,77.0,44.0,32.0,-1.0
2.0,9.0,2.0,1.0,0.0,16.0,5.0,0.16,8.0,2.0,5.0,1.0,41.0,1.0,0.0,30.0,1.0,78.0,13.61,14437.64,0.35,189.0,0.07,802.09,1061.18,0.2,4.0,8.0,38.0,0.15,94.0,95.0,38.0,11.0,34.0,3.23,31.0,-1.0
1.0,3.0,4.0,0.0,6.0,4.0,2.0,0.05,2.0,2.0,2.0,1.0,8.0,1.0,0.0,42.0,0.0,94.81,13.88,18268.21,0.44,210.0,0.07,1014.9,1316.03,0.5,1.0,2.0,8.0,0.04,91.0,119.0,59.0,18.0,50.0,12.5,42.0,-1.0
22.0,7.0,2.0,3.0,5.0,10.0,4.0,0.13,4.0,2.5,3.0,0.75,12.0,3.0,0.67,27.0,3.0,28.78,18.12,9456.28,0.17,95.0,0.06,525.35,521.73,0.75,3.0,5.0,10.0,0.07,29.0,66.0,20.0,25.0,58.0,22.86,30.0,-1.0
5.0,19.0,5.0,7.0,39.0,34.0,10.0,0.07,16.0,2.13,8.0,0.8,61.0,8.0,0.78,127.0,18.0,124.12,29.01,104460.67,1.2,526.0,0.03,5803.37,3600.73,0.8,9.0,17.0,53.0,0.06,220.0,306.0,91.0,24.0,179.0,26.59,134.0,-1.0
5.0,7.0,1.0,1.0,1.0,12.0,4.0,0.24,6.0,2.0,2.0,0.5,15.0,1.0,0.0,16.0,1.0,24.97,20.38,10375.62,0.17,97.0,0.05,576.42,509.05,0.25,3.0,6.0,13.0,0.17,33.0,64.0,17.0,21.0,24.0,11.11,17.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,6.0,1.0,0.0,14.0,2.0,36.78,7.07,1838.97,0.09,56.0,0.14,102.16,260.06,0.5,1.0,2.0,6.0,0.13,18.0,38.0,14.0,11.0,15.0,0.0,14.0,-1.0
22.0,29.0,0.0,8.0,35.0,44.0,15.0,0.28,16.0,2.75,1.0,0.07,45.0,3.0,0.14,46.0,0.0,61.1,22.3,30377.95,0.45,239.0,0.04,1687.66,1362.41,0.2,14.0,22.0,32.0,0.13,110.0,129.0,37.0,15.0,112.0,48.31,54.0,-1.0
17.0,9.0,4.0,8.0,19.0,16.0,5.0,0.14,8.0,2.0,4.0,0.8,23.0,1.0,0.0,27.0,0.0,42.9,20.7,18381.79,0.3,159.0,0.05,1021.21,888.01,0.2,4.0,8.0,20.0,0.07,45.0,114.0,25.0,23.0,72.0,50.0,35.0,-1.0
1.0,3.0,0.0,3.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,20.27,9.17,1703.56,0.06,43.0,0.11,94.64,185.84,0.5,1.0,2.0,5.0,0.12,15.0,28.0,9.0,11.0,17.0,40.0,12.0,-1.0
5.0,3.0,1.0,1.0,2.0,4.0,2.0,0.08,2.0,2.0,2.0,1.0,21.0,1.0,0.0,23.0,2.0,56.67,6.13,2126.03,0.12,73.0,0.16,118.11,347.11,0.5,1.0,2.0,21.0,0.06,35.0,38.0,20.0,7.0,32.0,11.54,24.0,-1.0
6.0,11.0,1.0,0.0,8.0,20.0,6.0,0.18,10.0,2.0,3.0,0.5,19.0,1.0,0.0,34.0,2.0,59.16,12.6,9398.15,0.25,135.0,0.08,522.12,745.68,0.17,5.0,10.0,15.0,0.12,43.0,92.0,29.0,17.0,49.0,19.05,34.0,-1.0
14.0,5.0,2.0,0.0,39.0,8.0,3.0,0.06,4.0,2.0,1.0,0.33,13.0,1.0,0.0,47.0,2.0,59.87,15.65,14671.27,0.31,150.0,0.06,815.07,937.19,0.33,2.0,4.0,12.0,0.02,82.0,68.0,55.0,21.0,121.0,45.35,47.0,-1.0
3.0,11.0,1.0,0.0,0.0,16.0,6.0,0.25,6.0,2.67,2.0,0.33,18.0,6.0,1.0,24.0,1.0,19.97,17.33,5999.58,0.12,72.0,0.06,333.31,346.13,1.0,5.0,8.0,14.0,0.21,26.0,46.0,12.0,16.0,28.0,0.0,24.0,-1.0
6.0,3.0,0.0,2.0,2.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,1.0,13.77,13.5,2508.88,0.06,43.0,0.07,139.38,185.84,0.5,1.0,2.0,5.0,0.1,18.0,25.0,8.0,12.0,20.0,30.77,11.0,-1.0
19.0,7.0,3.0,4.0,16.0,12.0,4.0,0.16,6.0,2.0,4.0,1.0,16.0,1.0,0.0,21.0,0.0,31.79,17.86,10140.57,0.19,104.0,0.06,563.36,567.78,0.25,3.0,6.0,14.0,0.05,47.0,57.0,25.0,19.0,84.0,48.78,25.0,-1.0
1.0,3.0,5.0,0.0,12.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,9.0,1.0,0.0,22.0,1.0,36.77,11.48,4842.06,0.14,81.0,0.09,269.0,421.97,0.5,1.0,2.0,9.0,0.06,27.0,54.0,20.0,17.0,36.0,35.29,22.0,-1.0
24.0,37.0,6.0,0.0,18.0,52.0,19.0,0.28,20.0,2.6,13.0,0.68,68.0,19.0,1.0,69.0,0.0,73.61,37.75,104901.75,0.93,422.0,0.03,5827.87,2778.85,1.0,16.0,26.0,51.0,0.17,151.0,271.0,64.0,32.0,112.0,20.69,69.0,-1.0
4.0,5.0,0.0,1.0,0.0,8.0,3.0,0.18,4.0,2.0,1.0,0.33,10.0,3.0,1.0,16.0,2.0,13.72,10.56,1531.0,0.05,33.0,0.09,85.06,144.95,1.0,2.0,4.0,9.0,0.14,13.0,20.0,8.0,13.0,22.0,5.88,17.0,-1.0
15.0,5.0,1.0,7.0,9.0,8.0,3.0,0.16,4.0,2.0,2.0,0.67,10.0,1.0,0.0,12.0,1.0,28.99,18.12,9514.39,0.18,106.0,0.06,528.58,525.14,0.33,2.0,4.0,9.0,0.07,44.0,62.0,17.0,14.0,44.0,57.14,19.0,-1.0
10.0,15.0,6.0,2.0,31.0,26.0,8.0,0.17,12.0,2.17,7.0,0.88,32.0,4.0,0.43,44.0,1.0,74.36,13.06,12685.78,0.32,159.0,0.08,704.77,971.26,0.5,7.0,13.0,26.0,0.09,64.0,95.0,49.0,20.0,88.0,42.86,46.0,1.0
31.0,11.0,5.0,7.0,30.0,20.0,6.0,0.15,10.0,2.0,5.0,0.83,26.0,1.0,0.0,33.0,0.0,53.63,18.46,18269.63,0.33,172.0,0.05,1014.98,989.84,0.17,5.0,10.0,22.0,0.06,68.0,104.0,35.0,19.0,102.0,52.86,40.0,1.0
2.0,5.0,2.0,2.0,13.0,8.0,3.0,0.06,4.0,2.0,3.0,1.0,14.0,1.0,0.0,47.0,1.0,55.85,28.0,43785.9,0.52,256.0,0.04,2432.55,1563.78,0.33,2.0,4.0,13.0,0.05,112.0,144.0,46.0,23.0,65.0,24.19,49.0,1.0
93.0,25.0,10.0,11.0,57.0,48.0,13.0,0.08,24.0,2.0,12.0,0.92,69.0,1.0,0.0,143.0,1.0,175.18,28.52,142535.33,1.67,695.0,0.04,7918.63,4996.93,0.08,12.0,24.0,58.0,0.04,290.0,405.0,122.0,24.0,305.0,32.22,154.0,1.0
10.0,5.0,2.0,3.0,11.0,8.0,3.0,0.12,4.0,2.0,3.0,1.0,10.0,1.0,0.0,22.0,2.0,39.66,11.08,4871.43,0.15,81.0,0.09,270.63,439.53,0.33,2.0,4.0,9.0,0.06,28.0,53.0,24.0,19.0,47.0,38.89,25.0,1.0
62.0,7.0,3.0,7.0,46.0,12.0,4.0,0.04,6.0,2.0,4.0,1.0,15.0,1.0,0.0,92.0,0.0,234.02,26.64,166113.93,2.08,822.0,0.04,9228.55,6234.84,0.25,3.0,6.0,13.0,0.02,373.0,449.0,168.0,24.0,215.0,36.55,99.0,1.0
31.0,21.0,5.0,7.0,28.0,34.0,11.0,0.14,14.0,2.43,9.0,0.82,46.0,11.0,1.0,74.0,1.0,61.92,36.74,83581.43,0.76,354.0,0.03,4643.41,2274.9,1.0,10.0,17.0,37.0,0.08,124.0,230.0,54.0,32.0,141.0,32.11,81.0,1.0
9.0,9.0,1.0,0.0,17.0,12.0,5.0,0.23,4.0,3.0,3.0,0.6,13.0,5.0,1.0,22.0,2.0,35.13,12.55,5531.32,0.15,84.0,0.08,307.3,440.83,1.0,4.0,6.0,10.0,0.1,31.0,53.0,21.0,17.0,49.0,43.59,22.0,1.0
