l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,67.0,29.0,15.0,1.0,76.0,15.0,1.0,92.0,2.0,46.37,57.0,150670.96,10.0,0.88,466.0,0.02,8370.61,2643.35,1.0,14.0,28.0,63.0,0.07,27.0,192.0,274.0,32.0,19.0,228.0,42.5,119.0,,,41.0,56.0,15.0,0.13,28.0,2.0
-1.0,6.0,5.0,3.0,1.0,15.0,1.0,0.0,21.0,2.0,40.4,11.25,5113.63,6.0,0.15,86.0,0.09,284.09,454.54,0.33,2.0,4.0,14.0,0.09,0.0,36.0,50.0,24.0,15.0,34.0,22.22,21.0,,,6.0,8.0,3.0,0.14,4.0,2.0
-1.0,9.0,15.0,6.0,0.75,30.0,4.0,0.43,27.0,6.0,35.27,13.74,6655.21,4.0,0.16,93.0,0.07,369.73,484.48,0.5,7.0,14.0,24.0,0.11,14.0,29.0,64.0,19.0,18.0,73.0,57.14,41.0,,,22.0,28.0,8.0,0.2,14.0,2.0
-1.0,1.0,9.0,1.0,0.2,18.0,1.0,0.0,31.0,2.0,14.28,19.94,5674.43,0.0,0.09,67.0,0.05,315.25,284.61,0.2,4.0,8.0,15.0,0.13,1.0,29.0,38.0,8.0,11.0,38.0,13.89,32.0,,,4.0,16.0,5.0,0.16,8.0,2.0
-1.0,0.0,5.0,2.0,0.67,7.0,3.0,1.0,16.0,4.0,24.32,7.64,1418.49,1.0,0.06,40.0,0.13,78.8,185.75,1.0,2.0,3.0,6.0,0.14,0.0,12.0,28.0,11.0,14.0,22.0,23.81,16.0,,,5.0,6.0,3.0,0.19,2.0,3.0
-1.0,7.0,3.0,2.0,1.0,6.0,1.0,0.0,6.0,2.0,16.39,3.5,200.76,1.0,0.02,16.0,0.29,11.15,57.36,0.5,1.0,2.0,6.0,0.11,4.0,5.0,11.0,5.0,7.0,19.0,45.45,10.0,,,1.0,4.0,2.0,0.2,2.0,2.0
-1.0,8.0,3.0,1.0,0.5,7.0,1.0,0.0,13.0,1.0,29.61,9.15,2480.95,1.0,0.09,57.0,0.11,137.83,271.03,0.5,1.0,2.0,7.0,0.06,6.0,17.0,40.0,13.0,14.0,33.0,45.83,19.0,,,5.0,4.0,2.0,0.11,2.0,2.0
-1.0,20.0,11.0,5.0,0.83,22.0,3.0,0.4,27.0,4.0,53.81,14.9,11951.03,4.0,0.27,140.0,0.07,663.95,801.91,0.5,5.0,9.0,18.0,0.09,4.0,42.0,98.0,31.0,22.0,68.0,42.55,31.0,,,16.0,18.0,6.0,0.19,8.0,2.25
-1.0,81.0,162.0,63.0,0.66,345.0,27.0,0.27,423.0,3.0,131.72,126.56,2109679.46,8.0,5.56,2027.0,0.01,117204.41,16670.05,0.28,65.0,124.0,251.0,0.13,80.0,798.0,1229.0,227.0,72.0,750.0,36.68,503.0,,,165.0,248.0,96.0,0.19,118.0,2.1
-1.0,16.0,7.0,3.0,0.75,15.0,1.0,0.0,25.0,0.0,21.39,22.46,10795.37,3.0,0.16,97.0,0.04,599.74,480.56,0.25,3.0,6.0,13.0,0.07,0.0,37.0,60.0,14.0,17.0,57.0,37.5,25.0,,,15.0,12.0,4.0,0.16,6.0,2.0
-1.0,42.0,11.0,6.0,1.0,30.0,1.0,0.0,32.0,0.0,53.31,12.89,8852.8,10.0,0.23,123.0,0.08,491.82,686.95,0.17,5.0,10.0,26.0,0.05,5.0,47.0,76.0,31.0,17.0,124.0,60.49,37.0,,,44.0,20.0,6.0,0.16,10.0,2.0
-1.0,3.0,3.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,24.08,7.22,1256.07,0.0,0.06,39.0,0.14,69.78,173.92,0.5,2.0,4.0,5.0,0.13,2.0,10.0,29.0,9.0,13.0,15.0,18.18,11.0,,,0.0,8.0,2.0,0.18,4.0,2.0
-1.0,15.0,11.0,4.0,0.67,23.0,1.0,0.0,28.0,2.0,30.61,23.1,16332.07,4.0,0.24,128.0,0.04,907.34,707.02,0.17,5.0,10.0,19.0,0.08,5.0,55.0,73.0,25.0,21.0,75.0,46.15,33.0,,,19.0,20.0,6.0,0.18,10.0,2.0
-1.0,77.0,33.0,11.0,0.65,87.0,9.0,0.5,75.0,3.0,88.15,36.04,114516.56,9.0,1.06,465.0,0.03,6362.03,3177.29,0.53,16.0,31.0,72.0,0.08,25.0,193.0,272.0,83.0,31.0,201.0,34.78,100.0,,,15.0,62.0,17.0,0.17,30.0,2.07
-1.0,12.0,7.0,4.0,1.0,25.0,1.0,0.0,30.0,0.0,30.45,20.71,13065.14,8.0,0.21,122.0,0.05,725.84,630.73,0.25,3.0,6.0,23.0,0.08,3.0,58.0,64.0,21.0,15.0,49.0,16.67,33.0,,,3.0,12.0,4.0,0.12,6.0,2.0
-1.0,17.0,21.0,8.0,0.73,53.0,5.0,0.4,55.0,4.0,48.89,26.83,35190.17,7.0,0.44,217.0,0.04,1955.01,1311.63,0.45,10.0,18.0,44.0,0.14,0.0,88.0,129.0,41.0,25.0,81.0,12.7,55.0,,,8.0,36.0,11.0,0.2,16.0,2.25
-1.0,84.0,37.0,8.0,0.42,82.0,9.0,0.44,101.0,9.0,75.03,66.0,326814.89,10.0,1.65,685.0,0.02,18156.38,4951.74,0.47,17.0,33.0,65.0,0.06,44.0,264.0,421.0,100.0,50.0,306.0,54.3,145.0,,,76.0,66.0,19.0,0.13,32.0,2.06
-1.0,2.0,15.0,6.0,0.75,24.0,6.0,0.71,41.0,4.0,75.22,14.8,16481.41,2.0,0.37,187.0,0.07,915.63,1113.43,0.75,7.0,12.0,18.0,0.15,1.0,67.0,120.0,43.0,19.0,54.0,19.61,42.0,,,9.0,24.0,8.0,0.19,10.0,2.4
-1.0,26.0,28.0,13.0,0.76,72.0,10.0,0.56,154.0,1.0,133.35,38.57,198396.43,16.0,1.71,695.0,0.03,11022.02,5143.61,0.59,8.0,14.0,57.0,0.05,20.0,285.0,410.0,133.0,36.0,320.0,47.44,174.0,,,119.0,28.0,17.0,0.1,12.0,2.33
-1.0,34.0,17.0,7.0,0.78,44.0,4.0,0.38,66.0,5.0,76.03,28.98,63864.99,9.0,0.73,342.0,0.03,3548.06,2203.49,0.44,8.0,15.0,37.0,0.07,5.0,136.0,206.0,61.0,26.0,132.0,31.96,71.0,,,26.0,30.0,9.0,0.13,14.0,2.14
-1.0,7.0,3.0,2.0,1.0,6.0,1.0,0.0,12.0,2.0,14.62,6.43,604.36,2.0,0.03,23.0,0.16,33.58,94.01,0.5,1.0,2.0,6.0,0.1,0.0,9.0,14.0,7.0,10.0,20.0,0.0,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,40.0,11.0,5.0,0.83,40.0,1.0,0.0,41.0,0.0,61.64,16.96,17733.62,12.0,0.35,177.0,0.06,985.2,1045.52,0.17,5.0,10.0,36.0,0.05,3.0,63.0,114.0,39.0,21.0,132.0,54.95,44.0,,,47.0,20.0,6.0,0.14,10.0,2.0
-1.0,15.0,7.0,4.0,1.0,25.0,1.0,0.0,41.0,7.0,61.36,23.68,34405.27,4.0,0.48,247.0,0.04,1911.4,1453.01,0.25,3.0,6.0,23.0,0.05,0.0,117.0,130.0,42.0,17.0,78.0,33.87,41.0,,,21.0,12.0,4.0,0.1,6.0,2.0
-1.0,4.0,3.0,1.0,0.5,5.0,1.0,0.0,11.0,2.0,20.51,6.11,765.94,0.0,0.04,29.0,0.16,42.55,125.34,0.5,1.0,2.0,5.0,0.12,0.0,10.0,19.0,9.0,11.0,17.0,8.33,11.0,,,1.0,4.0,2.0,0.18,2.0,2.0
-1.0,2.0,7.0,1.0,0.25,19.0,3.0,0.67,38.0,3.0,60.5,14.75,13163.37,7.0,0.3,153.0,0.07,731.3,892.43,0.75,3.0,5.0,17.0,0.05,3.0,59.0,94.0,38.0,19.0,79.0,50.0,41.0,,,35.0,10.0,4.0,0.1,4.0,2.5
-1.0,3.0,3.0,2.0,1.0,8.0,1.0,0.0,21.0,2.0,22.83,23.0,12075.0,2.0,0.18,105.0,0.04,670.83,525.0,0.5,1.0,2.0,8.0,0.04,6.0,46.0,59.0,16.0,16.0,55.0,36.36,27.0,,,6.0,4.0,2.0,0.07,2.0,2.0
-1.0,19.0,13.0,5.0,0.71,24.0,5.0,0.67,28.0,4.0,55.58,14.56,11789.43,4.0,0.27,142.0,0.07,654.97,809.46,0.71,6.0,10.0,19.0,0.09,4.0,43.0,99.0,31.0,21.0,77.0,44.0,32.0,,,18.0,20.0,7.0,0.22,8.0,2.5
-1.0,2.0,9.0,5.0,1.0,41.0,1.0,0.0,30.0,1.0,78.0,13.61,14437.64,2.0,0.35,189.0,0.07,802.09,1061.18,0.2,4.0,8.0,38.0,0.15,1.0,94.0,95.0,38.0,11.0,34.0,3.23,31.0,,,0.0,16.0,5.0,0.16,8.0,2.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,42.0,0.0,94.81,13.88,18268.21,4.0,0.44,210.0,0.07,1014.9,1316.03,0.5,1.0,2.0,8.0,0.04,0.0,91.0,119.0,59.0,18.0,50.0,12.5,42.0,,,6.0,4.0,2.0,0.05,2.0,2.0
-1.0,22.0,7.0,3.0,0.75,12.0,3.0,0.67,27.0,3.0,28.78,18.12,9456.28,2.0,0.17,95.0,0.06,525.35,521.73,0.75,3.0,5.0,10.0,0.07,3.0,29.0,66.0,20.0,25.0,58.0,22.86,30.0,,,5.0,10.0,4.0,0.13,4.0,2.5
-1.0,5.0,19.0,8.0,0.8,61.0,8.0,0.78,127.0,18.0,124.12,29.01,104460.67,5.0,1.2,526.0,0.03,5803.37,3600.73,0.8,9.0,17.0,53.0,0.06,7.0,220.0,306.0,91.0,24.0,179.0,26.59,134.0,,,39.0,34.0,10.0,0.07,16.0,2.13
-1.0,5.0,7.0,2.0,0.5,15.0,1.0,0.0,16.0,1.0,24.97,20.38,10375.62,1.0,0.17,97.0,0.05,576.42,509.05,0.25,3.0,6.0,13.0,0.17,1.0,33.0,64.0,17.0,21.0,24.0,11.11,17.0,,,1.0,12.0,4.0,0.24,6.0,2.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,14.0,2.0,36.78,7.07,1838.97,0.0,0.09,56.0,0.14,102.16,260.06,0.5,1.0,2.0,6.0,0.13,0.0,18.0,38.0,14.0,11.0,15.0,0.0,14.0,,,0.0,4.0,2.0,0.14,2.0,2.0
-1.0,22.0,29.0,1.0,0.07,45.0,3.0,0.14,46.0,0.0,61.1,22.3,30377.95,0.0,0.45,239.0,0.04,1687.66,1362.41,0.2,14.0,22.0,32.0,0.13,8.0,110.0,129.0,37.0,15.0,112.0,48.31,54.0,,,35.0,44.0,15.0,0.28,16.0,2.75
-1.0,17.0,9.0,4.0,0.8,23.0,1.0,0.0,27.0,0.0,42.9,20.7,18381.79,4.0,0.3,159.0,0.05,1021.21,888.01,0.2,4.0,8.0,20.0,0.07,8.0,45.0,114.0,25.0,23.0,72.0,50.0,35.0,,,19.0,16.0,5.0,0.14,8.0,2.0
-1.0,1.0,3.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,20.27,9.17,1703.56,0.0,0.06,43.0,0.11,94.64,185.84,0.5,1.0,2.0,5.0,0.12,3.0,15.0,28.0,9.0,11.0,17.0,40.0,12.0,,,3.0,4.0,2.0,0.17,2.0,2.0
-1.0,5.0,3.0,2.0,1.0,21.0,1.0,0.0,23.0,2.0,56.67,6.13,2126.03,1.0,0.12,73.0,0.16,118.11,347.11,0.5,1.0,2.0,21.0,0.06,1.0,35.0,38.0,20.0,7.0,32.0,11.54,24.0,,,2.0,4.0,2.0,0.08,2.0,2.0
-1.0,6.0,11.0,3.0,0.5,19.0,1.0,0.0,34.0,2.0,59.16,12.6,9398.15,1.0,0.25,135.0,0.08,522.12,745.68,0.17,5.0,10.0,15.0,0.12,0.0,43.0,92.0,29.0,17.0,49.0,19.05,34.0,,,8.0,20.0,6.0,0.18,10.0,2.0
-1.0,14.0,5.0,1.0,0.33,13.0,1.0,0.0,47.0,2.0,59.87,15.65,14671.27,2.0,0.31,150.0,0.06,815.07,937.19,0.33,2.0,4.0,12.0,0.02,0.0,82.0,68.0,55.0,21.0,121.0,45.35,47.0,,,39.0,8.0,3.0,0.06,4.0,2.0
-1.0,3.0,11.0,2.0,0.33,18.0,6.0,1.0,24.0,1.0,19.97,17.33,5999.58,1.0,0.12,72.0,0.06,333.31,346.13,1.0,5.0,8.0,14.0,0.21,0.0,26.0,46.0,12.0,16.0,28.0,0.0,24.0,,,0.0,16.0,6.0,0.25,6.0,2.67
-1.0,6.0,3.0,1.0,0.5,5.0,1.0,0.0,9.0,1.0,13.77,13.5,2508.88,0.0,0.06,43.0,0.07,139.38,185.84,0.5,1.0,2.0,5.0,0.1,2.0,18.0,25.0,8.0,12.0,20.0,30.77,11.0,,,2.0,4.0,2.0,0.18,2.0,2.0
-1.0,19.0,7.0,4.0,1.0,16.0,1.0,0.0,21.0,0.0,31.79,17.86,10140.57,3.0,0.19,104.0,0.06,563.36,567.78,0.25,3.0,6.0,14.0,0.05,4.0,47.0,57.0,25.0,19.0,84.0,48.78,25.0,,,16.0,12.0,4.0,0.16,6.0,2.0
-1.0,1.0,3.0,2.0,1.0,9.0,1.0,0.0,22.0,1.0,36.77,11.48,4842.06,5.0,0.14,81.0,0.09,269.0,421.97,0.5,1.0,2.0,9.0,0.06,0.0,27.0,54.0,20.0,17.0,36.0,35.29,22.0,,,12.0,4.0,2.0,0.09,2.0,2.0
-1.0,24.0,37.0,13.0,0.68,68.0,19.0,1.0,69.0,0.0,73.61,37.75,104901.75,6.0,0.93,422.0,0.03,5827.87,2778.85,1.0,16.0,26.0,51.0,0.17,0.0,151.0,271.0,64.0,32.0,112.0,20.69,69.0,,,18.0,52.0,19.0,0.28,20.0,2.6
-1.0,4.0,5.0,1.0,0.33,10.0,3.0,1.0,16.0,2.0,13.72,10.56,1531.0,0.0,0.05,33.0,0.09,85.06,144.95,1.0,2.0,4.0,9.0,0.14,1.0,13.0,20.0,8.0,13.0,22.0,5.88,17.0,,,0.0,8.0,3.0,0.18,4.0,2.0
-1.0,15.0,5.0,2.0,0.67,10.0,1.0,0.0,12.0,1.0,28.99,18.12,9514.39,1.0,0.18,106.0,0.06,528.58,525.14,0.33,2.0,4.0,9.0,0.07,7.0,44.0,62.0,17.0,14.0,44.0,57.14,19.0,,,9.0,8.0,3.0,0.16,4.0,2.0
1.0,10.0,15.0,7.0,0.88,32.0,4.0,0.43,44.0,1.0,74.36,13.06,12685.78,6.0,0.32,159.0,0.08,704.77,971.26,0.5,7.0,13.0,26.0,0.09,2.0,64.0,95.0,49.0,20.0,88.0,42.86,46.0,,,31.0,26.0,8.0,0.17,12.0,2.17
1.0,31.0,11.0,5.0,0.83,26.0,1.0,0.0,33.0,0.0,53.63,18.46,18269.63,5.0,0.33,172.0,0.05,1014.98,989.84,0.17,5.0,10.0,22.0,0.06,7.0,68.0,104.0,35.0,19.0,102.0,52.86,40.0,,,30.0,20.0,6.0,0.15,10.0,2.0
1.0,2.0,5.0,3.0,1.0,14.0,1.0,0.0,47.0,1.0,55.85,28.0,43785.9,2.0,0.52,256.0,0.04,2432.55,1563.78,0.33,2.0,4.0,13.0,0.05,2.0,112.0,144.0,46.0,23.0,65.0,24.19,49.0,,,13.0,8.0,3.0,0.06,4.0,2.0
1.0,93.0,25.0,12.0,0.92,69.0,1.0,0.0,143.0,1.0,175.18,28.52,142535.33,10.0,1.67,695.0,0.04,7918.63,4996.93,0.08,12.0,24.0,58.0,0.04,11.0,290.0,405.0,122.0,24.0,305.0,32.22,154.0,,,57.0,48.0,13.0,0.08,24.0,2.0
1.0,10.0,5.0,3.0,1.0,10.0,1.0,0.0,22.0,2.0,39.66,11.08,4871.43,2.0,0.15,81.0,0.09,270.63,439.53,0.33,2.0,4.0,9.0,0.06,3.0,28.0,53.0,24.0,19.0,47.0,38.89,25.0,,,11.0,8.0,3.0,0.12,4.0,2.0
1.0,62.0,7.0,4.0,1.0,15.0,1.0,0.0,92.0,0.0,234.02,26.64,166113.93,3.0,2.08,822.0,0.04,9228.55,6234.84,0.25,3.0,6.0,13.0,0.02,7.0,373.0,449.0,168.0,24.0,215.0,36.55,99.0,,,46.0,12.0,4.0,0.04,6.0,2.0
1.0,31.0,21.0,9.0,0.82,46.0,11.0,1.0,74.0,1.0,61.92,36.74,83581.43,5.0,0.76,354.0,0.03,4643.41,2274.9,1.0,10.0,17.0,37.0,0.08,7.0,124.0,230.0,54.0,32.0,141.0,32.11,81.0,,,28.0,34.0,11.0,0.14,14.0,2.43
1.0,9.0,9.0,3.0,0.6,13.0,5.0,1.0,22.0,2.0,35.13,12.55,5531.32,1.0,0.15,84.0,0.08,307.3,440.83,1.0,4.0,6.0,10.0,0.1,0.0,31.0,53.0,21.0,17.0,49.0,43.59,22.0,,,17.0,12.0,5.0,0.23,4.0,3.0
-1.0,0.0,3.0,2.0,1.0,12.0,1.0,0.0,16.0,2.0,2.0,1.0,27.13,6.0,15.06,6152.97,0.14,81.0,0.07,341.83,408.6,0.5,1.0,2.0,0.0,12.0,0.12,32.0,49.0,17.0,16.0,17.0,0.0,16.0,0.0,4.0,2.0,0.13,2.0,2.0
-1.0,3.0,5.0,3.0,1.0,22.0,1.0,0.0,21.0,2.0,3.0,1.0,45.77,9.0,15.0,10297.93,0.23,129.0,0.07,572.11,686.53,0.33,2.0,4.0,0.0,21.0,0.12,50.0,79.0,25.0,15.0,25.0,0.0,21.0,0.0,8.0,3.0,0.14,4.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,8.0,0.0,2.0,1.0,20.33,4.0,9.78,1943.91,0.07,46.0,0.1,107.99,198.81,0.5,1.0,2.0,0.0,9.0,0.22,16.0,30.0,9.0,11.0,9.0,0.0,8.0,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,6.0,1.0,2.0,1.0,15.86,2.0,7.2,822.39,0.04,30.0,0.14,45.69,114.22,0.5,1.0,2.0,0.0,8.0,0.25,8.0,22.0,5.0,9.0,8.0,0.0,6.0,0.0,4.0,2.0,0.33,2.0,2.0
-1.0,3.0,9.0,5.0,1.0,27.0,1.0,0.0,15.0,3.0,5.0,1.0,42.6,7.0,12.5,6656.28,0.18,103.0,0.08,369.79,532.5,0.2,4.0,8.0,0.0,24.0,0.26,35.0,68.0,21.0,15.0,19.0,0.0,15.0,0.0,16.0,5.0,0.33,8.0,2.0
-1.0,2.0,12.0,6.0,0.86,29.0,3.0,0.33,21.0,0.0,7.0,1.0,28.85,5.0,17.34,8678.36,0.17,101.0,0.06,482.13,500.37,0.43,4.0,7.0,0.0,24.0,0.28,37.0,64.0,16.0,15.0,25.0,4.55,21.0,1.0,14.0,7.0,0.33,6.0,2.33
-1.0,0.0,3.0,2.0,1.0,16.0,1.0,0.0,11.0,0.0,2.0,1.0,36.54,8.0,9.29,3150.52,0.11,74.0,0.11,175.03,339.29,0.5,1.0,2.0,0.0,16.0,0.17,26.0,48.0,14.0,10.0,12.0,0.0,11.0,0.0,4.0,2.0,0.18,2.0,2.0
-1.0,20.0,25.0,9.0,0.64,102.0,5.0,0.31,102.0,0.0,12.0,0.86,163.29,29.0,25.13,103097.32,1.37,590.0,0.04,5727.63,4102.97,0.36,9.0,18.0,2.0,90.0,0.1,233.0,357.0,102.0,22.0,144.0,16.39,104.0,18.0,36.0,14.0,0.13,18.0,2.0
-1.0,2.0,3.0,2.0,1.0,10.0,1.0,0.0,8.0,1.0,2.0,1.0,26.84,5.0,8.18,1796.86,0.07,50.0,0.12,99.83,219.62,0.5,1.0,2.0,0.0,10.0,0.17,18.0,32.0,11.0,10.0,12.0,11.11,8.0,1.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,3.0,2.0,1.0,16.0,1.0,0.0,12.0,0.0,2.0,1.0,31.49,7.0,14.0,6172.93,0.15,89.0,0.07,342.94,440.92,0.5,1.0,2.0,0.0,16.0,0.15,34.0,55.0,17.0,14.0,13.0,0.0,12.0,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,6.0,18.0,9.0,0.9,68.0,1.0,0.0,67.0,0.0,7.0,0.7,65.16,17.0,27.99,51033.62,0.61,314.0,0.04,2835.2,1823.51,0.1,7.0,14.0,0.0,60.0,0.13,109.0,205.0,37.0,19.0,75.0,1.47,67.0,1.0,28.0,10.0,0.15,14.0,2.0
-1.0,0.0,3.0,2.0,1.0,9.0,1.0,0.0,4.0,2.0,2.0,1.0,18.99,3.0,5.14,502.31,0.03,25.0,0.19,27.91,97.67,0.5,1.0,2.0,0.0,9.0,0.33,9.0,16.0,7.0,8.0,6.0,0.0,4.0,0.0,4.0,2.0,0.5,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,12.0,1.0,0.0,9.0,0.0,2.0,1.0,25.29,5.0,11.85,3548.61,0.1,63.0,0.08,197.14,299.56,0.5,1.0,2.0,0.0,12.0,0.17,22.0,41.0,13.0,14.0,12.0,10.0,9.0,1.0,4.0,2.0,0.22,2.0,2.0
-1.0,4.0,11.0,4.0,0.67,27.0,1.0,0.0,25.0,2.0,6.0,1.0,24.1,6.0,24.7,14702.26,0.2,117.0,0.04,816.79,595.23,0.17,5.0,9.0,0.0,23.0,0.13,39.0,78.0,15.0,19.0,45.0,37.5,25.0,15.0,18.0,6.0,0.24,8.0,2.25
-1.0,5.0,11.0,4.0,0.67,27.0,1.0,0.0,23.0,2.0,6.0,1.0,22.86,6.0,24.7,13948.3,0.19,111.0,0.04,774.91,564.71,0.17,5.0,9.0,0.0,23.0,0.21,39.0,72.0,15.0,19.0,29.0,0.0,23.0,0.0,18.0,6.0,0.26,8.0,2.25
-1.0,5.0,13.0,6.0,0.86,42.0,5.0,0.67,34.0,2.0,5.0,0.71,42.13,11.0,26.79,30243.28,0.38,200.0,0.04,1680.18,1128.77,0.71,6.0,12.0,0.0,37.0,0.18,74.0,126.0,29.0,21.0,40.0,0.0,34.0,0.0,24.0,7.0,0.21,12.0,2.0
-1.0,5.0,13.0,4.0,0.57,30.0,7.0,1.0,31.0,0.0,6.0,0.86,26.27,4.0,19.43,9914.72,0.17,104.0,0.05,550.82,510.32,1.0,6.0,11.0,0.0,25.0,0.17,34.0,70.0,14.0,16.0,41.0,8.82,31.0,3.0,22.0,7.0,0.23,10.0,2.2
-1.0,1.0,6.0,3.0,0.75,18.0,3.0,0.67,19.0,0.0,3.0,0.75,29.26,6.0,13.5,5332.5,0.13,79.0,0.07,296.25,395.0,0.75,1.0,2.0,0.0,16.0,0.18,27.0,52.0,16.0,16.0,22.0,0.0,19.0,0.0,4.0,4.0,0.21,2.0,2.0
-1.0,1.0,13.0,7.0,1.0,40.0,1.0,0.0,22.0,3.0,7.0,1.0,54.54,10.0,15.58,13243.53,0.28,153.0,0.06,735.75,849.85,0.14,6.0,12.0,0.0,35.0,0.28,55.0,98.0,30.0,17.0,25.0,0.0,22.0,0.0,24.0,7.0,0.32,12.0,2.0
-1.0,4.0,9.0,5.0,1.0,34.0,4.0,0.75,20.0,1.0,5.0,1.0,41.69,5.0,12.35,6361.1,0.17,106.0,0.08,353.39,514.95,0.8,4.0,8.0,0.0,31.0,0.19,35.0,71.0,17.0,12.0,26.0,0.0,20.0,0.0,16.0,5.0,0.25,8.0,2.0
-1.0,9.0,3.0,2.0,1.0,22.0,1.0,0.0,21.0,0.0,1.0,0.5,71.77,9.0,11.08,8806.58,0.27,155.0,0.09,489.25,795.04,0.5,1.0,2.0,0.0,22.0,0.06,64.0,91.0,26.0,9.0,35.0,16.0,21.0,4.0,4.0,2.0,0.1,2.0,2.0
