n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,1.0,35.77,7.0,1752.53,0.08,57.0,0.14,97.36,250.36,0.5,1.0,2.0,5.0,0.18,28.0,29.0,14.0,7.0,11.0,0.0,9.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,7.0,1.0,0.0,4.0,0.0,8.57,5.25,236.11,0.01,13.0,0.19,13.12,44.97,0.5,1.0,2.0,7.0,0.4,6.0,7.0,4.0,7.0,5.0,0.0,4.0,-1.0
10.0,5.0,5.0,4.0,0.0,8.0,3.0,0.08,4.0,2.0,3.0,1.0,13.0,1.0,0.0,35.0,0.0,99.53,11.61,13418.54,0.39,199.0,0.09,745.47,1155.66,0.33,2.0,4.0,12.0,0.06,95.0,104.0,45.0,11.0,50.0,10.26,39.0,-1.0
23.0,18.0,8.0,6.0,11.0,22.0,10.0,0.22,8.0,2.75,7.0,0.7,36.0,7.0,0.67,40.0,0.0,49.69,15.32,11670.05,0.25,130.0,0.07,648.34,761.54,0.7,7.0,11.0,28.0,0.12,54.0,76.0,37.0,21.0,81.0,29.82,46.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,5.0,1.0,0.0,5.0,2.0,16.21,4.2,286.08,0.02,19.0,0.24,15.89,68.11,0.5,1.0,2.0,5.0,0.33,6.0,13.0,5.0,7.0,6.0,0.0,5.0,-1.0
4.0,5.0,1.0,0.0,4.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,9.0,3.0,1.0,12.0,0.0,18.86,7.33,1014.21,0.05,32.0,0.14,56.35,138.3,1.0,2.0,4.0,8.0,0.14,12.0,20.0,9.0,11.0,21.0,25.0,12.0,-1.0
13.0,3.0,2.0,0.0,11.0,4.0,2.0,0.06,2.0,2.0,1.0,0.5,15.0,1.0,0.0,33.0,0.0,56.88,16.48,15453.19,0.31,175.0,0.06,858.51,937.57,0.5,1.0,2.0,15.0,0.03,71.0,104.0,28.0,13.0,58.0,25.0,33.0,-1.0
0.0,9.0,0.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,1.0,0.2,17.0,3.0,0.5,11.0,2.0,16.86,17.14,4949.88,0.1,63.0,0.06,274.99,288.85,0.6,4.0,8.0,14.0,0.42,29.0,34.0,11.0,13.0,12.0,0.0,11.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,1.0,12.17,8.4,858.37,0.03,25.0,0.12,47.69,102.19,0.5,1.0,2.0,6.0,0.4,7.0,18.0,5.0,12.0,5.0,0.0,4.0,-1.0
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.27,2.0,3.0,1.0,0.33,8.0,3.0,1.0,11.0,2.0,16.4,9.1,1358.43,0.05,33.0,0.11,75.47,149.28,1.0,2.0,3.0,7.0,0.25,14.0,19.0,10.0,13.0,12.0,0.0,11.0,-1.0
57.0,129.0,24.0,7.0,8.0,252.0,65.0,0.35,124.0,2.02,41.0,0.63,276.0,34.0,0.52,179.0,2.0,150.67,48.83,359267.3,2.45,981.0,0.02,19959.29,7357.35,0.52,64.0,126.0,213.0,0.26,438.0,543.0,148.0,33.0,252.0,7.73,186.0,-1.0
13.0,7.0,3.0,3.0,6.0,12.0,4.0,0.19,6.0,2.0,3.0,0.75,15.0,1.0,0.0,18.0,1.0,56.43,12.83,9294.08,0.24,138.0,0.08,516.34,724.21,0.25,3.0,6.0,13.0,0.1,63.0,75.0,27.0,11.0,41.0,33.33,21.0,-1.0
1.0,19.0,3.0,0.0,0.0,30.0,10.0,0.77,12.0,2.5,5.0,0.5,35.0,6.0,0.56,13.0,3.0,19.75,20.46,8269.85,0.13,85.0,0.05,459.44,404.17,0.6,9.0,15.0,27.0,0.67,38.0,47.0,13.0,14.0,15.0,0.0,13.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,1.0,0.33,9.0,1.0,0.0,7.0,2.0,18.88,9.0,1529.25,0.06,40.0,0.11,84.96,169.92,0.33,2.0,4.0,8.0,0.33,20.0,20.0,10.0,9.0,9.0,0.0,7.0,-1.0
2.0,25.0,3.0,0.0,0.0,44.0,13.0,0.46,20.0,2.2,4.0,0.31,48.0,9.0,0.67,28.0,4.0,33.99,21.89,16290.19,0.25,138.0,0.05,905.01,744.14,0.69,12.0,22.0,37.0,0.42,53.0,85.0,23.0,19.0,31.0,0.0,28.0,-1.0
4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,4.0,15.32,11.0,1854.11,0.06,39.0,0.09,103.01,168.56,0.5,1.0,2.0,7.0,0.17,18.0,21.0,9.0,11.0,12.0,0.0,7.0,-1.0
4.0,5.0,4.0,0.0,0.0,6.0,3.0,0.25,2.0,3.0,2.0,0.67,11.0,3.0,1.0,12.0,3.0,27.43,7.86,1693.16,0.07,47.0,0.13,94.06,215.49,1.0,2.0,3.0,10.0,0.18,22.0,25.0,14.0,10.0,17.0,0.0,12.0,-1.0
1.0,35.0,6.0,0.0,0.0,52.0,18.0,0.69,18.0,2.89,6.0,0.33,58.0,13.0,0.71,26.0,0.0,37.58,34.62,45032.28,0.43,224.0,0.03,2501.79,1300.85,0.72,17.0,26.0,42.0,0.64,107.0,117.0,34.0,22.0,28.0,0.0,26.0,-1.0
14.0,21.0,3.0,5.0,36.0,36.0,11.0,0.15,16.0,2.25,5.0,0.45,40.0,5.0,0.4,69.0,1.0,84.72,25.33,54371.71,0.72,329.0,0.04,3020.65,2146.25,0.45,10.0,18.0,31.0,0.09,152.0,177.0,69.0,23.0,125.0,37.27,74.0,-1.0
6.0,7.0,4.0,1.0,12.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,17.0,1.0,0.0,32.0,1.0,44.39,13.19,7722.51,0.2,106.0,0.08,429.03,585.5,0.25,3.0,6.0,15.0,0.08,45.0,61.0,29.0,17.0,52.0,28.89,33.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,8.0,1.0,0.0,10.0,0.0,29.95,3.0,269.58,0.03,23.0,0.33,14.98,89.86,0.5,1.0,2.0,8.0,0.18,9.0,14.0,9.0,6.0,11.0,0.0,10.0,-1.0
6.0,9.0,0.0,0.0,0.0,16.0,5.0,0.22,8.0,2.0,1.0,0.2,17.0,5.0,1.0,23.0,2.0,22.35,17.0,6460.0,0.13,76.0,0.06,358.89,380.0,1.0,4.0,8.0,14.0,0.17,30.0,46.0,15.0,17.0,30.0,0.0,23.0,-1.0
9.0,25.0,10.0,0.0,1.0,48.0,13.0,0.28,24.0,2.0,9.0,0.69,62.0,8.0,0.58,47.0,2.0,57.88,31.53,57542.56,0.61,293.0,0.03,3196.81,1825.04,0.62,12.0,24.0,51.0,0.19,134.0,159.0,51.0,24.0,70.0,2.08,47.0,-1.0
5.0,7.0,1.0,1.0,3.0,10.0,4.0,0.24,4.0,2.5,2.0,0.5,15.0,1.0,0.0,16.0,1.0,21.98,12.6,3489.0,0.09,57.0,0.08,193.83,276.9,0.25,3.0,5.0,13.0,0.15,27.0,30.0,15.0,14.0,26.0,20.0,17.0,-1.0
29.0,21.0,2.0,10.0,11.0,38.0,11.0,0.27,18.0,2.11,3.0,0.27,42.0,1.0,0.0,31.0,0.0,51.67,21.46,23803.95,0.37,187.0,0.05,1322.44,1109.05,0.09,10.0,19.0,33.0,0.13,88.0,99.0,41.0,20.0,82.0,40.38,41.0,-1.0
