n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
5.0,5.0,3.0,0.0,6.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,13.0,1.0,0.0,16.0,2.0,37.53,5.5,1135.41,0.07,47.0,0.18,63.08,206.44,0.33,2.0,4.0,12.0,0.11,22.0,25.0,14.0,7.0,28.0,27.27,16.0,-1.0
2.0,3.0,2.0,0.0,1.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,8.0,1.0,0.0,9.0,0.0,30.84,4.96,758.26,0.05,36.0,0.2,42.13,152.93,0.5,1.0,2.0,8.0,0.15,17.0,19.0,12.0,7.0,13.0,10.0,9.0,-1.0
2.0,7.0,4.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,3.0,0.75,15.0,1.0,0.0,12.0,0.0,25.93,5.5,784.43,0.05,33.0,0.18,43.58,142.62,0.25,3.0,6.0,13.0,0.27,11.0,22.0,10.0,10.0,15.0,0.0,12.0,-1.0
7.0,7.0,14.0,0.0,6.0,8.0,4.0,0.17,4.0,2.0,4.0,1.0,28.0,1.0,0.0,24.0,2.0,79.28,6.0,2854.12,0.16,90.0,0.17,158.56,475.69,0.25,2.0,4.0,26.0,0.11,40.0,50.0,30.0,9.0,38.0,20.0,24.0,-1.0
3.0,5.0,6.0,0.0,2.0,4.0,3.0,0.14,2.0,2.0,3.0,1.0,17.0,1.0,0.0,22.0,0.0,39.27,11.45,5152.07,0.15,87.0,0.09,286.23,449.78,0.33,1.0,2.0,16.0,0.11,36.0,51.0,22.0,14.0,28.0,8.33,22.0,-1.0
6.0,13.0,8.0,0.0,4.0,20.0,7.0,0.37,8.0,2.5,7.0,1.0,34.0,1.0,0.0,19.0,0.0,55.38,6.67,2461.38,0.12,76.0,0.15,136.74,369.21,0.14,6.0,10.0,29.0,0.23,35.0,41.0,21.0,8.0,30.0,17.39,19.0,-1.0
3.0,3.0,2.0,0.0,3.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,7.0,3.0,13.45,9.0,1089.13,0.04,28.0,0.11,60.51,121.01,0.5,1.0,2.0,7.0,0.14,12.0,16.0,8.0,12.0,14.0,30.0,7.0,-1.0
34.0,27.0,4.0,1.0,25.0,52.0,14.0,0.13,26.0,2.0,8.0,0.57,71.0,14.0,1.0,110.0,1.0,59.32,36.56,79271.67,0.72,345.0,0.03,4403.98,2168.46,1.0,13.0,26.0,59.0,0.08,155.0,190.0,53.0,25.0,171.0,19.12,111.0,-1.0
6.0,5.0,6.0,0.0,18.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,19.0,1.0,0.0,23.0,2.0,34.08,11.19,4270.38,0.13,77.0,0.09,237.24,381.47,0.33,2.0,4.0,18.0,0.06,31.0,46.0,18.0,13.0,48.0,43.9,23.0,-1.0
5.0,5.0,1.0,0.0,3.0,8.0,3.0,0.2,4.0,2.0,2.0,0.67,10.0,1.0,0.0,15.0,2.0,17.13,15.61,4172.6,0.09,53.0,0.06,231.81,267.35,0.33,2.0,4.0,9.0,0.13,23.0,30.0,14.0,19.0,24.0,16.67,15.0,-1.0
5.0,3.0,3.0,0.0,3.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,7.0,1.0,0.0,21.0,2.0,35.54,10.17,3679.85,0.12,73.0,0.1,204.44,361.66,0.5,1.0,2.0,7.0,0.07,37.0,36.0,20.0,11.0,30.0,12.5,21.0,-1.0
2.0,13.0,6.0,0.0,3.0,20.0,7.0,0.39,8.0,2.5,6.0,0.86,27.0,1.0,0.0,18.0,0.0,35.45,11.0,4288.91,0.13,82.0,0.09,238.27,389.9,0.14,6.0,10.0,22.0,0.29,32.0,50.0,16.0,11.0,24.0,14.29,18.0,-1.0
9.0,11.0,8.0,0.0,16.0,22.0,6.0,0.21,10.0,2.2,5.0,0.83,27.0,3.0,0.0,28.0,1.0,43.07,17.52,13214.36,0.25,133.0,0.06,734.13,754.43,0.5,6.0,11.0,23.0,0.11,59.0,74.0,32.0,19.0,54.0,36.36,28.0,-1.0
3.0,3.0,5.0,0.0,2.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,11.0,1.0,0.0,11.0,1.0,33.46,3.0,301.14,0.03,28.0,0.33,16.73,100.38,0.5,1.0,2.0,11.0,0.12,12.0,16.0,8.0,4.0,17.0,15.38,11.0,-1.0
4.0,5.0,0.0,0.0,6.0,8.0,3.0,0.33,4.0,2.0,1.0,0.33,9.0,1.0,0.0,9.0,2.0,10.63,11.92,1509.98,0.04,31.0,0.08,83.89,126.71,0.33,2.0,4.0,8.0,0.15,13.0,18.0,6.0,11.0,20.0,40.0,9.0,-1.0
0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,24.0,3.5,294.0,0.03,21.0,0.29,16.32,84.0,0.5,1.0,2.0,7.0,0.25,9.0,12.0,9.0,7.0,8.0,0.0,7.0,-1.0
7.0,11.0,4.0,0.0,8.0,20.0,6.0,0.16,10.0,2.0,5.0,0.83,28.0,4.0,0.0,37.0,1.0,40.77,26.33,28263.16,0.36,181.0,0.04,1570.18,1073.46,0.67,5.0,10.0,24.0,0.11,87.0,94.0,38.0,23.0,53.0,17.78,37.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,9.0,1.0,0.0,10.0,0.0,26.13,7.46,1455.85,0.07,42.0,0.13,80.88,195.04,0.5,1.0,2.0,9.0,0.15,19.0,23.0,14.0,11.0,13.0,0.0,10.0,-1.0
3.0,5.0,2.0,0.0,2.0,8.0,3.0,0.19,4.0,2.0,3.0,1.0,15.0,1.0,0.0,16.0,2.0,22.71,10.68,2589.55,0.08,51.0,0.09,143.86,242.5,0.33,2.0,4.0,14.0,0.14,23.0,28.0,14.0,13.0,22.0,11.11,16.0,-1.0
4.0,7.0,1.0,0.0,0.0,4.0,5.0,0.23,2.0,2.0,2.0,0.4,16.0,1.0,0.0,22.0,1.0,27.67,17.58,8545.97,0.16,92.0,0.06,474.78,486.26,0.2,1.0,2.0,13.0,0.19,37.0,55.0,20.0,19.0,27.0,0.0,22.0,-1.0
2.0,3.0,4.0,0.0,4.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,8.0,1.0,0.0,14.0,0.0,44.39,4.76,1007.83,0.07,45.0,0.21,55.99,211.52,0.5,1.0,2.0,8.0,0.1,18.0,27.0,17.0,9.0,21.0,22.22,14.0,-1.0
4.0,9.0,4.0,0.0,6.0,12.0,5.0,0.33,4.0,3.0,3.0,0.6,17.0,5.0,1.0,15.0,1.0,26.04,12.0,3749.74,0.1,65.0,0.08,208.32,312.48,1.0,4.0,6.0,14.0,0.19,32.0,33.0,16.0,12.0,26.0,28.57,15.0,-1.0
17.0,15.0,25.0,0.0,11.0,24.0,8.0,0.18,12.0,2.0,8.0,1.0,56.0,1.0,0.0,44.0,2.0,121.61,9.12,10120.84,0.37,181.0,0.11,562.27,1109.4,0.13,6.0,12.0,50.0,0.11,80.0,101.0,57.0,13.0,73.0,20.0,44.0,1.0
4.0,3.0,3.0,0.0,2.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,8.0,1.0,0.0,20.0,1.0,48.42,7.26,2552.29,0.12,68.0,0.14,141.79,351.55,0.5,1.0,2.0,8.0,0.07,33.0,35.0,25.0,11.0,27.0,9.09,20.0,1.0
10.0,10.0,6.0,0.0,21.0,4.0,8.0,0.13,2.0,2.0,8.0,1.0,23.0,1.0,0.0,61.0,0.0,36.89,28.34,29630.1,0.35,164.0,0.04,1646.12,1045.51,0.13,1.0,2.0,17.0,0.09,74.0,90.0,47.0,36.0,93.0,25.61,61.0,1.0
23.0,31.0,9.0,1.0,32.0,52.0,16.0,0.24,20.0,2.6,8.0,0.5,67.0,12.0,0.0,66.0,3.0,72.95,17.37,22006.83,0.42,201.0,0.06,1222.6,1267.06,0.75,16.0,26.0,53.0,0.13,90.0,111.0,57.0,22.0,123.0,33.33,67.0,1.0
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.17,4.0,2.0,3.0,1.0,13.0,1.0,0.0,18.0,0.0,49.47,4.42,966.99,0.07,46.0,0.23,53.72,218.72,0.33,2.0,4.0,12.0,0.15,21.0,25.0,19.0,8.0,20.0,0.0,18.0,1.0
