n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
7.0,3.0,2.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,6.0,1.0,0.0,12.0,2.0,14.62,6.43,604.36,0.03,23.0,0.16,33.58,94.01,0.5,1.0,2.0,6.0,0.1,9.0,14.0,7.0,10.0,20.0,0.0,12.0,-1.0
77.0,49.0,9.0,20.0,56.0,94.0,25.0,0.13,46.0,2.04,24.0,0.96,137.0,15.0,0.58,172.0,4.0,243.12,22.99,128457.87,1.86,750.0,0.04,7136.55,5588.41,0.6,24.0,47.0,114.0,0.07,252.0,498.0,148.0,27.0,343.0,30.65,192.0,-1.0
1.0,3.0,0.0,3.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,13.38,8.25,910.48,0.04,27.0,0.12,50.58,110.36,0.5,1.0,2.0,5.0,0.12,9.0,18.0,6.0,11.0,17.0,40.0,12.0,-1.0
1.0,9.0,0.0,1.0,4.0,16.0,5.0,0.16,8.0,2.0,1.0,0.2,18.0,1.0,0.0,31.0,2.0,14.28,19.94,5674.43,0.09,67.0,0.05,315.25,284.61,0.2,4.0,8.0,15.0,0.13,29.0,38.0,8.0,11.0,38.0,13.89,32.0,-1.0
5.0,9.0,1.0,2.0,0.0,16.0,5.0,0.19,8.0,2.0,4.0,0.8,24.0,1.0,0.0,25.0,1.0,27.4,20.16,11135.5,0.18,100.0,0.05,618.64,552.36,0.2,4.0,8.0,21.0,0.15,48.0,52.0,25.0,21.0,33.0,7.41,27.0,-1.0
6.0,5.0,6.0,0.0,6.0,8.0,3.0,0.14,4.0,2.0,3.0,1.0,15.0,1.0,0.0,21.0,2.0,40.4,11.25,5113.63,0.15,86.0,0.09,284.09,454.54,0.33,2.0,4.0,14.0,0.09,36.0,50.0,24.0,15.0,34.0,22.22,21.0,-1.0
12.0,7.0,8.0,3.0,3.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,25.0,1.0,0.0,30.0,0.0,30.45,20.71,13065.14,0.21,122.0,0.05,725.84,630.73,0.25,3.0,6.0,23.0,0.08,58.0,64.0,21.0,15.0,49.0,16.67,33.0,-1.0
4.0,3.0,0.0,3.0,0.0,4.0,2.0,0.12,2.0,2.0,1.0,0.5,6.0,1.0,0.0,14.0,2.0,16.29,9.29,1404.34,0.05,37.0,0.11,78.02,151.24,0.5,1.0,2.0,6.0,0.09,13.0,24.0,7.0,10.0,22.0,17.65,17.0,-1.0
1.0,3.0,5.0,0.0,12.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,9.0,1.0,0.0,22.0,1.0,36.77,11.48,4842.06,0.14,81.0,0.09,269.0,421.97,0.5,1.0,2.0,9.0,0.06,27.0,54.0,20.0,17.0,36.0,35.29,22.0,-1.0
156.0,63.0,5.0,53.0,27.0,116.0,32.0,0.23,54.0,2.15,10.0,0.31,129.0,12.0,0.35,85.0,1.0,78.34,51.47,207526.23,1.34,589.0,0.02,11529.23,4031.99,0.38,31.0,58.0,99.0,0.1,267.0,322.0,83.0,32.0,330.0,48.48,138.0,-1.0
2.0,3.0,4.0,0.0,3.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,8.0,1.0,0.0,19.0,2.0,31.71,8.91,2515.03,0.09,57.0,0.11,139.72,282.39,0.5,1.0,2.0,8.0,0.08,19.0,38.0,16.0,15.0,25.0,13.64,19.0,-1.0
5.0,3.0,1.0,1.0,2.0,4.0,2.0,0.08,2.0,2.0,2.0,1.0,21.0,1.0,0.0,23.0,2.0,56.67,6.13,2126.03,0.12,73.0,0.16,118.11,347.11,0.5,1.0,2.0,21.0,0.06,35.0,38.0,20.0,7.0,32.0,11.54,24.0,-1.0
1.0,3.0,1.0,1.0,0.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,16.0,1.0,0.0,17.0,1.0,54.5,9.27,4686.53,0.17,103.0,0.11,260.36,505.41,0.5,1.0,2.0,16.0,0.1,51.0,52.0,22.0,8.0,20.0,5.56,18.0,-1.0
14.0,9.0,2.0,5.0,1.0,16.0,5.0,0.15,8.0,2.0,5.0,1.0,21.0,4.0,0.75,28.0,2.0,18.72,21.54,8684.58,0.13,83.0,0.05,482.48,403.21,0.8,4.0,8.0,18.0,0.1,35.0,48.0,13.0,16.0,49.0,17.65,33.0,-1.0
74.0,23.0,10.0,30.0,18.0,42.0,12.0,0.13,20.0,2.1,10.0,0.83,64.0,3.0,0.18,63.0,3.0,85.71,38.23,125251.55,1.09,487.0,0.03,6958.42,3276.5,0.25,11.0,21.0,54.0,0.06,203.0,284.0,77.0,29.0,186.0,43.24,93.0,-1.0
47.0,15.0,7.0,27.0,28.0,20.0,9.0,0.1,10.0,2.0,6.0,0.67,50.0,1.0,0.0,59.0,1.0,47.3,45.77,99082.56,0.72,336.0,0.02,5504.59,2164.83,0.11,5.0,10.0,43.0,0.06,136.0,200.0,52.0,35.0,162.0,48.25,86.0,-1.0
24.0,37.0,6.0,0.0,18.0,52.0,19.0,0.28,20.0,2.6,13.0,0.68,68.0,19.0,1.0,69.0,0.0,73.61,37.75,104901.75,0.93,422.0,0.03,5827.87,2778.85,1.0,16.0,26.0,51.0,0.17,151.0,271.0,64.0,32.0,112.0,20.69,69.0,-1.0
2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,5.0,1.0,0.0,10.0,1.0,6.92,8.0,442.81,0.02,16.0,0.13,24.6,55.35,0.5,1.0,2.0,5.0,0.15,6.0,10.0,3.0,8.0,13.0,0.0,10.0,-1.0
27.0,24.0,11.0,3.0,48.0,34.0,13.0,0.16,14.0,2.43,10.0,0.77,53.0,7.0,0.5,76.0,1.0,60.5,32.21,62767.66,0.65,298.0,0.03,3487.09,1948.67,0.54,10.0,19.0,42.0,0.08,102.0,196.0,57.0,36.0,155.0,40.16,79.0,-1.0
48.0,57.0,11.0,61.0,32.0,106.0,29.0,0.13,50.0,2.12,22.0,0.76,161.0,27.0,0.93,165.0,3.0,204.29,41.72,355647.88,2.84,1112.0,0.02,19758.22,8523.85,0.93,28.0,53.0,134.0,0.09,463.0,649.0,172.0,31.0,307.0,36.05,226.0,-1.0
10.0,7.0,1.0,7.0,10.0,12.0,4.0,0.18,6.0,2.0,2.0,0.5,14.0,1.0,0.0,15.0,0.0,22.84,25.89,15315.78,0.2,109.0,0.04,850.88,591.46,0.25,3.0,6.0,12.0,0.09,41.0,68.0,19.0,24.0,43.0,53.13,22.0,-1.0
82.0,43.0,12.0,6.0,100.0,74.0,23.0,0.13,36.0,2.06,17.0,0.74,117.0,15.0,0.64,176.0,5.0,140.31,37.2,194194.61,1.74,696.0,0.03,10788.59,5219.89,0.65,19.0,37.0,96.0,0.06,280.0,416.0,143.0,38.0,390.0,37.59,182.0,-1.0
14.0,5.0,2.0,0.0,39.0,8.0,3.0,0.06,4.0,2.0,1.0,0.33,13.0,1.0,0.0,47.0,2.0,59.87,15.65,14671.27,0.31,150.0,0.06,815.07,937.19,0.33,2.0,4.0,12.0,0.02,82.0,68.0,55.0,21.0,121.0,45.35,47.0,-1.0
7.0,5.0,1.0,4.0,8.0,8.0,3.0,0.17,4.0,2.0,2.0,0.67,12.0,1.0,0.0,14.0,1.0,30.91,8.62,2294.05,0.09,56.0,0.12,127.45,266.27,0.33,2.0,4.0,11.0,0.09,16.0,40.0,13.0,14.0,34.0,46.15,18.0,-1.0
40.0,25.0,10.0,30.0,19.0,46.0,13.0,0.14,22.0,2.09,10.0,0.77,69.0,3.0,0.17,65.0,3.0,83.84,41.66,145477.36,1.16,514.0,0.02,8082.08,3492.33,0.23,12.0,23.0,58.0,0.08,215.0,299.0,80.0,31.0,155.0,42.98,95.0,-1.0
10.0,29.0,8.0,2.0,65.0,56.0,15.0,0.1,28.0,2.0,6.0,0.4,74.0,11.0,0.71,149.0,6.0,118.83,46.92,261640.64,1.86,781.0,0.02,14535.59,5575.99,0.73,14.0,28.0,61.0,0.07,333.0,448.0,110.0,31.0,227.0,31.02,151.0,-1.0
12.0,11.0,5.0,1.0,16.0,20.0,6.0,0.13,10.0,2.0,6.0,1.0,30.0,1.0,0.0,44.0,3.0,46.89,18.91,16764.79,0.3,152.0,0.05,931.38,886.6,0.17,5.0,10.0,26.0,0.08,52.0,100.0,33.0,24.0,74.0,27.87,45.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,8.79,12.0,1265.83,0.04,27.0,0.08,70.32,105.49,0.5,1.0,2.0,5.0,0.22,12.0,15.0,5.0,10.0,9.0,0.0,7.0,-1.0
14.0,7.0,4.0,4.0,21.0,10.0,4.0,0.12,4.0,2.5,3.0,0.75,16.0,3.0,0.67,29.0,2.0,39.73,19.35,14882.34,0.26,133.0,0.05,826.8,768.92,0.75,3.0,5.0,14.0,0.04,50.0,83.0,31.0,24.0,95.0,46.3,33.0,-1.0
17.0,20.0,3.0,5.0,0.0,14.0,15.0,0.22,6.0,2.33,3.0,0.2,40.0,4.0,0.21,63.0,3.0,45.89,35.45,57670.7,0.54,262.0,0.03,3203.93,1626.88,0.27,4.0,7.0,27.0,0.17,79.0,183.0,39.0,35.0,86.0,7.35,68.0,-1.0
5.0,7.0,1.0,0.0,0.0,10.0,4.0,0.18,4.0,2.5,2.0,0.5,12.0,3.0,0.67,22.0,0.0,21.05,14.77,4591.91,0.1,64.0,0.07,255.11,310.91,0.75,3.0,5.0,10.0,0.14,24.0,40.0,13.0,16.0,28.0,0.0,22.0,-1.0
6.0,11.0,0.0,2.0,2.0,16.0,6.0,0.38,6.0,2.67,1.0,0.17,18.0,5.0,0.8,14.0,2.0,15.76,17.6,4880.94,0.09,59.0,0.06,271.16,277.33,0.83,5.0,8.0,14.0,0.24,22.0,37.0,10.0,16.0,25.0,22.22,16.0,-1.0
3.0,3.0,0.0,2.0,0.0,8.0,2.0,0.18,4.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,24.08,7.22,1256.07,0.06,39.0,0.14,69.78,173.92,0.5,2.0,4.0,5.0,0.13,10.0,29.0,9.0,13.0,15.0,18.18,11.0,-1.0
3.0,3.0,1.0,2.0,5.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,7.0,1.0,0.0,9.0,1.0,17.13,10.0,1713.0,0.06,39.0,0.1,95.17,171.3,0.5,1.0,2.0,7.0,0.1,15.0,24.0,9.0,12.0,20.0,43.75,11.0,-1.0
6.0,31.0,3.0,1.0,19.0,54.0,16.0,0.22,24.0,2.25,7.0,0.44,61.0,9.0,0.53,72.0,6.0,86.16,18.26,28729.02,0.52,255.0,0.05,1596.06,1573.33,0.56,15.0,28.0,47.0,0.16,83.0,172.0,50.0,22.0,99.0,21.74,73.0,-1.0
5.0,7.0,1.0,0.0,6.0,10.0,4.0,0.15,4.0,2.5,2.0,0.5,13.0,3.0,0.67,26.0,2.0,38.77,13.2,6756.06,0.17,99.0,0.08,375.34,511.82,0.75,3.0,5.0,11.0,0.11,33.0,66.0,20.0,16.0,38.0,18.75,26.0,-1.0
9.0,7.0,1.0,6.0,10.0,12.0,4.0,0.18,6.0,2.0,2.0,0.5,14.0,1.0,0.0,16.0,0.0,22.84,25.89,15315.78,0.2,109.0,0.04,850.88,591.46,0.25,3.0,6.0,12.0,0.1,41.0,68.0,19.0,24.0,42.0,50.0,22.0,-1.0
22.0,58.0,13.0,12.0,33.0,78.0,32.0,0.19,36.0,2.17,20.0,0.63,124.0,7.0,0.19,160.0,3.0,151.5,22.73,78244.98,1.15,488.0,0.04,4346.94,3442.98,0.22,21.0,39.0,94.0,0.14,163.0,325.0,104.0,29.0,228.0,21.95,172.0,-1.0
1.0,3.0,4.0,0.0,6.0,4.0,2.0,0.05,2.0,2.0,2.0,1.0,8.0,1.0,0.0,42.0,0.0,94.81,13.88,18268.21,0.44,210.0,0.07,1014.9,1316.03,0.5,1.0,2.0,8.0,0.04,91.0,119.0,59.0,18.0,50.0,12.5,42.0,-1.0
17.0,21.0,5.0,6.0,8.0,38.0,11.0,0.16,18.0,2.11,10.0,0.91,44.0,7.0,0.6,61.0,3.0,87.92,17.2,26010.73,0.5,253.0,0.06,1445.04,1512.25,0.64,10.0,19.0,35.0,0.12,86.0,167.0,45.0,18.0,93.0,18.67,67.0,-1.0
22.0,5.0,0.0,3.0,13.0,16.0,3.0,0.09,8.0,2.0,1.0,0.33,12.0,1.0,0.0,32.0,1.0,58.73,53.2,166215.79,1.04,538.0,0.02,9234.21,3124.36,0.33,4.0,8.0,11.0,0.04,266.0,272.0,40.0,16.0,71.0,33.33,35.0,-1.0
4.0,3.0,0.0,2.0,4.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,10.0,1.0,15.9,9.0,1287.55,0.05,35.0,0.11,71.53,143.06,0.5,1.0,2.0,6.0,0.1,16.0,19.0,8.0,9.0,21.0,37.5,12.0,-1.0
3.0,3.0,2.0,6.0,6.0,4.0,2.0,0.07,2.0,2.0,2.0,1.0,8.0,1.0,0.0,21.0,2.0,22.83,23.0,12075.0,0.18,105.0,0.04,670.83,525.0,0.5,1.0,2.0,8.0,0.04,46.0,59.0,16.0,16.0,55.0,36.36,27.0,-1.0
6.0,9.0,2.0,0.0,17.0,16.0,5.0,0.17,8.0,2.0,2.0,0.4,21.0,1.0,0.0,29.0,2.0,27.4,20.78,11829.84,0.19,111.0,0.05,657.21,569.35,0.2,4.0,8.0,18.0,0.09,44.0,67.0,18.0,17.0,53.0,36.96,29.0,-1.0
7.0,7.0,1.0,3.0,7.0,12.0,4.0,0.17,6.0,2.0,4.0,1.0,14.0,4.0,1.0,21.0,1.0,46.9,10.5,5170.32,0.16,96.0,0.1,287.24,492.41,1.0,3.0,6.0,12.0,0.1,28.0,68.0,20.0,15.0,39.0,32.25,24.0,-1.0
7.0,3.0,3.0,2.0,7.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,8.0,1.0,0.0,14.0,2.0,25.23,9.5,2277.36,0.08,51.0,0.11,126.52,239.72,0.5,1.0,2.0,8.0,0.06,19.0,32.0,13.0,13.0,31.0,39.13,16.0,-1.0
3.0,3.0,2.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,0.0,19.71,5.5,596.3,0.04,26.0,0.18,33.13,108.42,0.5,1.0,2.0,6.0,0.13,11.0,15.0,9.0,9.0,15.0,18.18,9.0,-1.0
0.0,5.0,0.0,0.0,9.0,8.0,3.0,0.11,4.0,2.0,1.0,0.33,11.0,1.0,0.0,27.0,2.0,54.96,8.31,3793.04,0.15,87.0,0.12,210.72,456.57,0.33,2.0,4.0,10.0,0.08,36.0,51.0,26.0,12.0,37.0,25.0,27.0,-1.0
5.0,3.0,1.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,10.0,1.0,10.42,6.75,474.58,0.02,19.0,0.15,26.37,70.31,0.5,1.0,2.0,7.0,0.13,6.0,13.0,4.0,9.0,16.0,0.0,10.0,-1.0
115.0,31.0,3.0,35.0,12.0,60.0,16.0,0.19,30.0,2.0,3.0,0.19,67.0,10.0,0.6,49.0,1.0,83.81,31.06,80843.05,0.87,399.0,0.03,4491.28,2602.9,0.63,15.0,30.0,53.0,0.08,176.0,223.0,68.0,24.0,212.0,48.96,84.0,-1.0
9.0,15.0,4.0,14.0,22.0,28.0,8.0,0.2,14.0,2.0,6.0,0.75,30.0,4.0,0.43,27.0,6.0,35.27,13.74,6655.21,0.16,93.0,0.07,369.73,484.48,0.5,7.0,14.0,24.0,0.11,29.0,64.0,19.0,18.0,73.0,57.14,41.0,-1.0
17.0,21.0,4.0,1.0,8.0,36.0,11.0,0.26,16.0,2.25,5.0,0.45,43.0,7.0,0.6,41.0,5.0,42.16,35.93,54431.16,0.5,241.0,0.03,3023.95,1514.78,0.64,10.0,18.0,34.0,0.16,98.0,143.0,45.0,33.0,68.0,18.0,42.0,-1.0
39.0,37.0,6.0,6.0,51.0,66.0,19.0,0.2,30.0,2.2,9.0,0.47,77.0,9.0,0.44,88.0,1.0,66.11,50.27,167072.98,1.11,496.0,0.02,9281.83,3323.42,0.47,18.0,33.0,60.0,0.1,207.0,289.0,70.0,34.0,185.0,39.31,94.0,-1.0
39.0,9.0,8.0,9.0,14.0,16.0,5.0,0.07,8.0,2.0,5.0,1.0,24.0,1.0,0.0,60.0,8.0,97.85,22.12,47876.6,0.72,331.0,0.05,2659.81,2164.46,0.2,4.0,8.0,21.0,0.03,114.0,217.0,67.0,26.0,146.0,27.71,69.0,-1.0
15.0,11.0,4.0,5.0,19.0,20.0,6.0,0.18,10.0,2.0,4.0,0.67,23.0,1.0,0.0,28.0,2.0,30.61,23.1,16332.07,0.24,128.0,0.04,907.34,707.02,0.17,5.0,10.0,19.0,0.08,55.0,73.0,25.0,21.0,75.0,46.15,33.0,-1.0
8.0,19.0,4.0,6.0,7.0,32.0,10.0,0.19,14.0,2.29,7.0,0.7,54.0,9.0,0.89,47.0,0.0,105.02,18.86,37359.42,0.66,318.0,0.05,2075.52,1980.76,0.9,9.0,16.0,46.0,0.14,97.0,221.0,54.0,21.0,69.0,21.67,53.0,-1.0
8.0,5.0,1.0,1.0,11.0,8.0,3.0,0.16,4.0,2.0,1.0,0.33,12.0,1.0,0.0,18.0,4.0,35.6,12.89,5919.2,0.15,91.0,0.08,328.84,459.04,0.33,2.0,4.0,11.0,0.05,35.0,56.0,19.0,14.0,57.0,40.0,19.0,-1.0
14.0,3.0,14.0,0.0,7.0,4.0,2.0,0.05,2.0,2.0,2.0,1.0,19.0,1.0,0.0,41.0,1.0,93.81,15.69,23101.5,0.49,241.0,0.06,1283.42,1472.15,0.5,1.0,2.0,19.0,0.03,96.0,145.0,52.0,17.0,63.0,14.58,41.0,-1.0
55.0,7.0,9.0,0.0,23.0,12.0,4.0,0.19,6.0,2.0,4.0,1.0,19.0,1.0,0.0,21.0,0.0,51.3,7.64,2991.43,0.13,77.0,0.13,166.19,391.73,0.25,3.0,6.0,17.0,0.04,28.0,49.0,22.0,12.0,100.0,52.27,21.0,-1.0
5.0,5.0,3.0,0.0,3.0,8.0,3.0,0.15,4.0,2.0,3.0,1.0,15.0,1.0,0.0,20.0,0.0,38.85,12.28,5856.79,0.16,93.0,0.08,325.38,477.02,0.33,2.0,4.0,14.0,0.1,26.0,67.0,18.0,17.0,29.0,13.04,20.0,-1.0
12.0,3.0,2.0,1.0,8.0,4.0,2.0,0.06,2.0,2.0,2.0,1.0,6.0,1.0,0.0,32.0,0.0,68.36,18.78,24116.87,0.43,214.0,0.05,1339.83,1284.0,0.5,1.0,2.0,6.0,0.04,96.0,118.0,46.0,18.0,54.0,21.95,33.0,-1.0
14.0,7.0,2.0,11.0,5.0,12.0,4.0,0.13,6.0,2.0,3.0,0.75,15.0,1.0,0.0,21.0,5.0,49.79,9.48,4476.07,0.16,87.0,0.11,248.67,472.09,0.25,3.0,6.0,13.0,0.08,32.0,55.0,27.0,16.0,52.0,43.24,32.0,-1.0
12.0,5.0,4.0,0.0,39.0,8.0,3.0,0.11,4.0,2.0,1.0,0.33,18.0,1.0,0.0,27.0,1.0,61.85,12.04,8964.95,0.25,130.0,0.08,498.05,744.63,0.33,2.0,4.0,17.0,0.04,61.0,69.0,38.0,15.0,79.0,59.09,27.0,-1.0
1.0,3.0,0.0,3.0,3.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,3.0,20.27,9.17,1703.56,0.06,43.0,0.11,94.64,185.84,0.5,1.0,2.0,5.0,0.12,15.0,28.0,9.0,11.0,17.0,40.0,12.0,-1.0
0.0,5.0,0.0,0.0,0.0,6.0,3.0,0.33,2.0,3.0,1.0,0.33,8.0,3.0,1.0,9.0,1.0,9.14,10.0,913.77,0.03,24.0,0.1,50.76,91.38,1.0,2.0,3.0,7.0,0.3,8.0,16.0,4.0,10.0,10.0,0.0,9.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,5.0,1.0,0.0,9.0,2.0,14.83,3.5,181.62,0.02,15.0,0.29,10.09,51.89,0.5,1.0,2.0,5.0,0.18,4.0,11.0,4.0,7.0,11.0,0.0,9.0,-1.0
40.0,11.0,12.0,3.0,47.0,20.0,6.0,0.14,10.0,2.0,5.0,0.83,40.0,1.0,0.0,41.0,0.0,61.64,16.96,17733.62,0.35,177.0,0.06,985.2,1045.52,0.17,5.0,10.0,36.0,0.05,63.0,114.0,39.0,21.0,132.0,54.95,44.0,-1.0
13.0,5.0,3.0,4.0,19.0,8.0,3.0,0.18,4.0,2.0,2.0,0.67,17.0,1.0,0.0,13.0,0.0,22.53,13.93,4371.1,0.1,66.0,0.07,242.84,313.82,0.33,2.0,4.0,16.0,0.06,30.0,36.0,14.0,13.0,50.0,63.89,17.0,-1.0
51.0,25.0,13.0,0.0,14.0,48.0,13.0,0.12,24.0,2.0,11.0,0.85,96.0,1.0,0.0,106.0,2.0,101.31,27.04,74089.87,0.91,421.0,0.04,4116.1,2739.78,0.08,12.0,24.0,85.0,0.08,192.0,229.0,71.0,20.0,172.0,11.67,106.0,-1.0
22.0,19.0,8.0,1.0,1.0,28.0,11.0,0.17,14.0,2.0,9.0,0.82,55.0,10.0,0.9,63.0,2.0,40.21,43.24,75169.98,0.58,292.0,0.02,4176.1,1738.63,0.91,7.0,14.0,46.0,0.13,105.0,187.0,34.0,28.0,88.0,3.08,64.0,-1.0
6.0,47.0,2.0,1.0,58.0,80.0,25.0,0.18,40.0,2.0,24.0,0.96,112.0,1.0,0.0,138.0,1.0,171.89,27.21,127275.78,1.56,625.0,0.04,7070.88,4677.38,0.04,20.0,40.0,89.0,0.12,250.0,375.0,147.0,32.0,204.0,29.95,139.0,-1.0
4.0,7.0,1.0,3.0,0.0,12.0,4.0,0.18,6.0,2.0,4.0,1.0,25.0,1.0,0.0,19.0,2.0,40.01,18.29,13377.17,0.24,134.0,0.05,743.18,731.56,0.25,3.0,6.0,23.0,0.15,64.0,70.0,28.0,16.0,27.0,13.64,22.0,-1.0
10.0,11.0,8.0,4.0,0.0,20.0,6.0,0.16,10.0,2.0,6.0,1.0,31.0,1.0,0.0,34.0,0.0,64.31,12.0,9260.02,0.26,146.0,0.08,514.45,771.67,0.17,5.0,10.0,27.0,0.12,54.0,92.0,27.0,12.0,49.0,10.53,38.0,-1.0
22.0,23.0,7.0,3.0,1.0,36.0,13.0,0.19,18.0,2.0,9.0,0.69,59.0,9.0,0.67,64.0,2.0,39.47,43.33,74124.42,0.57,283.0,0.02,4118.02,1710.56,0.69,9.0,18.0,48.0,0.14,104.0,179.0,36.0,30.0,91.0,5.88,67.0,-1.0
12.0,9.0,3.0,1.0,1.0,16.0,5.0,0.24,8.0,2.0,4.0,0.8,19.0,5.0,1.0,20.0,2.0,23.83,11.5,3151.22,0.09,57.0,0.09,175.07,274.02,1.0,4.0,8.0,16.0,0.14,23.0,34.0,14.0,14.0,35.0,9.09,21.0,-1.0
