n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
4.0,7.0,2.0,0.0,7.0,12.0,4.0,0.22,6.0,2.0,2.0,0.5,13.0,4.0,1.0,18.0,3.0,31.03,6.29,1225.98,0.07,42.0,0.16,68.11,195.04,1.0,3.0,6.0,11.0,0.13,16.0,26.0,14.0,11.0,30.0,28.0,18.0,-1.0
5.0,15.0,3.0,0.0,0.0,28.0,8.0,0.24,14.0,2.0,4.0,0.5,40.0,1.0,0.0,34.0,3.0,56.82,11.24,7181.41,0.21,115.0,0.09,398.97,638.78,0.13,7.0,14.0,34.0,0.2,53.0,62.0,33.0,14.0,40.0,0.0,34.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,0.5,7.0,1.0,0.0,13.0,2.0,26.51,7.13,1345.7,0.06,43.0,0.14,74.76,188.87,0.5,1.0,2.0,7.0,0.13,19.0,24.0,12.0,9.0,15.0,0.0,13.0,-1.0
2.0,5.0,3.0,0.0,3.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,11.0,1.0,0.0,11.0,0.0,33.36,3.5,408.65,0.04,28.0,0.29,22.7,116.76,0.33,2.0,4.0,10.0,0.18,11.0,17.0,11.0,7.0,17.0,21.43,11.0,-1.0
2.0,7.0,0.0,0.0,0.0,12.0,4.0,0.29,6.0,2.0,1.0,0.25,16.0,1.0,0.0,14.0,3.0,21.83,21.53,10120.67,0.16,94.0,0.05,562.26,470.0,0.25,3.0,6.0,14.0,0.24,38.0,56.0,15.0,17.0,17.0,0.0,14.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,0.0,14.36,5.71,468.83,0.03,21.0,0.18,26.05,82.04,0.5,1.0,2.0,6.0,0.25,10.0,11.0,7.0,8.0,8.0,0.0,6.0,-1.0
8.0,3.0,0.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,1.0,0.5,7.0,1.0,0.0,16.0,0.0,39.81,13.88,7671.65,0.18,119.0,0.07,426.2,552.62,0.5,1.0,2.0,7.0,0.08,59.0,60.0,17.0,8.0,25.0,0.0,16.0,-1.0
2.0,13.0,3.0,0.0,0.0,20.0,7.0,0.54,8.0,2.5,7.0,1.0,29.0,4.0,0.5,13.0,2.0,14.04,29.36,12103.07,0.14,84.0,0.03,672.39,412.18,0.57,6.0,10.0,24.0,0.44,34.0,50.0,11.0,19.0,16.0,0.0,13.0,-1.0
1.0,5.0,1.0,0.0,0.0,6.0,3.0,0.43,2.0,3.0,2.0,0.67,9.0,3.0,1.0,7.0,1.0,13.8,7.86,851.86,0.04,26.0,0.13,47.33,108.42,1.0,2.0,3.0,8.0,0.33,10.0,16.0,7.0,11.0,9.0,0.0,7.0,-1.0
11.0,3.0,6.0,2.0,8.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,10.0,1.0,0.0,12.0,1.0,40.92,6.47,1712.28,0.09,57.0,0.15,95.13,264.7,0.5,1.0,2.0,10.0,0.06,23.0,34.0,16.0,9.0,34.0,45.45,14.0,-1.0
11.0,3.0,0.0,4.0,9.0,4.0,2.0,0.04,2.0,2.0,1.0,0.5,6.0,1.0,0.0,41.0,1.0,135.48,9.97,13474.88,0.45,249.0,0.1,748.6,1351.14,0.5,1.0,2.0,6.0,0.03,123.0,126.0,37.0,6.0,66.0,24.07,45.0,-1.0
8.0,3.0,2.0,2.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,24.6,7.5,1383.58,0.06,42.0,0.13,76.87,184.48,0.5,1.0,2.0,7.0,0.11,20.0,22.0,12.0,9.0,19.0,20.0,10.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,1.0,7.4,9.0,599.47,0.02,18.0,0.11,33.3,66.61,0.5,1.0,2.0,6.0,0.25,8.0,10.0,4.0,9.0,8.0,0.0,6.0,-1.0
0.0,7.0,2.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,2.0,0.5,15.0,1.0,0.0,12.0,0.0,15.35,20.67,6557.23,0.11,66.0,0.05,364.29,317.29,0.25,3.0,6.0,13.0,0.31,31.0,35.0,12.0,16.0,13.0,0.0,12.0,-1.0
6.0,3.0,3.0,0.0,8.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,1.0,28.99,5.54,889.14,0.05,36.0,0.18,49.4,160.54,0.5,1.0,2.0,7.0,0.1,16.0,20.0,13.0,9.0,20.0,61.54,5.0,-1.0
4.0,3.0,3.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,2.0,23.63,6.0,850.66,0.05,34.0,0.17,47.26,141.78,0.5,1.0,2.0,7.0,0.18,15.0,19.0,10.0,8.0,11.0,0.0,6.0,-1.0
14.0,3.0,3.0,2.0,9.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,9.0,1.0,0.0,9.0,1.0,32.85,9.12,2731.26,0.1,63.0,0.11,151.74,299.56,0.5,1.0,2.0,9.0,0.06,31.0,32.0,17.0,10.0,35.0,55.0,11.0,-1.0
13.0,7.0,0.0,3.0,0.0,12.0,4.0,0.31,6.0,2.0,1.0,0.25,12.0,1.0,0.0,10.0,2.0,22.96,13.59,4242.8,0.1,63.0,0.07,235.71,312.11,0.25,3.0,6.0,10.0,0.15,29.0,34.0,16.0,15.0,27.0,23.08,13.0,-1.0
11.0,5.0,3.0,0.0,13.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,12.0,1.0,0.0,12.0,0.0,36.12,6.39,1474.26,0.08,48.0,0.16,81.9,230.75,0.33,2.0,4.0,11.0,0.08,23.0,25.0,18.0,10.0,37.0,52.0,12.0,-1.0
10.0,5.0,6.0,0.0,12.0,8.0,3.0,0.13,4.0,2.0,3.0,1.0,14.0,1.0,0.0,24.0,1.0,52.14,12.54,8193.61,0.22,122.0,0.08,455.2,653.62,0.33,2.0,4.0,13.0,0.06,54.0,68.0,28.0,13.0,47.0,33.33,24.0,-1.0
1.0,11.0,0.0,0.0,0.0,16.0,6.0,0.55,6.0,2.67,1.0,0.17,19.0,5.0,0.8,11.0,3.0,8.91,22.4,4472.22,0.07,47.0,0.04,248.46,199.65,0.83,5.0,8.0,15.0,0.46,16.0,31.0,5.0,14.0,13.0,0.0,11.0,-1.0
21.0,13.0,5.0,8.0,23.0,24.0,7.0,0.26,12.0,2.0,5.0,0.71,31.0,1.0,0.0,19.0,0.0,53.3,10.61,6003.3,0.19,103.0,0.09,333.52,565.66,0.14,6.0,12.0,26.0,0.1,47.0,56.0,31.0,14.0,72.0,62.0,27.0,-1.0
3.0,9.0,3.0,0.0,1.0,16.0,5.0,0.16,8.0,2.0,3.0,0.6,25.0,1.0,0.0,31.0,0.0,64.9,47.74,147935.37,1.03,509.0,0.02,8218.62,3098.52,0.2,4.0,8.0,22.0,0.14,145.0,364.0,41.0,27.0,36.0,3.13,31.0,-1.0
16.0,5.0,3.0,2.0,14.0,6.0,3.0,0.17,2.0,3.0,3.0,1.0,15.0,3.0,1.0,16.0,4.0,24.56,18.53,8430.88,0.15,91.0,0.05,468.38,455.0,1.0,2.0,3.0,14.0,0.06,42.0,49.0,17.0,15.0,49.0,50.0,18.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,8.0,1.0,0.0,6.0,1.0,17.47,5.14,462.13,0.03,23.0,0.19,25.67,89.86,0.5,1.0,2.0,8.0,0.29,9.0,14.0,7.0,8.0,7.0,0.0,6.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,13.69,6.43,565.71,0.03,22.0,0.16,31.43,88.0,0.5,1.0,2.0,7.0,0.2,10.0,12.0,7.0,9.0,10.0,0.0,8.0,-1.0
0.0,3.0,1.0,4.0,4.0,4.0,2.0,0.2,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,1.0,33.71,13.2,5874.0,0.15,89.0,0.08,326.33,445.0,0.5,1.0,2.0,7.0,0.13,44.0,45.0,20.0,12.0,15.0,57.14,10.0,-1.0
22.0,55.0,13.0,0.0,51.0,108.0,28.0,0.03,54.0,2.0,27.0,0.96,125.0,27.0,0.96,817.0,2.0,1349.98,39.94,2153049.88,17.97,5580.0,0.03,119613.86,53912.72,0.96,27.0,54.0,99.0,0.03,2733.0,2847.0,787.0,23.0,891.0,5.88,817.0,-1.0
6.0,3.0,2.0,1.0,1.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,10.0,1.0,0.0,14.0,0.0,23.73,21.92,11404.6,0.17,115.0,0.05,633.59,520.21,0.5,1.0,2.0,10.0,0.09,57.0,58.0,13.0,10.0,23.0,12.5,15.0,-1.0
21.0,17.0,2.0,3.0,12.0,20.0,10.0,0.26,8.0,2.5,3.0,0.3,31.0,3.0,0.22,36.0,5.0,31.44,19.3,11716.29,0.2,107.0,0.05,650.91,606.95,0.3,6.0,10.0,23.0,0.14,47.0,60.0,28.0,23.0,73.0,29.41,39.0,-1.0
16.0,19.0,8.0,10.0,6.0,16.0,11.0,0.22,6.0,2.67,8.0,0.73,35.0,5.0,0.4,39.0,0.0,51.55,14.14,10311.72,0.24,125.0,0.07,572.87,729.11,0.45,5.0,8.0,26.0,0.15,45.0,80.0,35.0,22.0,72.0,29.09,49.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,18.53,9.0,1501.17,0.06,40.0,0.11,83.4,166.8,0.5,1.0,2.0,7.0,0.18,18.0,22.0,9.0,9.0,11.0,0.0,8.0,-1.0
29.0,21.0,2.0,10.0,11.0,38.0,11.0,0.27,18.0,2.11,3.0,0.27,42.0,1.0,0.0,31.0,0.0,51.67,21.46,23803.95,0.37,187.0,0.05,1322.44,1109.05,0.09,10.0,19.0,33.0,0.13,88.0,99.0,41.0,20.0,82.0,40.38,41.0,-1.0
0.0,5.0,3.0,0.0,0.0,6.0,3.0,0.5,2.0,3.0,2.0,0.67,9.0,3.0,1.0,6.0,0.0,19.25,6.5,813.14,0.04,30.0,0.15,45.17,125.1,1.0,2.0,3.0,8.0,0.43,13.0,17.0,9.0,9.0,7.0,0.0,6.0,-1.0
19.0,15.0,5.0,5.0,14.0,22.0,8.0,0.31,8.0,2.75,5.0,0.63,25.0,6.0,0.71,21.0,1.0,40.15,15.41,9530.93,0.21,114.0,0.06,529.5,618.59,0.75,7.0,11.0,19.0,0.13,52.0,62.0,27.0,16.0,60.0,47.5,26.0,-1.0
12.0,11.0,0.0,0.0,58.0,20.0,6.0,0.03,10.0,2.0,1.0,0.17,21.0,1.0,0.0,195.0,4.0,355.66,18.58,122751.71,2.2,919.0,0.05,6819.54,6607.45,0.17,5.0,10.0,17.0,0.02,456.0,463.0,135.0,11.0,266.0,22.92,195.0,-1.0
6.0,3.0,1.0,0.0,1.0,4.0,2.0,0.08,2.0,2.0,1.0,0.5,6.0,1.0,0.0,25.0,3.0,14.23,94.77,127850.89,0.45,287.0,0.01,7102.83,1349.03,0.5,1.0,2.0,6.0,0.06,139.0,148.0,11.0,15.0,33.0,3.85,25.0,-1.0
1.0,7.0,1.0,0.0,0.0,10.0,4.0,0.44,4.0,2.5,2.0,0.5,13.0,3.0,0.67,9.0,1.0,12.65,16.67,3515.14,0.07,46.0,0.06,195.29,210.91,0.75,3.0,5.0,11.0,0.36,20.0,26.0,9.0,15.0,11.0,0.0,9.0,-1.0
31.0,39.0,2.0,3.0,26.0,62.0,20.0,0.32,24.0,2.58,4.0,0.2,67.0,13.0,0.63,60.0,0.0,69.45,23.14,37185.01,0.54,258.0,0.04,2065.83,1607.04,0.65,19.0,35.0,49.0,0.17,119.0,139.0,54.0,21.0,121.0,32.58,63.0,-1.0
1.0,5.0,4.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,13.0,1.0,0.0,12.0,2.0,14.42,12.38,2207.86,0.06,42.0,0.08,122.66,178.41,0.33,2.0,4.0,12.0,0.21,18.0,24.0,8.0,11.0,14.0,0.0,12.0,-1.0
2.0,13.0,1.0,0.0,0.0,22.0,7.0,0.64,10.0,2.2,5.0,0.71,25.0,6.0,0.83,11.0,1.0,7.15,29.75,6326.82,0.07,51.0,0.03,351.49,212.67,0.86,6.0,11.0,20.0,0.5,17.0,34.0,4.0,14.0,14.0,0.0,11.0,-1.0
2.0,13.0,3.0,0.0,0.0,24.0,7.0,0.37,12.0,2.0,4.0,0.57,30.0,7.0,1.0,19.0,5.0,36.63,17.5,11218.74,0.21,124.0,0.06,623.26,641.07,1.0,6.0,12.0,25.0,0.32,55.0,69.0,22.0,14.0,22.0,0.0,19.0,-1.0
4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,4.0,15.32,11.0,1854.11,0.06,39.0,0.09,103.01,168.56,0.5,1.0,2.0,7.0,0.17,18.0,21.0,9.0,11.0,12.0,0.0,7.0,-1.0
8.0,5.0,1.0,2.0,3.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,9.0,1.0,0.0,6.0,0.0,12.89,11.0,1559.55,0.05,34.0,0.09,86.64,141.78,0.33,2.0,4.0,8.0,0.15,14.0,20.0,7.0,11.0,20.0,45.45,8.0,-1.0
2.0,9.0,5.0,1.0,0.0,16.0,5.0,0.21,8.0,2.0,5.0,1.0,24.0,5.0,1.0,23.0,2.0,23.67,23.0,12520.25,0.18,107.0,0.04,695.57,544.36,1.0,4.0,8.0,21.0,0.19,46.0,61.0,17.0,17.0,27.0,4.17,24.0,-1.0
4.0,5.0,2.0,0.0,0.0,10.0,3.0,0.3,4.0,2.5,2.0,0.67,8.0,1.0,0.0,10.0,0.0,16.1,20.0,6441.86,0.11,67.0,0.05,357.88,322.09,0.33,3.0,5.0,7.0,0.2,30.0,37.0,12.0,16.0,15.0,0.0,10.0,-1.0
14.0,11.0,4.0,3.0,0.0,20.0,6.0,0.23,10.0,2.0,3.0,0.5,26.0,1.0,0.0,23.0,1.0,41.87,14.17,8403.03,0.2,110.0,0.07,466.83,593.15,0.17,5.0,10.0,22.0,0.15,51.0,59.0,27.0,15.0,41.0,11.54,26.0,-1.0
12.0,3.0,5.0,1.0,14.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,9.0,1.0,33.92,9.38,2981.4,0.11,62.0,0.11,165.63,318.02,0.5,1.0,2.0,10.0,0.05,25.0,37.0,20.0,15.0,37.0,62.5,10.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,16.96,6.75,772.53,0.04,28.0,0.15,42.92,114.45,0.5,1.0,2.0,7.0,0.18,12.0,16.0,8.0,9.0,11.0,0.0,9.0,-1.0
30.0,61.0,12.0,4.0,60.0,98.0,31.0,0.23,38.0,2.58,13.0,0.42,108.0,23.0,0.73,128.0,1.0,96.71,39.62,151799.12,1.28,565.0,0.03,8433.28,3831.47,0.74,30.0,50.0,79.0,0.14,256.0,309.0,84.0,26.0,223.0,33.33,132.0,-1.0
4.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,1.0,14.8,8.56,1083.64,0.04,28.0,0.12,60.2,126.66,0.5,1.0,2.0,5.0,0.18,11.0,17.0,9.0,14.0,11.0,0.0,6.0,-1.0
2.0,21.0,1.0,2.0,4.0,40.0,11.0,0.37,20.0,2.0,3.0,0.27,47.0,6.0,0.5,28.0,1.0,26.33,28.41,21254.38,0.25,151.0,0.04,1180.8,748.08,0.55,10.0,20.0,38.0,0.3,69.0,82.0,17.0,14.0,37.0,17.65,30.0,-1.0
3.0,19.0,12.0,0.0,0.0,34.0,10.0,0.22,16.0,2.13,8.0,0.8,62.0,3.0,0.22,45.0,2.0,48.13,38.75,72273.89,0.62,291.0,0.03,4015.22,1865.13,0.3,9.0,17.0,54.0,0.2,135.0,156.0,54.0,31.0,49.0,0.0,45.0,-1.0
4.0,15.0,1.0,1.0,1.0,26.0,8.0,0.38,12.0,2.17,2.0,0.25,32.0,4.0,0.43,20.0,1.0,15.74,26.13,10742.56,0.14,83.0,0.04,596.81,411.2,0.5,7.0,13.0,26.0,0.3,33.0,50.0,12.0,19.0,27.0,9.09,21.0,-1.0
2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,7.0,1.0,0.0,6.0,0.0,16.5,2.0,66.0,0.01,11.0,0.5,3.67,33.0,0.5,1.0,2.0,7.0,0.22,4.0,7.0,4.0,4.0,9.0,0.0,6.0,-1.0
1.0,16.0,0.0,5.0,0.0,12.0,12.0,0.26,6.0,2.0,1.0,0.08,34.0,6.0,0.45,41.0,4.0,29.35,33.5,32937.0,0.33,178.0,0.03,1829.83,983.19,0.5,3.0,6.0,24.0,0.25,67.0,111.0,23.0,23.0,48.0,10.87,46.0,-1.0
1.0,9.0,0.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,1.0,0.2,18.0,5.0,1.0,11.0,2.0,8.42,20.4,3502.14,0.06,42.0,0.05,194.56,171.67,1.0,4.0,8.0,15.0,0.38,17.0,25.0,5.0,12.0,13.0,0.0,11.0,-1.0
0.0,3.0,1.0,0.0,2.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,5.0,1.0,0.0,8.0,1.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,0.5,1.0,2.0,5.0,0.18,6.0,8.0,5.0,6.0,11.0,20.0,8.0,-1.0
9.0,9.0,7.0,2.0,10.0,16.0,5.0,0.16,8.0,2.0,3.0,0.6,22.0,1.0,0.0,29.0,1.0,51.73,12.95,8682.08,0.22,120.0,0.08,482.34,670.2,0.2,4.0,8.0,19.0,0.1,57.0,63.0,33.0,15.0,51.0,29.27,31.0,-1.0
4.0,27.0,0.0,1.0,4.0,46.0,14.0,0.64,20.0,2.3,1.0,0.07,46.0,9.0,0.62,21.0,2.0,15.66,31.95,15993.34,0.17,102.0,0.03,888.52,500.5,0.64,13.0,23.0,34.0,0.45,37.0,65.0,11.0,19.0,31.0,19.23,22.0,-1.0
3.0,37.0,4.0,0.0,2.0,54.0,20.0,0.41,22.0,2.45,7.0,0.35,72.0,12.0,0.58,49.0,2.0,25.89,66.86,115710.92,0.58,293.0,0.01,6428.38,1730.72,0.6,16.0,31.0,54.0,0.36,117.0,176.0,28.0,32.0,55.0,3.92,49.0,-1.0
2.0,21.0,3.0,0.0,0.0,38.0,11.0,0.52,18.0,2.11,3.0,0.27,42.0,3.0,0.2,21.0,0.0,35.91,25.31,23011.32,0.3,172.0,0.04,1278.41,909.09,0.27,10.0,19.0,33.0,0.46,81.0,91.0,24.0,15.0,24.0,0.0,21.0,-1.0
1.0,15.0,0.0,0.0,0.0,22.0,8.0,0.42,8.0,2.75,1.0,0.13,25.0,6.0,0.71,19.0,1.0,7.74,101.06,79044.51,0.26,161.0,0.01,4391.36,782.13,0.75,7.0,11.0,19.0,0.38,77.0,84.0,8.0,21.0,21.0,0.0,19.0,-1.0
43.0,13.0,10.0,3.0,15.0,24.0,7.0,0.17,12.0,2.0,7.0,1.0,33.0,1.0,0.0,38.0,1.0,49.36,14.73,10712.03,0.24,134.0,0.07,595.11,727.12,0.14,6.0,12.0,28.0,0.07,55.0,79.0,28.0,15.0,100.0,32.14,41.0,-1.0
10.0,27.0,0.0,4.0,7.0,34.0,14.0,0.48,8.0,4.25,1.0,0.07,35.0,14.0,1.0,25.0,0.0,46.65,17.11,13659.38,0.27,149.0,0.06,758.85,798.28,1.0,13.0,17.0,23.0,0.25,66.0,83.0,27.0,14.0,56.0,30.56,29.0,-1.0
3.0,5.0,6.0,1.0,0.0,6.0,3.0,0.27,2.0,3.0,2.0,0.67,12.0,1.0,0.0,10.0,0.0,32.98,6.18,1260.48,0.07,48.0,0.16,70.03,203.9,0.33,2.0,3.0,11.0,0.2,17.0,31.0,11.0,8.0,15.0,9.09,11.0,-1.0
2.0,7.0,6.0,0.0,2.0,10.0,4.0,0.25,4.0,2.5,3.0,0.75,19.0,3.0,0.67,16.0,2.0,35.44,9.9,3476.92,0.12,69.0,0.1,193.16,351.03,0.75,3.0,5.0,17.0,0.19,32.0,37.0,21.0,13.0,21.0,11.11,16.0,-1.0
1.0,5.0,2.0,0.0,0.0,6.0,3.0,0.21,2.0,3.0,2.0,0.67,9.0,3.0,1.0,14.0,2.0,22.59,10.0,2259.46,0.08,47.0,0.1,125.53,225.95,1.0,2.0,3.0,8.0,0.19,20.0,27.0,14.0,14.0,16.0,0.0,14.0,-1.0
12.0,27.0,1.0,3.0,2.0,40.0,15.0,0.36,18.0,2.22,6.0,0.4,59.0,10.0,0.64,39.0,3.0,42.04,61.97,161468.35,0.87,428.0,0.02,8970.46,2605.43,0.67,11.0,20.0,46.0,0.26,157.0,271.0,38.0,30.0,57.0,11.36,42.0,-1.0
1.0,5.0,2.0,1.0,1.0,6.0,3.0,0.15,2.0,3.0,2.0,0.67,10.0,3.0,1.0,19.0,1.0,30.43,9.95,3010.71,0.1,60.0,0.1,167.26,302.66,1.0,2.0,3.0,9.0,0.13,27.0,33.0,19.0,14.0,23.0,9.52,20.0,-1.0
2.0,9.0,1.0,0.0,0.0,14.0,5.0,0.63,6.0,2.33,4.0,0.8,18.0,4.0,0.75,8.0,1.0,7.35,21.12,3281.21,0.05,38.0,0.05,182.29,155.32,0.8,4.0,7.0,15.0,0.45,13.0,25.0,4.0,13.0,11.0,0.0,8.0,-1.0
2.0,5.0,1.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,1.0,0.33,12.0,1.0,0.0,13.0,1.0,18.54,16.14,4839.01,0.1,63.0,0.06,268.83,299.56,0.33,2.0,4.0,11.0,0.19,30.0,33.0,13.0,14.0,16.0,0.0,13.0,-1.0
40.0,33.0,1.0,5.0,23.0,52.0,17.0,0.31,20.0,2.6,11.0,0.65,49.0,17.0,1.0,49.0,2.0,56.67,17.49,17327.12,0.33,173.0,0.06,962.62,990.93,1.0,16.0,26.0,34.0,0.14,68.0,105.0,35.0,18.0,118.0,36.36,54.0,-1.0
1.0,41.0,6.0,0.0,0.0,80.0,21.0,0.38,40.0,2.0,20.0,0.95,109.0,1.0,0.0,55.0,2.0,95.28,25.67,62771.57,0.82,374.0,0.04,3487.31,2445.65,0.05,20.0,40.0,90.0,0.37,176.0,198.0,72.0,21.0,57.0,0.0,55.0,-1.0
4.0,3.0,3.0,1.0,6.0,4.0,2.0,0.12,2.0,2.0,2.0,1.0,7.0,1.0,0.0,16.0,0.0,46.82,5.71,1528.72,0.09,54.0,0.18,84.93,267.53,0.5,1.0,2.0,7.0,0.07,24.0,30.0,21.0,10.0,28.0,30.43,17.0,-1.0
