n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,2.0,1.0,5.0,1.0,0.0,14.0,1.0,20.76,12.27,3126.53,0.08,58.0,0.08,173.7,254.75,0.5,1.0,2.0,5.0,0.13,27.0,31.0,11.0,10.0,15.0,0.0,14.0,-1.0
5.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,7.0,0.0,14.04,2.0,56.15,0.01,10.0,0.5,3.12,28.07,0.5,1.0,2.0,6.0,0.15,3.0,7.0,3.0,4.0,13.0,0.0,7.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,7.0,1.0,0.0,8.0,1.0,13.4,5.25,369.2,0.02,18.0,0.19,20.51,70.32,0.5,1.0,2.0,7.0,0.2,7.0,11.0,6.0,9.0,10.0,0.0,8.0,-1.0
13.0,7.0,2.0,0.0,0.0,12.0,4.0,0.2,6.0,2.0,4.0,1.0,14.0,1.0,0.0,20.0,1.0,32.68,13.91,6322.3,0.15,86.0,0.07,351.24,454.54,0.25,3.0,6.0,12.0,0.12,36.0,50.0,22.0,17.0,34.0,0.0,20.0,-1.0
15.0,17.0,2.0,0.0,2.0,24.0,9.0,0.31,8.0,3.0,5.0,0.56,24.0,9.0,1.0,29.0,1.0,47.16,15.35,11107.27,0.24,136.0,0.07,617.07,723.78,1.0,8.0,12.0,17.0,0.19,57.0,79.0,26.0,14.0,47.0,6.45,29.0,-1.0
19.0,15.0,3.0,2.0,35.0,28.0,8.0,0.13,14.0,2.0,2.0,0.25,36.0,4.0,0.43,62.0,0.0,41.25,40.3,66987.0,0.55,275.0,0.02,3721.5,1662.21,0.5,7.0,14.0,30.0,0.07,124.0,151.0,40.0,26.0,119.0,37.37,64.0,-1.0
5.0,5.0,0.0,2.0,0.0,8.0,3.0,0.16,4.0,2.0,1.0,0.33,10.0,1.0,0.0,17.0,2.0,19.77,16.0,5061.8,0.11,69.0,0.06,281.21,316.36,0.33,2.0,4.0,9.0,0.12,32.0,37.0,12.0,12.0,25.0,10.53,19.0,-1.0
7.0,5.0,1.0,5.0,9.0,8.0,3.0,0.14,4.0,2.0,2.0,0.67,12.0,1.0,0.0,17.0,0.0,27.97,8.64,2086.35,0.08,55.0,0.12,115.91,241.58,0.33,2.0,4.0,11.0,0.08,19.0,36.0,11.0,10.0,39.0,45.16,22.0,-1.0
10.0,5.0,0.0,0.0,5.0,8.0,3.0,0.14,4.0,2.0,1.0,0.33,11.0,1.0,0.0,22.0,0.0,48.47,12.2,7213.92,0.2,123.0,0.08,400.77,591.3,0.33,2.0,4.0,10.0,0.08,61.0,62.0,20.0,8.0,38.0,18.52,22.0,-1.0
4.0,3.0,5.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,10.0,1.0,34.4,4.0,550.43,0.05,33.0,0.25,30.58,137.61,0.5,1.0,2.0,10.0,0.13,16.0,17.0,12.0,6.0,15.0,0.0,10.0,-1.0
101.0,46.0,1.0,12.0,7.0,66.0,26.0,0.17,28.0,2.36,11.0,0.42,89.0,17.0,0.64,143.0,2.0,95.85,44.73,191759.06,1.43,604.0,0.02,10653.28,4287.21,0.65,19.0,33.0,65.0,0.1,271.0,333.0,103.0,34.0,264.0,11.73,155.0,-1.0
5.0,7.0,0.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,1.0,0.25,11.0,1.0,0.0,10.0,2.0,6.98,22.1,3409.75,0.05,37.0,0.05,189.43,154.29,0.25,3.0,5.0,9.0,0.25,17.0,20.0,5.0,13.0,16.0,0.0,10.0,-1.0
4.0,20.0,8.0,2.0,2.0,24.0,12.0,0.27,12.0,2.0,5.0,0.42,48.0,1.0,0.0,43.0,0.0,47.52,28.6,38870.09,0.45,221.0,0.03,2159.45,1359.09,0.08,6.0,12.0,38.0,0.23,99.0,122.0,45.0,26.0,52.0,8.51,45.0,-1.0
3.0,5.0,2.0,0.0,0.0,8.0,3.0,0.16,4.0,2.0,3.0,1.0,13.0,1.0,0.0,19.0,2.0,67.09,10.84,7881.04,0.24,134.0,0.09,437.84,727.12,0.33,2.0,4.0,12.0,0.13,56.0,78.0,31.0,12.0,23.0,0.0,19.0,-1.0
9.0,59.0,13.0,0.0,1.0,82.0,34.0,0.39,40.0,2.05,22.0,0.65,137.0,15.0,0.42,88.0,2.0,69.41,44.8,139298.89,1.04,466.0,0.02,7738.83,3109.35,0.44,21.0,41.0,105.0,0.34,196.0,270.0,70.0,32.0,99.0,1.12,88.0,-1.0
43.0,39.0,20.0,1.0,35.0,56.0,22.0,0.2,24.0,2.33,17.0,0.77,98.0,5.0,0.19,107.0,0.0,97.32,33.04,106264.81,1.07,464.0,0.03,5903.6,3215.86,0.23,16.0,28.0,78.0,0.1,194.0,270.0,91.0,31.0,221.0,25.17,108.0,-1.0
2.0,3.0,0.0,2.0,3.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,0.0,7.33,4.5,148.5,0.01,11.0,0.22,8.25,33.0,0.5,1.0,2.0,5.0,0.14,3.0,8.0,2.0,6.0,14.0,45.45,8.0,-1.0
3.0,11.0,3.0,3.0,5.0,20.0,6.0,0.33,10.0,2.0,4.0,0.67,20.0,1.0,0.0,15.0,0.0,40.56,8.89,3204.9,0.12,75.0,0.11,178.05,360.55,0.17,5.0,10.0,16.0,0.22,32.0,43.0,18.0,10.0,27.0,34.78,18.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,8.0,1.0,0.0,11.0,1.0,22.15,6.4,907.38,0.05,34.0,0.16,50.41,141.78,0.5,1.0,2.0,8.0,0.15,16.0,18.0,10.0,8.0,13.0,0.0,11.0,-1.0
9.0,11.0,2.0,0.0,6.0,16.0,6.0,0.21,6.0,2.67,2.0,0.33,30.0,5.0,0.8,29.0,0.0,36.38,24.0,20956.91,0.29,159.0,0.04,1164.27,873.2,0.83,5.0,8.0,26.0,0.11,72.0,87.0,27.0,18.0,53.0,17.14,29.0,-1.0
13.0,21.0,2.0,3.0,33.0,36.0,11.0,0.16,16.0,2.25,4.0,0.36,39.0,5.0,0.4,64.0,1.0,62.91,28.21,50051.79,0.59,284.0,0.04,2780.66,1774.41,0.45,10.0,18.0,30.0,0.1,130.0,154.0,53.0,23.0,114.0,36.0,67.0,-1.0
17.0,15.0,5.0,0.0,7.0,8.0,11.0,0.2,4.0,2.0,7.0,0.64,32.0,1.0,0.0,54.0,1.0,46.52,27.6,35438.4,0.43,214.0,0.04,1968.8,1284.0,0.09,2.0,4.0,23.0,0.14,92.0,122.0,40.0,24.0,79.0,11.48,54.0,-1.0
19.0,13.0,3.0,4.0,21.0,24.0,7.0,0.23,12.0,2.0,4.0,0.57,29.0,5.0,0.67,27.0,0.0,21.89,30.39,20219.83,0.22,125.0,0.03,1123.32,665.24,0.71,6.0,12.0,24.0,0.1,55.0,70.0,19.0,21.0,72.0,48.08,31.0,-1.0
30.0,36.0,21.0,1.0,6.0,32.0,27.0,0.22,16.0,2.0,27.0,1.0,78.0,8.0,0.27,122.0,1.0,63.2,42.84,115969.02,0.9,388.0,0.02,6442.72,2707.18,0.3,8.0,16.0,53.0,0.17,149.0,239.0,80.0,46.0,160.0,5.43,123.0,-1.0
4.0,5.0,1.0,0.0,1.0,8.0,3.0,0.21,4.0,2.0,2.0,0.67,11.0,1.0,0.0,14.0,1.0,15.57,12.6,2472.31,0.07,44.0,0.08,137.35,196.21,0.33,2.0,4.0,10.0,0.15,21.0,23.0,10.0,12.0,20.0,6.67,14.0,-1.0
2.0,13.0,4.0,0.0,0.0,24.0,7.0,0.24,12.0,2.0,2.0,0.29,30.0,3.0,0.33,29.0,1.0,28.86,20.94,12659.07,0.2,122.0,0.05,703.28,604.41,0.43,6.0,12.0,25.0,0.22,58.0,64.0,18.0,13.0,32.0,0.0,29.0,-1.0
0.0,11.0,4.0,0.0,0.0,18.0,6.0,0.43,8.0,2.25,4.0,0.67,20.0,6.0,1.0,14.0,1.0,16.89,18.31,5659.53,0.1,63.0,0.05,314.42,309.13,1.0,5.0,9.0,16.0,0.4,28.0,35.0,13.0,17.0,15.0,0.0,14.0,-1.0
8.0,3.0,5.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,13.0,1.0,0.0,16.0,0.0,47.11,7.37,2557.63,0.12,73.0,0.14,142.09,347.11,0.5,1.0,2.0,13.0,0.08,35.0,38.0,19.0,8.0,25.0,0.0,16.0,-1.0
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,10.0,3.0,1.0,8.0,0.0,10.76,14.86,2375.83,0.05,37.0,0.07,131.99,159.91,1.0,2.0,4.0,9.0,0.3,16.0,21.0,7.0,13.0,10.0,0.0,8.0,-1.0
0.0,5.0,3.0,1.0,0.0,8.0,3.0,0.33,4.0,2.0,3.0,1.0,12.0,1.0,0.0,8.0,0.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0.33,2.0,4.0,11.0,0.3,14.0,16.0,11.0,9.0,10.0,11.11,9.0,-1.0
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,2.0,0.67,10.0,3.0,1.0,7.0,0.0,9.57,8.75,732.92,0.03,22.0,0.11,40.72,83.76,1.0,2.0,4.0,9.0,0.33,7.0,15.0,4.0,10.0,9.0,0.0,7.0,-1.0
9.0,11.0,3.0,0.0,10.0,20.0,6.0,0.18,10.0,2.0,3.0,0.5,24.0,3.0,0.4,33.0,1.0,43.84,34.34,51695.65,0.5,257.0,0.03,2871.98,1505.5,0.5,5.0,10.0,20.0,0.11,121.0,136.0,37.0,21.0,53.0,23.26,33.0,-1.0
2.0,3.0,3.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,19.12,3.0,172.08,0.02,16.0,0.33,9.56,57.36,0.5,1.0,2.0,7.0,0.2,6.0,10.0,6.0,6.0,10.0,0.0,7.0,-1.0
0.0,7.0,3.0,0.0,3.0,12.0,4.0,0.25,6.0,2.0,3.0,0.75,19.0,1.0,0.0,16.0,0.0,21.01,13.5,3829.06,0.09,59.0,0.07,212.73,283.63,0.25,3.0,6.0,17.0,0.2,27.0,32.0,14.0,14.0,20.0,15.79,16.0,-1.0
2.0,7.0,6.0,0.0,2.0,10.0,4.0,0.25,4.0,2.5,3.0,0.75,19.0,3.0,0.67,16.0,2.0,35.44,9.9,3476.92,0.12,69.0,0.1,193.16,351.03,0.75,3.0,5.0,17.0,0.19,32.0,37.0,21.0,13.0,21.0,11.11,16.0,-1.0
3.0,5.0,0.0,0.0,4.0,6.0,3.0,0.25,2.0,3.0,1.0,0.33,8.0,3.0,1.0,12.0,0.0,19.66,7.78,1189.42,0.05,36.0,0.13,66.08,152.93,1.0,2.0,3.0,7.0,0.15,14.0,22.0,9.0,10.0,20.0,25.0,12.0,-1.0
13.0,17.0,6.0,0.0,4.0,32.0,9.0,0.28,16.0,2.0,7.0,0.78,34.0,1.0,0.0,32.0,1.0,50.85,9.8,4888.17,0.17,98.0,0.1,271.56,498.57,0.11,8.0,16.0,27.0,0.18,41.0,57.0,23.0,11.0,50.0,11.11,32.0,-1.0
2.0,7.0,0.0,0.0,0.0,12.0,4.0,0.29,6.0,2.0,1.0,0.25,16.0,1.0,0.0,14.0,3.0,21.83,21.53,10120.67,0.16,94.0,0.05,562.26,470.0,0.25,3.0,6.0,14.0,0.24,38.0,56.0,15.0,17.0,17.0,0.0,14.0,-1.0
7.0,7.0,2.0,1.0,0.0,12.0,4.0,0.13,6.0,2.0,3.0,0.75,16.0,1.0,0.0,30.0,2.0,29.83,40.13,48033.42,0.4,222.0,0.02,2668.52,1197.09,0.25,3.0,6.0,14.0,0.1,107.0,115.0,24.0,18.0,39.0,3.23,31.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,0.03,27.0,0.12,49.5,102.8,0.5,1.0,2.0,6.0,0.29,13.0,14.0,6.0,8.0,7.0,0.0,6.0,-1.0
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,7.0,1.0,0.0,12.0,0.0,18.01,6.25,703.67,0.04,27.0,0.16,39.09,112.59,0.5,1.0,2.0,7.0,0.13,10.0,17.0,8.0,10.0,15.0,0.0,12.0,-1.0
8.0,13.0,1.0,0.0,2.0,16.0,7.0,0.44,4.0,4.0,3.0,0.43,21.0,7.0,1.0,16.0,0.0,19.37,22.0,9373.21,0.14,97.0,0.05,520.73,426.05,1.0,6.0,8.0,16.0,0.26,40.0,57.0,10.0,11.0,27.0,11.11,16.0,-1.0
18.0,15.0,8.0,0.0,5.0,28.0,8.0,0.22,14.0,2.0,7.0,0.88,35.0,3.0,0.29,37.0,1.0,64.45,24.23,37848.02,0.52,250.0,0.04,2102.67,1561.98,0.38,7.0,14.0,29.0,0.13,105.0,145.0,52.0,24.0,61.0,11.9,37.0,-1.0
2.0,3.0,0.0,0.0,0.0,4.0,2.0,0.11,2.0,2.0,1.0,0.5,5.0,1.0,0.0,18.0,0.0,30.71,12.86,5076.47,0.13,84.0,0.08,282.03,394.84,0.5,1.0,2.0,5.0,0.1,30.0,54.0,14.0,12.0,21.0,0.0,18.0,-1.0
31.0,37.0,3.0,2.0,37.0,66.0,19.0,0.18,30.0,2.2,7.0,0.37,79.0,6.0,0.28,101.0,0.0,106.19,43.99,205454.31,1.56,716.0,0.02,11414.13,4670.87,0.32,18.0,33.0,62.0,0.12,338.0,378.0,73.0,19.0,156.0,27.86,103.0,-1.0
0.0,5.0,6.0,1.0,0.0,8.0,3.0,0.15,4.0,2.0,2.0,0.67,21.0,1.0,0.0,19.0,0.0,32.45,13.89,6264.19,0.15,91.0,0.07,348.01,450.83,0.33,2.0,4.0,20.0,0.14,44.0,47.0,19.0,12.0,21.0,5.0,20.0,-1.0
2.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,9.0,1.0,0.0,10.0,1.0,13.12,10.83,1539.78,0.05,31.0,0.09,85.54,142.13,0.33,2.0,4.0,8.0,0.23,13.0,18.0,9.0,15.0,13.0,0.0,10.0,-1.0
11.0,13.0,7.0,1.0,0.0,20.0,7.0,0.23,8.0,2.5,5.0,0.71,27.0,5.0,0.67,29.0,0.0,50.36,13.68,9420.58,0.23,124.0,0.07,523.37,688.77,0.71,6.0,10.0,22.0,0.17,53.0,71.0,31.0,16.0,42.0,3.33,30.0,-1.0
15.0,9.0,1.0,0.0,10.0,16.0,5.0,0.13,8.0,2.0,5.0,1.0,23.0,1.0,0.0,39.0,1.0,69.33,25.12,43734.03,0.58,296.0,0.04,2429.67,1741.26,0.2,4.0,8.0,20.0,0.08,135.0,161.0,43.0,16.0,65.0,20.41,39.0,-1.0
0.0,9.0,0.0,1.0,0.0,16.0,5.0,0.45,8.0,2.0,1.0,0.2,17.0,3.0,0.5,10.0,2.0,16.86,17.14,4949.88,0.1,63.0,0.06,274.99,288.85,0.6,4.0,8.0,14.0,0.42,29.0,34.0,11.0,13.0,12.0,9.09,11.0,-1.0
0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,7.0,5.0,16.82,8.33,1168.18,0.05,33.0,0.12,64.9,140.18,0.5,1.0,2.0,6.0,0.22,15.0,18.0,9.0,10.0,9.0,12.5,7.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,7.0,1.0,0.0,6.0,2.0,15.9,6.43,656.91,0.03,25.0,0.16,36.5,102.19,0.5,1.0,2.0,7.0,0.25,9.0,16.0,7.0,10.0,8.0,0.0,6.0,-1.0
9.0,5.0,3.0,0.0,1.0,8.0,3.0,0.21,4.0,2.0,2.0,0.67,14.0,1.0,0.0,14.0,0.0,34.4,9.84,3332.3,0.11,69.0,0.1,185.13,338.58,0.33,2.0,4.0,13.0,0.12,34.0,35.0,19.0,11.0,25.0,6.67,14.0,-1.0
0.0,5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,3.0,1.0,12.0,1.0,0.0,7.0,1.0,13.51,13.33,2401.13,0.06,41.0,0.08,133.4,180.09,0.33,2.0,4.0,11.0,0.38,20.0,21.0,9.0,12.0,8.0,0.0,7.0,-1.0
0.0,13.0,0.0,0.0,0.0,18.0,7.0,1.0,6.0,3.0,1.0,0.14,19.0,7.0,1.0,7.0,1.0,23.57,7.11,1191.72,0.06,41.0,0.14,66.21,167.59,1.0,6.0,9.0,14.0,0.88,16.0,25.0,9.0,8.0,8.0,0.0,7.0,-1.0
11.0,13.0,1.0,0.0,6.0,18.0,7.0,0.22,6.0,3.0,3.0,0.43,23.0,6.0,0.83,32.0,0.0,34.46,29.66,30303.94,0.34,182.0,0.03,1683.55,1021.88,0.86,6.0,9.0,18.0,0.14,86.0,96.0,29.0,20.0,50.0,15.79,32.0,-1.0
4.0,3.0,2.0,0.0,2.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,6.0,1.0,0.0,9.0,2.0,23.29,7.08,1168.74,0.05,37.0,0.14,64.93,165.0,0.5,1.0,2.0,6.0,0.13,17.0,20.0,12.0,10.0,16.0,18.18,9.0,-1.0
0.0,9.0,1.0,0.0,4.0,12.0,5.0,0.26,4.0,3.0,3.0,0.6,14.0,5.0,1.0,19.0,3.0,30.08,11.53,3998.33,0.12,70.0,0.09,222.13,346.79,1.0,4.0,6.0,11.0,0.21,28.0,42.0,17.0,14.0,24.0,17.39,19.0,-1.0
16.0,15.0,9.0,4.0,2.0,12.0,9.0,0.23,4.0,3.0,7.0,0.78,33.0,5.0,0.5,36.0,0.0,41.98,23.21,22625.5,0.32,165.0,0.04,1256.97,974.64,0.56,4.0,6.0,26.0,0.15,65.0,100.0,35.0,25.0,59.0,14.29,40.0,-1.0
9.0,9.0,3.0,0.0,5.0,14.0,5.0,0.24,6.0,2.33,4.0,0.8,18.0,3.0,0.5,21.0,0.0,16.41,15.0,3691.87,0.08,53.0,0.07,205.1,246.12,0.6,4.0,7.0,15.0,0.14,20.0,33.0,10.0,15.0,36.0,19.23,21.0,-1.0
5.0,3.0,2.0,0.0,4.0,4.0,2.0,0.14,2.0,2.0,1.0,0.5,7.0,1.0,0.0,14.0,1.0,41.58,15.91,10529.3,0.22,129.0,0.06,584.96,661.68,0.5,1.0,2.0,7.0,0.08,61.0,68.0,23.0,12.0,24.0,22.22,14.0,-1.0
1.0,5.0,1.0,0.0,0.0,6.0,3.0,0.43,2.0,3.0,2.0,0.67,9.0,3.0,1.0,7.0,1.0,13.8,7.86,851.86,0.04,26.0,0.13,47.33,108.42,1.0,2.0,3.0,8.0,0.33,10.0,16.0,7.0,11.0,9.0,0.0,7.0,-1.0
1.0,19.0,10.0,0.0,0.0,16.0,13.0,0.3,8.0,2.0,9.0,0.69,51.0,3.0,0.17,43.0,1.0,50.81,20.63,21613.73,0.35,176.0,0.05,1200.76,1047.94,0.23,4.0,8.0,40.0,0.29,75.0,101.0,40.0,22.0,45.0,0.0,43.0,-1.0
2.0,5.0,3.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,10.0,1.0,0.0,12.0,0.0,18.35,8.33,1274.38,0.05,36.0,0.12,70.8,152.93,0.33,2.0,4.0,9.0,0.2,15.0,21.0,9.0,10.0,15.0,0.0,12.0,-1.0
3.0,7.0,2.0,0.0,0.0,8.0,4.0,0.67,2.0,4.0,2.0,0.5,10.0,4.0,1.0,6.0,0.0,19.97,7.7,1183.73,0.05,35.0,0.13,65.76,153.73,1.0,3.0,4.0,8.0,0.4,14.0,21.0,10.0,11.0,10.0,0.0,6.0,-1.0
4.0,19.0,2.0,0.0,0.0,28.0,10.0,0.83,10.0,2.8,9.0,0.9,33.0,1.0,0.0,12.0,0.0,17.25,32.88,18654.39,0.19,118.0,0.03,1036.34,567.27,0.1,9.0,14.0,25.0,0.59,57.0,61.0,13.0,15.0,17.0,0.0,12.0,-1.0
3.0,19.0,8.0,0.0,0.0,30.0,10.0,0.28,14.0,2.14,6.0,0.6,53.0,1.0,0.0,36.0,0.0,58.73,14.58,12491.15,0.29,151.0,0.07,693.95,856.54,0.1,8.0,15.0,45.0,0.25,70.0,81.0,36.0,15.0,40.0,0.0,36.0,-1.0
32.0,61.0,12.0,4.0,60.0,98.0,31.0,0.24,38.0,2.58,13.0,0.42,108.0,23.0,0.73,126.0,1.0,88.43,42.69,161178.36,1.26,560.0,0.02,8954.35,3775.22,0.74,30.0,50.0,79.0,0.14,253.0,307.0,80.0,27.0,223.0,33.68,130.0,-1.0
1.0,13.0,2.0,0.0,0.0,22.0,7.0,0.5,10.0,2.2,2.0,0.29,24.0,1.0,0.0,14.0,0.0,29.59,14.55,6259.35,0.14,82.0,0.07,347.74,430.33,0.14,6.0,11.0,19.0,0.44,40.0,42.0,22.0,16.0,16.0,0.0,14.0,-1.0
1.0,9.0,3.0,0.0,1.0,14.0,5.0,0.36,6.0,2.33,3.0,0.6,19.0,3.0,0.5,14.0,1.0,27.69,10.11,2831.11,0.09,56.0,0.1,157.28,280.0,0.6,4.0,7.0,16.0,0.29,26.0,30.0,18.0,14.0,17.0,6.67,14.0,-1.0
31.0,16.0,10.0,0.0,10.0,12.0,11.0,0.17,4.0,3.0,6.0,0.55,45.0,5.0,0.4,63.0,0.0,50.49,33.53,56756.57,0.56,267.0,0.03,3153.14,1692.74,0.45,4.0,7.0,36.0,0.1,114.0,153.0,51.0,30.0,105.0,13.7,63.0,-1.0
1.0,3.0,3.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,8.0,1.0,0.0,6.0,0.0,21.31,4.5,431.59,0.03,23.0,0.22,23.98,95.91,0.5,1.0,2.0,8.0,0.25,9.0,14.0,9.0,9.0,8.0,0.0,6.0,-1.0
2.0,7.0,2.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,2.0,0.5,13.0,1.0,0.0,10.0,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.25,3.0,5.0,11.0,0.31,22.0,29.0,10.0,13.0,13.0,0.0,10.0,-1.0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,1.0,0.25,16.0,1.0,0.0,10.0,3.0,8.55,23.4,4683.66,0.07,48.0,0.04,260.2,200.16,0.25,3.0,6.0,14.0,0.33,18.0,30.0,5.0,13.0,12.0,0.0,10.0,-1.0
2.0,5.0,2.0,0.0,1.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,12.0,1.0,0.0,13.0,0.0,20.13,10.91,2395.81,0.07,50.0,0.09,133.1,219.62,0.33,2.0,4.0,11.0,0.21,24.0,26.0,11.0,10.0,14.0,7.14,13.0,-1.0
5.0,23.0,9.0,1.0,1.0,44.0,12.0,0.24,22.0,2.0,9.0,0.75,61.0,10.0,0.82,50.0,2.0,55.26,29.75,48911.24,0.55,272.0,0.03,2717.29,1644.08,0.83,11.0,22.0,51.0,0.21,119.0,153.0,44.0,22.0,58.0,3.85,51.0,-1.0
