n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,l
0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.67,2.0,3.0,1.0,0.5,5.0,1.0,0.0,3.0,0.0,10.28,4.38,196.76,0.01,13.0,0.23,10.93,44.97,0.5,2.0,3.0,5.0,0.5,5.0,8.0,4.0,7.0,4.0,0.0,3.0,-1.0
0.0,5.0,2.0,0.0,0.0,6.0,3.0,0.17,2.0,3.0,2.0,0.67,10.0,3.0,1.0,18.0,1.0,30.6,9.39,2697.84,0.1,58.0,0.11,149.88,287.34,1.0,2.0,3.0,9.0,0.16,26.0,32.0,18.0,13.0,19.0,0.0,18.0,-1.0
10.0,15.0,2.0,3.0,9.0,24.0,8.0,0.31,10.0,2.4,4.0,0.5,26.0,1.0,0.0,23.0,1.0,40.2,22.79,20877.45,0.31,171.0,0.04,1159.86,916.14,0.13,7.0,12.0,20.0,0.17,79.0,92.0,26.0,15.0,46.0,34.29,26.0,-1.0
3.0,3.0,0.0,1.0,2.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,11.0,2.0,25.04,7.33,1346.57,0.06,47.0,0.14,74.81,183.62,0.5,1.0,2.0,6.0,0.11,22.0,25.0,9.0,6.0,18.0,21.43,12.0,-1.0
1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.13,2.0,2.0,2.0,1.0,7.0,1.0,0.0,15.0,1.0,16.95,16.5,4614.93,0.09,57.0,0.06,256.39,279.69,0.5,1.0,2.0,7.0,0.12,22.0,35.0,12.0,18.0,17.0,0.0,15.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,14.51,4.2,255.97,0.02,17.0,0.24,14.22,60.94,0.5,1.0,2.0,5.0,0.22,6.0,11.0,5.0,7.0,9.0,0.0,7.0,-1.0
3.0,3.0,2.0,0.0,1.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,10.0,1.0,0.0,13.0,0.0,22.46,15.0,5053.28,0.11,68.0,0.07,280.74,336.89,0.5,1.0,2.0,10.0,0.11,32.0,36.0,16.0,15.0,18.0,7.14,13.0,-1.0
3.0,9.0,5.0,0.0,0.0,16.0,5.0,0.45,8.0,2.0,4.0,0.8,21.0,3.0,0.5,11.0,2.0,15.17,23.86,8637.06,0.12,77.0,0.04,479.84,361.93,0.6,4.0,8.0,18.0,0.33,35.0,42.0,11.0,15.0,15.0,0.0,11.0,-1.0
8.0,33.0,6.0,3.0,16.0,58.0,17.0,0.28,26.0,2.23,4.0,0.24,71.0,8.0,0.44,57.0,2.0,81.83,29.21,69838.03,0.8,375.0,0.03,3879.89,2390.64,0.47,16.0,29.0,56.0,0.2,162.0,213.0,61.0,22.0,85.0,25.0,60.0,-1.0
1.0,13.0,2.0,0.0,0.0,22.0,7.0,0.5,10.0,2.2,2.0,0.29,24.0,1.0,0.0,14.0,0.0,29.59,14.55,6259.35,0.14,82.0,0.07,347.74,430.33,0.14,6.0,11.0,19.0,0.44,40.0,42.0,22.0,16.0,16.0,0.0,14.0,-1.0
1.0,5.0,1.0,0.0,0.0,6.0,3.0,0.2,2.0,3.0,1.0,0.33,9.0,3.0,1.0,15.0,1.0,30.72,25.5,19978.47,0.26,154.0,0.04,1109.91,783.47,1.0,2.0,3.0,8.0,0.18,51.0,103.0,17.0,17.0,17.0,0.0,15.0,-1.0
4.0,5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,1.0,0.33,12.0,1.0,0.0,7.0,3.0,13.09,18.45,4456.41,0.08,52.0,0.05,247.58,241.48,0.33,2.0,4.0,11.0,0.25,29.0,23.0,11.0,14.0,12.0,0.0,7.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,2.0,21.28,15.27,4964.7,0.11,70.0,0.07,275.82,325.07,0.5,1.0,2.0,6.0,0.25,24.0,46.0,11.0,14.0,8.0,0.0,6.0,-1.0
6.0,9.0,2.0,1.0,0.0,16.0,5.0,0.56,8.0,2.0,3.0,0.6,16.0,1.0,0.0,8.0,2.0,19.89,13.0,3360.81,0.09,55.0,0.08,186.71,258.51,0.2,4.0,8.0,13.0,0.31,26.0,29.0,13.0,13.0,16.0,11.11,9.0,-1.0
3.0,3.0,1.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,6.0,1.0,0.0,6.0,2.0,13.83,11.25,1750.38,0.05,36.0,0.09,97.24,155.59,0.5,1.0,2.0,6.0,0.2,15.0,21.0,8.0,12.0,10.0,0.0,6.0,-1.0
10.0,5.0,2.0,1.0,8.0,8.0,3.0,0.3,4.0,2.0,1.0,0.33,12.0,1.0,0.0,9.0,0.0,33.57,11.0,4062.39,0.12,72.0,0.09,225.69,369.31,0.33,2.0,4.0,11.0,0.1,33.0,39.0,21.0,14.0,29.0,50.0,10.0,-1.0
12.0,11.0,0.0,0.0,58.0,20.0,6.0,0.03,10.0,2.0,1.0,0.17,21.0,1.0,0.0,195.0,4.0,355.66,18.58,122751.71,2.2,919.0,0.05,6819.54,6607.45,0.17,5.0,10.0,17.0,0.02,456.0,463.0,135.0,11.0,266.0,22.92,195.0,-1.0
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,1.0,0.33,10.0,1.0,0.0,7.0,1.0,6.38,13.33,1134.8,0.03,23.0,0.08,63.04,85.11,0.33,2.0,4.0,9.0,0.33,8.0,15.0,3.0,10.0,9.0,0.0,7.0,-1.0
24.0,37.0,5.0,18.0,38.0,62.0,19.0,0.16,26.0,2.38,10.0,0.53,70.0,9.0,0.44,103.0,4.0,182.27,15.56,44121.9,0.95,419.0,0.06,2451.22,2835.87,0.47,18.0,31.0,53.0,0.1,195.0,224.0,94.0,15.0,184.0,35.22,121.0,-1.0
6.0,7.0,4.0,1.0,12.0,12.0,4.0,0.12,6.0,2.0,4.0,1.0,17.0,1.0,0.0,32.0,1.0,44.39,13.19,7722.51,0.2,106.0,0.08,429.03,585.5,0.25,3.0,6.0,15.0,0.08,45.0,61.0,29.0,17.0,52.0,28.89,33.0,-1.0
7.0,7.0,4.0,0.0,3.0,4.0,5.0,0.14,2.0,2.0,5.0,1.0,14.0,1.0,0.0,35.0,1.0,46.83,12.27,7046.59,0.19,104.0,0.08,391.48,574.45,0.2,1.0,2.0,11.0,0.11,46.0,58.0,30.0,16.0,46.0,7.89,35.0,-1.0
16.0,12.0,6.0,6.0,13.0,16.0,7.0,0.2,8.0,2.0,6.0,0.86,27.0,1.0,0.0,29.0,0.0,48.73,13.64,9060.53,0.22,116.0,0.07,503.36,664.44,0.14,4.0,8.0,22.0,0.11,45.0,71.0,33.0,20.0,65.0,39.58,35.0,-1.0
0.0,7.0,2.0,0.0,0.0,12.0,4.0,0.24,6.0,2.0,3.0,0.75,13.0,1.0,0.0,17.0,2.0,25.55,11.15,3178.67,0.09,63.0,0.09,176.59,284.98,0.25,3.0,6.0,11.0,0.22,29.0,34.0,13.0,10.0,18.0,0.0,17.0,-1.0
13.0,11.0,1.0,4.0,8.0,20.0,6.0,0.2,10.0,2.0,2.0,0.33,23.0,1.0,0.0,26.0,1.0,56.04,22.34,27977.56,0.42,228.0,0.04,1554.31,1252.14,0.17,5.0,10.0,19.0,0.12,110.0,118.0,32.0,13.0,52.0,31.58,30.0,-1.0
16.0,87.0,5.0,0.0,35.0,154.0,44.0,0.17,68.0,2.26,14.0,0.32,169.0,13.0,0.28,255.0,4.0,249.73,43.13,464447.49,3.59,1405.0,0.02,25802.64,10769.8,0.3,43.0,77.0,127.0,0.14,675.0,730.0,180.0,23.0,307.0,12.07,255.0,-1.0
2.0,7.0,2.0,0.0,0.0,10.0,4.0,0.4,4.0,2.5,2.0,0.5,13.0,1.0,0.0,10.0,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,230.7,0.25,3.0,5.0,11.0,0.31,22.0,29.0,10.0,13.0,13.0,0.0,10.0,-1.0
0.0,5.0,0.0,0.0,0.0,8.0,3.0,0.5,4.0,2.0,1.0,0.33,9.0,1.0,0.0,6.0,1.0,15.36,4.9,368.89,0.03,21.0,0.2,20.49,75.28,0.33,2.0,4.0,8.0,0.43,7.0,14.0,5.0,7.0,7.0,0.0,6.0,-1.0
6.0,5.0,1.0,0.0,1.0,6.0,3.0,0.25,2.0,3.0,2.0,0.67,9.0,3.0,1.0,12.0,0.0,20.31,10.77,2355.5,0.07,46.0,0.09,130.86,218.72,1.0,2.0,3.0,8.0,0.15,20.0,26.0,13.0,14.0,20.0,7.69,12.0,-1.0
1.0,19.0,0.0,17.0,0.0,34.0,10.0,0.21,16.0,2.13,1.0,0.1,40.0,8.0,0.78,31.0,3.0,31.42,46.06,66661.35,0.48,246.0,0.02,3703.41,1447.13,0.8,9.0,17.0,32.0,0.2,102.0,144.0,31.0,28.0,50.0,35.42,48.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,1.0,0.5,5.0,1.0,0.0,5.0,3.0,10.75,4.0,172.08,0.01,12.0,0.25,9.56,43.02,0.5,1.0,2.0,5.0,0.33,4.0,8.0,4.0,8.0,6.0,0.0,5.0,-1.0
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,7.0,1.0,0.0,12.0,0.0,20.64,5.56,637.19,0.04,27.0,0.18,35.4,114.69,0.5,1.0,2.0,7.0,0.13,10.0,17.0,9.0,10.0,15.0,0.0,12.0,-1.0
16.0,13.0,3.0,0.0,10.0,24.0,7.0,0.17,12.0,2.0,4.0,0.57,29.0,1.0,0.0,41.0,2.0,59.59,22.8,30993.01,0.45,232.0,0.04,1721.83,1359.05,0.14,6.0,12.0,24.0,0.1,110.0,122.0,41.0,17.0,68.0,19.61,41.0,-1.0
0.0,3.0,0.0,0.0,0.0,6.0,2.0,0.29,2.0,3.0,1.0,0.5,5.0,1.0,0.0,7.0,1.0,18.62,6.5,786.59,0.04,28.0,0.15,43.7,121.01,0.5,2.0,3.0,5.0,0.25,13.0,15.0,10.0,10.0,8.0,0.0,7.0,-1.0
0.0,3.0,1.0,0.0,2.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,5.0,1.0,0.0,8.0,1.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,0.5,1.0,2.0,5.0,0.18,6.0,8.0,5.0,6.0,11.0,20.0,8.0,-1.0
1.0,3.0,0.0,0.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,6.0,1.0,0.0,12.0,2.0,16.65,4.67,362.64,0.03,21.0,0.21,20.15,77.71,0.5,1.0,2.0,6.0,0.14,8.0,13.0,6.0,7.0,14.0,0.0,12.0,-1.0
1.0,9.0,1.0,0.0,0.0,16.0,5.0,0.28,8.0,2.0,2.0,0.4,22.0,1.0,0.0,18.0,4.0,15.61,23.18,8390.28,0.12,77.0,0.04,466.13,361.93,0.2,4.0,8.0,19.0,0.25,34.0,43.0,11.0,15.0,20.0,0.0,18.0,-1.0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.4,6.0,2.0,1.0,0.25,15.0,1.0,0.0,10.0,2.0,6.88,24.38,4084.91,0.06,41.0,0.04,226.94,167.59,0.25,3.0,6.0,13.0,0.33,15.0,26.0,4.0,13.0,12.0,0.0,10.0,-1.0
2.0,7.0,1.0,1.0,0.0,12.0,4.0,0.22,6.0,2.0,1.0,0.25,16.0,1.0,0.0,17.0,2.0,48.72,35.88,62721.59,0.58,313.0,0.03,3484.53,1748.09,0.25,3.0,6.0,14.0,0.19,78.0,235.0,25.0,23.0,21.0,5.56,18.0,-1.0
8.0,11.0,2.0,0.0,4.0,18.0,6.0,0.18,8.0,2.25,4.0,0.67,23.0,5.0,0.8,33.0,2.0,69.47,9.03,5659.94,0.21,110.0,0.11,314.44,627.05,0.83,5.0,9.0,19.0,0.13,49.0,61.0,38.0,14.0,46.0,10.81,33.0,-1.0
9.0,7.0,3.0,0.0,16.0,12.0,4.0,0.16,6.0,2.0,1.0,0.25,18.0,1.0,0.0,25.0,1.0,20.43,24.0,11768.4,0.16,102.0,0.04,653.8,490.35,0.25,3.0,6.0,16.0,0.08,48.0,54.0,14.0,14.0,51.0,39.02,25.0,-1.0
5.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,6.0,1.0,0.0,10.0,1.0,16.18,6.43,668.57,0.03,26.0,0.16,37.14,104.0,0.5,1.0,2.0,6.0,0.13,10.0,16.0,7.0,9.0,16.0,0.0,10.0,-1.0
8.0,3.0,0.0,0.0,2.0,4.0,2.0,0.07,2.0,2.0,1.0,0.5,6.0,1.0,0.0,29.0,0.0,62.76,21.36,28626.92,0.45,240.0,0.05,1590.38,1340.39,0.5,1.0,2.0,6.0,0.05,115.0,125.0,35.0,13.0,40.0,6.45,29.0,-1.0
6.0,5.0,2.0,0.0,11.0,8.0,3.0,0.07,4.0,2.0,1.0,0.33,14.0,1.0,0.0,43.0,3.0,51.66,44.29,101338.65,0.76,394.0,0.02,5629.92,2288.1,0.33,2.0,4.0,13.0,0.05,187.0,207.0,38.0,18.0,61.0,20.37,43.0,-1.0
7.0,9.0,2.0,3.0,4.0,16.0,5.0,0.19,8.0,2.0,4.0,0.8,20.0,1.0,0.0,24.0,2.0,24.93,20.24,10207.48,0.17,100.0,0.05,567.08,504.44,0.2,4.0,8.0,17.0,0.13,43.0,57.0,17.0,16.0,39.0,22.58,27.0,-1.0
1.0,5.0,5.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,14.0,3.0,1.0,13.0,0.0,29.8,5.77,991.7,0.06,38.0,0.17,55.09,171.9,1.0,2.0,4.0,13.0,0.2,15.0,23.0,13.0,10.0,15.0,0.0,13.0,-1.0
19.0,59.0,3.0,0.0,29.0,116.0,30.0,0.14,58.0,2.0,3.0,0.1,110.0,1.0,0.0,208.0,4.0,242.69,36.29,319607.72,2.94,1190.0,0.03,17755.98,8807.05,0.03,29.0,58.0,82.0,0.12,573.0,617.0,150.0,19.0,257.0,12.24,208.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,8.0,1.0,0.0,6.0,1.0,17.47,5.14,462.13,0.03,23.0,0.19,25.67,89.86,0.5,1.0,2.0,8.0,0.29,9.0,14.0,7.0,8.0,7.0,0.0,6.0,-1.0
4.0,3.0,0.0,1.0,1.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,5.0,1.0,0.0,6.0,2.0,14.14,5.25,389.71,0.02,19.0,0.19,21.65,74.23,0.5,1.0,2.0,5.0,0.15,7.0,12.0,6.0,9.0,13.0,25.0,7.0,-1.0
7.0,13.0,2.0,4.0,1.0,18.0,7.0,0.29,6.0,3.0,4.0,0.57,19.0,5.0,0.67,20.0,1.0,24.63,17.41,7465.7,0.14,85.0,0.06,414.76,428.77,0.71,6.0,11.0,14.0,0.21,37.0,48.0,17.0,16.0,33.0,20.0,24.0,-1.0
13.0,5.0,3.0,1.0,11.0,8.0,3.0,0.11,4.0,2.0,2.0,0.67,14.0,1.0,0.0,27.0,1.0,43.37,15.45,10350.44,0.22,122.0,0.06,575.02,670.01,0.33,2.0,4.0,13.0,0.06,56.0,66.0,29.0,16.0,53.0,30.77,28.0,-1.0
0.0,3.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,2.0,1.0,0.5,6.0,1.0,0.0,0.0,1.0,9.51,4.0,152.16,0.01,12.0,0.25,8.45,38.04,0.5,1.0,2.0,6.0,2.0,4.0,8.0,3.0,6.0,1.0,0.0,0.0,-1.0
31.0,9.0,4.0,5.0,21.0,16.0,5.0,0.16,8.0,2.0,4.0,0.8,26.0,1.0,0.0,26.0,0.0,50.19,15.29,11739.22,0.26,136.0,0.07,652.18,767.56,0.2,4.0,8.0,23.0,0.06,65.0,71.0,34.0,16.0,84.0,50.0,31.0,-1.0
2.0,5.0,3.0,0.0,0.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,10.0,1.0,0.0,12.0,3.0,18.35,8.33,1274.38,0.05,36.0,0.12,70.8,152.93,0.33,2.0,4.0,9.0,0.2,15.0,21.0,9.0,10.0,15.0,0.0,12.0,-1.0
19.0,5.0,4.0,3.0,12.0,8.0,3.0,0.18,4.0,2.0,3.0,1.0,17.0,1.0,0.0,14.0,2.0,28.72,14.88,6354.23,0.14,82.0,0.07,353.01,427.18,0.33,2.0,4.0,16.0,0.06,35.0,47.0,20.0,17.0,49.0,51.72,17.0,-1.0
1.0,7.0,0.0,0.0,0.0,12.0,4.0,0.33,6.0,2.0,1.0,0.25,14.0,1.0,0.0,12.0,0.0,21.91,10.05,2210.79,0.07,48.0,0.1,122.82,220.08,0.25,3.0,6.0,12.0,0.29,17.0,31.0,11.0,13.0,14.0,0.0,12.0,-1.0
1.0,5.0,1.0,0.0,0.0,8.0,3.0,0.43,4.0,2.0,2.0,0.67,10.0,3.0,1.0,7.0,2.0,9.57,8.75,732.92,0.03,22.0,0.11,40.72,83.76,1.0,2.0,4.0,9.0,0.33,7.0,15.0,4.0,10.0,9.0,0.0,7.0,-1.0
32.0,24.0,3.0,1.0,8.0,14.0,19.0,0.23,6.0,2.33,18.0,0.95,58.0,1.0,0.0,80.0,1.0,44.9,40.53,73764.28,0.61,294.0,0.02,4098.02,1819.81,0.05,4.0,7.0,41.0,0.16,123.0,171.0,44.0,29.0,122.0,10.11,81.0,-1.0
1.0,7.0,4.0,1.0,1.0,12.0,4.0,0.18,6.0,2.0,4.0,1.0,17.0,1.0,0.0,21.0,1.0,54.76,4.7,1211.98,0.09,52.0,0.21,67.33,257.62,0.25,3.0,6.0,15.0,0.16,23.0,29.0,22.0,9.0,25.0,8.7,22.0,-1.0
4.0,5.0,1.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,2.0,0.67,11.0,1.0,0.0,11.0,0.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0.33,2.0,4.0,10.0,0.19,14.0,16.0,11.0,9.0,16.0,0.0,11.0,-1.0
8.0,3.0,4.0,0.0,4.0,4.0,2.0,0.06,2.0,2.0,1.0,0.5,10.0,1.0,0.0,34.0,0.0,114.44,11.44,14989.46,0.44,209.0,0.09,832.75,1309.76,0.5,1.0,2.0,10.0,0.04,103.0,106.0,63.0,14.0,47.0,10.53,34.0,-1.0
2.0,11.0,1.0,1.0,1.0,20.0,6.0,0.3,10.0,2.0,2.0,0.33,27.0,1.0,0.0,19.0,1.0,34.83,13.0,5886.19,0.15,89.0,0.08,327.01,452.78,0.17,5.0,10.0,23.0,0.25,42.0,47.0,21.0,13.0,24.0,9.52,20.0,-1.0
0.0,11.0,1.0,0.0,0.0,8.0,8.0,0.47,4.0,2.0,1.0,0.13,22.0,1.0,0.0,17.0,2.0,16.16,19.2,5956.4,0.1,66.0,0.05,330.91,310.23,0.13,2.0,4.0,16.0,0.44,24.0,42.0,10.0,16.0,18.0,0.0,17.0,-1.0
1.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,13.69,6.43,565.71,0.03,22.0,0.16,31.43,88.0,0.5,1.0,2.0,7.0,0.2,10.0,12.0,7.0,9.0,10.0,0.0,8.0,-1.0
1.0,3.0,2.0,0.0,2.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,8.0,1.0,0.0,7.0,0.0,15.23,5.0,380.74,0.03,20.0,0.2,21.15,76.15,0.5,1.0,2.0,8.0,0.18,10.0,10.0,7.0,7.0,11.0,22.22,7.0,-1.0
1.0,13.0,1.0,0.0,1.0,24.0,7.0,0.41,12.0,2.0,3.0,0.43,25.0,1.0,0.0,17.0,3.0,12.97,39.75,20489.85,0.17,111.0,0.03,1138.33,515.47,0.14,6.0,12.0,20.0,0.35,53.0,58.0,10.0,15.0,20.0,5.56,17.0,-1.0
22.0,12.0,3.0,2.0,12.0,16.0,7.0,0.13,8.0,2.0,6.0,0.86,26.0,1.0,0.0,53.0,1.0,48.73,19.39,18330.01,0.32,160.0,0.05,1018.33,945.1,0.14,4.0,8.0,21.0,0.07,67.0,93.0,38.0,22.0,99.0,20.9,55.0,-1.0
0.0,5.0,3.0,1.0,0.0,8.0,3.0,0.33,4.0,2.0,3.0,1.0,12.0,1.0,0.0,8.0,0.0,22.64,5.73,742.59,0.04,30.0,0.17,41.25,129.66,0.33,2.0,4.0,11.0,0.3,14.0,16.0,11.0,9.0,10.0,11.11,9.0,-1.0
1.0,5.0,2.0,0.0,0.0,8.0,3.0,0.38,4.0,2.0,2.0,0.67,11.0,3.0,1.0,8.0,2.0,9.65,14.08,1914.4,0.05,32.0,0.07,106.36,135.93,1.0,2.0,4.0,10.0,0.3,13.0,19.0,6.0,13.0,10.0,0.0,8.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,4.0,1.0,12.17,8.4,858.37,0.03,25.0,0.12,47.69,102.19,0.5,1.0,2.0,6.0,0.4,7.0,18.0,5.0,12.0,5.0,0.0,4.0,-1.0
3.0,5.0,3.0,0.0,8.0,8.0,3.0,0.14,4.0,2.0,1.0,0.33,13.0,1.0,0.0,21.0,0.0,42.17,14.7,9112.98,0.21,111.0,0.07,506.28,619.93,0.33,2.0,4.0,12.0,0.09,49.0,62.0,30.0,18.0,33.0,27.59,21.0,-1.0
3.0,5.0,5.0,0.0,0.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,14.0,1.0,0.0,11.0,1.0,33.89,4.85,795.9,0.05,38.0,0.21,44.22,164.23,0.33,2.0,4.0,13.0,0.2,18.0,20.0,13.0,7.0,15.0,0.0,11.0,-1.0
3.0,19.0,8.0,0.0,0.0,30.0,10.0,0.28,14.0,2.14,6.0,0.6,53.0,1.0,0.0,36.0,0.0,54.39,16.69,15143.75,0.3,160.0,0.06,841.32,907.59,0.1,8.0,15.0,45.0,0.25,73.0,87.0,35.0,16.0,40.0,0.0,36.0,-1.0
1.0,9.0,1.0,0.0,2.0,12.0,5.0,0.5,6.0,2.0,5.0,1.0,14.0,5.0,1.0,10.0,1.0,13.06,16.0,3343.58,0.07,45.0,0.06,185.75,208.97,1.0,3.0,6.0,11.0,0.36,18.0,27.0,9.0,16.0,14.0,16.67,10.0,-1.0
0.0,3.0,1.0,0.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,7.0,1.0,0.0,4.0,0.0,6.17,7.0,302.3,0.01,13.0,0.14,16.79,43.19,0.5,1.0,2.0,7.0,0.4,6.0,7.0,3.0,7.0,5.0,0.0,4.0,-1.0
6.0,3.0,1.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,0.5,7.0,1.0,0.0,11.0,0.0,28.56,10.66,3242.83,0.1,64.0,0.09,180.16,304.31,0.5,1.0,2.0,7.0,0.11,31.0,33.0,16.0,11.0,18.0,0.0,11.0,-1.0
0.0,5.0,4.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,14.0,1.0,0.0,13.0,1.0,14.28,9.33,1243.74,0.04,35.0,0.11,69.1,133.26,0.33,2.0,4.0,13.0,0.21,14.0,21.0,6.0,8.0,14.0,0.0,13.0,-1.0
6.0,3.0,7.0,2.0,5.0,4.0,2.0,0.09,2.0,2.0,2.0,1.0,13.0,1.0,0.0,21.0,4.0,55.64,8.27,3804.87,0.15,89.0,0.12,211.38,460.12,0.5,1.0,2.0,13.0,0.06,43.0,46.0,26.0,10.0,35.0,25.0,23.0,-1.0
40.0,33.0,1.0,5.0,23.0,52.0,17.0,0.31,20.0,2.6,11.0,0.65,49.0,17.0,1.0,49.0,2.0,56.67,17.49,17327.12,0.33,173.0,0.06,962.62,990.93,1.0,16.0,26.0,34.0,0.14,68.0,105.0,35.0,18.0,118.0,36.36,54.0,-1.0
